
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 27, 2003 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	41,832	40,326	815,580	834,423	4,235	4,969	3,230	3,016	1,918	2,838											
NEW ENGLAND	1,436	1,548	26,417	27,870	-	-	165	193	7	29											
Maine	52	28	1,652	1,805	N	N	20	12	-	-											
N.H.	36	38	1,037	1,557	-	-	11	31	-	-											
Vt.	16	12	1,026	954	-	-	32	33	-	-											
Mass.	599	807	11,437	10,914	-	-	68	77	-	18											
R.I.	102	102	2,907	2,832	-	-	16	21	-	1											
Conn.	631	561	8,358	9,808	N	N	18	19	7	10											
MID. ATLANTIC	9,714	9,477	110,239	97,078	-	-	412	428	190	138											
Upstate N.Y.	1,007	1,306	20,119	18,060	N	N	135	153	8	51											
N.Y. City	5,201	5,345	33,905	33,063	-	-	104	147	-	28											
N.J.	1,448	1,371	14,125	14,164	-	-	11	17	31	23											
Pa.	2,058	1,455	42,090	31,791	N	N	162	111	151	36											
E.N. CENTRAL	3,863	4,225	143,019	152,505	7	23	969	960	120	1,628											
Ohio	757	757	35,073	38,032	-	-	171	119	106	439											
Ind.	514	483	16,332	17,100	N	N	105	70	1	19											
Ill.	1,718	2,097	44,516	48,101	-	3	90	121	2	554											
Mich.	703	706	31,822	32,272	7	20	147	135	11	565											
Wis.	171	182	15,276	17,000	-	-	456	515	-	51											
W.N. CENTRAL	768	782	45,516	47,517	2	2	572	447	462	200											
Minn.	162	162	9,209	10,107	N	N	151	206	49	17											
Iowa	82	81	3,344	6,195	N	N	121	49	78	-											
Mo.	365	383	17,489	16,181	-	-	49	41	34	113											
N. Dak.	2	3	1,354	1,256	N	N	15	41	9	2											
S. Dak.	14	10	2,539	2,215	-	-	44	42	65	14											
Nebr.	52	71	4,748	4,779	2	2	20	52	140	35											
Kans.	91	72	6,833	6,784	N	N	172	16	87	19											
S. ATLANTIC	11,498	11,955	151,430	158,923	5	4	403	343	199	103											
Del.	202	194	2,992	2,649	N	N	4	4	12	-											
Md.	1,441	1,836	16,568	16,891	5	4	25	19	51	21											
D.C.	863	769	3,072	3,305	-	-	13	5	-	-											
Va.	856	811	16,415	18,518	-	-	45	35	22	29											
W. Va.	86	83	2,538	2,464	N	N	4	3	1	3											
N.C.	1,060	1,041	25,201	24,726	N	N	51	40	5	-											
S.C.	756	815	16,020	14,314	-	-	10	8	3	1											
Ga.	1,825	1,543	29,115	33,998	-	-	128	123	51	21											
Fla.	4,409	4,863	39,509	42,058	N	N	123	106	54	28											
E.S. CENTRAL	1,879	1,930	50,938	52,209	N	N	115	128	44	279											
Ky.	200	301	7,906	8,756	N	N	24	10	11	42											
Tenn.	800	772	20,055	16,042	N	N	39	61	17	11											
Ala.	441	421	11,871	15,611	-	-	42	47	16	34											
Miss.	438	436	11,106	11,800	N	N	10	10	-	192											
W.S. CENTRAL	4,566	4,138	101,691	106,079	4	14	94	68	506	455											
Ark.	172	240	7,617	7,312	-	-	19	8	22	33											
La.	610	1,163	17,945	18,442	N	N	3	10	49	204											
Okla.	202	202	10,845	10,804	N	N	21	16	31	14											
Tex.	3,582	2,533	65,284	69,521	4	14	51	34	404	204											
MOUNTAIN	1,461	1,368	43,601	51,684	2,546	3,198	133	160	386	6											
Mont.	13	11	2,235	2,475	N	N	18	6	216	1											
Idaho	24	31	2,375	2,503	N	N	27	29	-	1											
Wyo.	7	11	947	944	1	1	5	9	96	-											
Colo.	343	307	10,031	14,028	N	N	34	57	-	-											
N. Mex.	102	88	6,690	7,417	9	9	14	20	68	-											
Ariz.	646	552	12,257	14,841	2,482	3,133	6	19	3	4											
Utah	72	63	3,634	3,540	19	11	21	16	1	-											
Nev.	254	305	5,432	5,936	35	44	8	4	2	-											
PACIFIC	6,647	4,903	142,729	140,558	1,670	1,727	367	289	4	-											
Wash.	491	441	16,652	14,934	N	N	59	46	-	-											
Oreg.	242	310	7,254	7,009	-	-	38	40	4	-											
Calif.	5,802	3,995	111,727	110,288	1,670	1,727	269	200	-	-											
Alaska	15	30	3,645	3,806	-	-	1	1	-	-											
Hawaii	97	127	3,451	4,521	-	-	-	2	-	-											
Guam	6	2	-	613	-	-	-	-	-	-											
P.R.	1,025	1,136	1,852	2,479	N	N	N	N	-	-											
V.I.	33	76	208	125	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


