
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 20, 1999 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	1,000	956	15,088	19,930	5,592	8,530	-	58	-	24	82	88									
NEW ENGLAND	88	64	263	261	93	196	-	6	-	5	11	3									
Maine	7	3	12	19	1	4	-	-	-	-	-	-									
N.H.	20	10	18	14	15	18	-	-	-	1	1	-									
Vt.	5	8	19	15	3	8	-	-	-	-	-	1									
Mass.	34	37	90	114	38	71	-	5	-	3	8	2									
R.I.	5	5	21	16	34	66	-	-	-	-	-	-									
Conn.	17	1	103	83	2	29	-	1	-	1	2	-									
MID. ATLANTIC	159	156	871	1,534	538	1,104	-	-	-	2	2	14									
Upstate N.Y.	76	55	244	321	166	221	-	-	-	2	2	2									
N.Y. City	37	40	270	538	175	386	-	-	-	-	-	-									
N.J.	45	51	112	319	41	186	U	-	U	-	-	8									
Pa.	1	10	245	356	156	311	U	-	U	-	-	4									
E.N. CENTRAL	152	164	2,523	3,207	571	1,280	-	1	-	2	3	15									
Ohio	51	46	599	278	84	72	-	-	-	-	-	1									
Ind.	22	40	100	144	36	103	-	1	-	1	2	3									
Ill.	65	59	643	720	1	214	-	-	-	-	-	-									
Mich.	13	12	1,123	1,888	431	413	U	-	U	1	1	10									
Wis.	1	7	58	177	19	478	U	-	U	-	-	1									
W.N. CENTRAL	83	84	843	1,244	332	368	-	1	-	-	1	-									
Minn.	43	65	93	118	50	45	-	1	-	-	1	-									
Iowa	9	2	127	392	35	52	-	-	-	-	-	-									
Mo.	22	10	521	579	203	220	-	-	-	-	-	-									
N. Dak.	1	-	3	3	2	4	U	-	U	-	-	-									
S. Dak.	1	-	9	31	1	2	U	-	U	-	-	-									
Nebr.	3	1	50	25	14	20	-	-	-	-	-	-									
Kans.	4	6	40	96	27	25	U	-	U	-	-	-									
S. ATLANTIC	216	169	1,816	1,808	1,094	927	-	14	-	6	20	8									
Del.	-	-	2	3	1	3	U	-	U	-	-	1									
Md.	55	50	319	371	151	124	-	-	-	-	-	1									
D.C.	4	-	54	56	23	11	U	-	U	-	-	-									
Va.	18	16	164	190	86	90	-	14	-	4	18	2									
W. Va.	6	6	34	7	22	8	U	-	U	-	-	-									
N.C.	31	23	145	115	208	212	U	-	U	-	-	-									
S.C.	5	3	44	37	65	41	-	-	-	-	-	-									
Ga.	55	43	439	580	159	127	-	-	-	-	-	2									
Fla.	42	28	615	449	379	311	U	-	U	2	2	2									
E.S. CENTRAL	51	56	353	374	366	460	-	2	-	-	2	2									
Ky.	6	7	61	30	42	46	-	2	-	-	2	-									
Tenn.	27	32	142	205	165	252	-	-	-	-	-	1									
Ala.	15	14	54	72	77	68	-	-	-	-	-	1									
Miss.	3	3	96	67	82	94	-	-	-	-	-	-									
W.S. CENTRAL	45	51	3,579	3,663	779	1,878	-	9	-	4	13	-									
Ark.	2	-	58	78	64	99	-	4	-	-	4	-									
La.	7	21	73	98	77	152	U	-	U	-	-	-									
Okla.	32	27	412	539	110	92	-	-	-	-	-	-									
Tex.	4	3	3,036	2,948	528	1,535	-	5	-	4	9	-									
MOUNTAIN	101	106	1,160	2,864	512	733	-	3	-	-	3	4									
Mont.	3	-	17	91	17	5	U	-	U	-	-	-									
Idaho	1	1	40	226	27	40	-	-	-	-	-	-									
Wyo.	1	1	7	36	13	9	-	-	-	-	-	-									
Colo.	11	21	201	301	87	98	-	-	-	-	-	-									
N. Mex.	18	6	47	137	156	284	-	-	-	-	-	-									
Ariz.	54	54	670	1,692	132	160	U	1	U	-	1	4									
Utah	10	4	56	176	34	65	-	2	-	-	2	-									
Nev.	3	19	122	205	46	72	U	-	U	-	-	-									
PACIFIC	105	106	3,680	4,975	1,307	1,584	-	22	-	5	27	42									
Wash.	6	9	299	906	63	100	-	-	-	-	-	1									
Oreg.	39	38	221	405	81	177	U	9	U	-	9	-									
Calif.	46	47	3,135	3,595	1,136	1,279	-	13	-	4	17	8									
Alaska	6	4	10	17	14	13	U	-	U	-	-	33									
Hawaii	8	8	15	52	13	15	-	-	-	1	1	-									
Guam	-	-	2	1	2	2	U	1	U	-	1	-									
P.R.	1	2	112	67	102	225	U	-	U	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


