
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 19, 2003 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	803	1,241	97	68	60	20	8,083	9,611	166,714	189,731											
NEW ENGLAND	47	107	18	15	7	2	549	862	3,764	4,261											
Maine	5	11	1	-	-	-	69	85	105	66											
N.H.	9	10	1	-	-	-	17	27	56	64											
Vt.	3	4	-	-	-	-	45	65	43	57											
Mass.	17	52	2	10	7	2	247	459	1,439	1,838											
R.I.	1	5	-	-	-	-	55	68	492	482											
Conn.	12	25	14	5	-	-	116	158	1,629	1,754											
MID. ATLANTIC	99	143	3	-	19	2	1,636	2,074	19,469	22,523											
Upstate N.Y.	42	63	1	-	9	-	452	574	4,043	4,572											
N.Y. City	3	7	-	-	-	-	571	779	6,856	6,801											
N.J.	5	24	-	-	-	-	157	244	4,923	3,929											
Pa.	49	49	2	-	10	2	456	477	3,647	7,221											
E.N. CENTRAL	190	307	13	18	10	3	1,316	1,594	34,230	39,770											
Ohio	43	58	10	5	9	2	441	422	11,076	11,578											
Ind.	39	26	-	-	-	-	-	-	3,497	3,950											
Ill.	30	98	-	6	-	-	321	477	9,629	13,233											
Mich.	34	42	-	2	-	1	340	417	7,118	7,750											
Wis.	44	83	3	5	1	-	214	278	2,910	3,259											
W.N. CENTRAL	131	170	14	9	13	2	824	896	8,395	9,630											
Minn.	43	53	8	6	-	-	308	309	1,389	1,681											
Iowa	20	46	-	-	-	-	118	128	607	651											
Mo.	38	24	2	-	1	-	228	246	4,240	4,739											
N. Dak.	5	4	-	-	5	-	19	13	30	35											
S. Dak.	8	17	3	1	-	-	24	37	112	146											
Nebr.	6	16	1	2	-	-	59	76	678	837											
Kans.	11	10	-	-	7	2	68	87	1,339	1,541											
S. ATLANTIC	67	105	35	13	-	-	1,358	1,430	42,460	48,578											
Del.	1	5	N	N	N	N	18	28	648	879											
Md.	2	9	-	-	-	-	58	54	4,280	4,781											
D.C.	1	-	-	-	-	-	20	22	1,230	1,480											
Va.	18	24	5	1	-	-	189	113	4,799	5,430											
W. Va.	2	2	-	-	-	-	18	26	471	554											
N.C.	5	17	9	-	-	-	N	N	8,036	8,932											
S.C.	-	2	-	-	-	-	59	38	4,300	4,956											
Ga.	14	30	2	7	-	-	481	453	9,011	9,470											
Fla.	24	16	19	5	-	-	515	696	9,685	12,096											
E.S. CENTRAL	39	52	-	-	4	7	175	174	14,226	16,521											
Ky.	11	13	-	-	4	7	N	N	1,916	1,894											
Tenn.	15	23	-	-	-	-	75	79	4,247	4,993											
Ala.	10	10	-	-	-	-	100	95	4,738	5,821											
Miss.	3	6	-	-	-	-	-	-	3,325	3,813											
W.S. CENTRAL	24	57	1	-	3	2	144	96	23,303	26,459											
Ark.	4	5	-	-	-	-	79	71	2,260	2,468											
La.	1	1	-	-	-	-	5	1	6,047	6,387											
Okla.	10	10	-	-	-	-	60	23	2,315	2,448											
Tex.	9	41	1	-	3	2	-	1	12,681	15,156											
MOUNTAIN	101	115	11	9	4	2	720	695	5,511	5,976											
Mont.	4	9	-	-	-	-	36	36	55	54											
Idaho	25	7	6	3	-	-	81	47	40	40											
Wyo.	2	4	-	1	-	-	11	12	26	31											
Colo.	28	41	1	4	4	2	201	237	1,410	1,876											
N. Mex.	2	4	3	1	-	-	22	80	615	821											
Ariz.	16	14	N	N	N	N	138	89	2,078	1,964											
Utah	18	25	1	-	-	-	164	125	214	128											
Nev.	6	11	-	-	-	-	67	69	1,073	1,062											
PACIFIC	105	185	2	4	-	-	1,361	1,790	15,356	16,013											
Wash.	27	21	1	-	-	-	116	213	1,500	1,599											
Oreg.	23	48	1	4	-	-	178	207	544	447											
Calif.	53	89	-	-	-	-	1,002	1,267	12,716	13,259											
Alaska	1	5	-	-	-	-	43	50	297	355											
Hawaii	1	22	-	-	-	-	22	53	299	353											
Guam	N	N	-	-	-	-	-	6	-	32											
P.R.	-	1	-	-	-	-	30	30	106	227											
V.I.	-	-	-	-	-	-	-	-	-	26											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


