
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 20, 2012 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	177	281	426	10,798	9,999	1	4	10	151	198	10	55	350	3,325	1,853						
NEW ENGLAND	-	3	13	139	217	-	0	1	1	2	-	0	3	18	7						
Conn.	-	1	3	28	36	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	20	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	7	91	145	-	0	0	-	-	-	0	3	8	4						
N.H.	-	0	1	5	4	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	7	8	-	0	0	-	-	-	0	1	6	2						
Vt.	-	0	1	2	4	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	22	44	89	1,909	819	-	0	2	18	4	1	1	8	56	130						
N.J.	-	20	47	767	213	-	0	0	-	2	-	0	7	1	102						
N.Y. (Upstate)	21	12	41	554	238	-	0	1	4	2	-	0	3	10	6						
N.Y. City	1	13	28	487	265	-	0	0	-	-	-	0	2	15	9						
Pa.	-	2	7	101	103	-	0	2	14	-	1	0	4	30	13						
E.N. CENTRAL	97	22	106	1,658	760	1	0	3	21	8	1	3	13	197	99						
Ill.	-	5	12	188	220	-	0	1	5	-	-	1	11	125	48						
Ind.	1	1	17	133	69	1	0	3	15	3	1	0	6	53	24						
Mich.	-	4	14	147	146	-	0	0	-	-	-	0	1	2	3						
Ohio	96	13	90	1,119	261	-	0	1	1	3	-	0	2	17	17						
Wis.	-	1	11	71	64	-	0	0	-	2	-	0	1	-	7						
W.N. CENTRAL	1	8	32	422	318	-	0	6	17	19	1	5	34	464	263						
Iowa	1	0	7	54	17	-	0	0	-	-	-	0	1	7	6						
Kans.	-	2	9	105	52	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	73	-	0	0	-	-	-	0	1	-	10						
Mo.	-	1	7	75	158	-	0	5	15	11	1	5	34	451	242						
Nebr.	-	1	22	171	14	-	0	1	1	5	-	0	1	5	5						
N. Dak.	-	0	2	6	-	-	0	1	1	2	-	0	0	-	-						
S. Dak.	-	0	3	11	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	19	62	135	2,445	3,073	-	1	5	58	115	4	13	143	939	436						
Del.	-	0	2	15	4	-	0	0	-	-	-	0	2	22	20						
D.C.	-	0	6	17	21	-	0	0	-	1	-	0	1	1	2						
Fla.	16	39	66	1,519	2,122	-	0	1	3	2	-	0	3	27	6						
Ga.	-	13	21	497	520	-	1	3	34	84	-	0	0	-	-						
Md.	2	4	15	199	82	-	0	1	1	3	-	0	3	25	23						
N.C.	-	2	10	106	185	-	0	4	10	11	4	0	133	433	190						
S.C.	-	0	54	18	50	-	0	1	7	11	-	0	5	35	20						
Va.	1	1	7	72	84	-	0	1	3	3	-	6	35	396	171						
