
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 17, 2007 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	9,994	19,927	22,784	176,485	204,887	115	151	482	1,691	1,850	23	68	301	459	544						
NEW ENGLAND	400	668	1,358	6,265	5,827	-	0	0	-	-	1	3	22	21	66						
Conn.	-	193	827	1,049	1,104	N	0	0	N	N	-	0	5	5	38						
Maine	-	45	72	496	429	-	0	0	-	-	-	1	6	7	7						
Mass.	315	298	604	3,454	2,980	-	0	0	-	-	-	0	14	-	15						
N.H.	8	40	69	398	360	-	0	0	-	-	-	0	5	4	4						
R.I.	77	63	108	683	689	-	0	0	-	-	-	0	5	-	-						
Vt.	-	20	45	185	265	N	0	0	N	N	1	1	5	5	2						
MID. ATLANTIC	1,780	2,485	3,957	23,784	24,869	-	0	0	-	-	6	10	33	58	91						
N.J.	194	382	554	3,066	3,980	N	0	0	N	N	-	0	3	-	3						
N.Y. (Upstate)	598	502	2,634	4,479	3,865	N	0	0	N	N	5	3	13	17	16						
N.Y. City	497	756	1,325	8,028	8,715	N	0	0	N	N	-	2	12	9	26						
Pa.	491	780	1,005	8,211	8,309	N	0	0	N	N	1	4	18	32	46						
E.N. CENTRAL	1,131	3,184	4,167	26,053	35,972	-	1	3	7	8	6	16	110	84	120						
Ill.	690	1,005	1,286	9,000	11,887	-	0	0	-	-	-	2	22	2	17						
Ind.	-	374	632	3,704	4,514	-	0	0	-	-	-	1	18	7	6						
Mich.	379	757	1,225	7,696	5,822	-	1	3	5	5	-	2	9	15	22						
Ohio	62	624	1,465	2,803	9,099	-	0	2	2	3	6	5	33	44	45						
Wis.	-	368	527	2,850	4,650	N	0	0	N	N	-	5	53	16	30						
W.N. CENTRAL	616	1,185	1,444	11,336	13,126	-	0	54	2	-	1	12	77	72	62						
Iowa	221	157	223	1,766	1,907	N	0	0	N	N	-	2	28	11	5						
Kans.	163	146	271	1,529	1,751	N	0	0	N	N	1	1	8	11	12						
Minn.	-	245	322	1,609	2,731	-	0	54	-	-	-	3	25	20	24						
Mo.	196	450	628	4,700	4,711	-	0	1	2	-	-	2	21	10	14						
Nebr.	-	102	180	956	1,062	N	0	0	N	N	-	1	16	5	4						
N. Dak.	-	30	64	259	409	N	0	0	N	N	-	0	1	1	-						
S. Dak.	36	51	84	517	555	N	0	0	N	N	-	1	7	14	3						
S. ATLANTIC	2,226	3,755	6,117	31,081	38,300	-	0	1	1	2	7	17	67	154	140						
Del.	111	68	107	789	786	N	0	0	N	N	-	0	3	2	-						
D.C.	-	63	161	918	590	-	0	0	-	-	-	0	2	3	5						
Fla.	-	964	1,187	3,300	9,892	N	0	0	N	N	5	8	32	80	52						
Ga.	-	702	3,022	5,705	6,546	N	0	0	N	N	1	5	12	44	38						
Md.	-	343	482	3,001	3,533	-	0	1	1	2	-	0	2	4	7						
N.C.	993	613	1,772	6,449	8,272	-	0	0	-	-	1	0	11	7	23						
S.C.	483	374	2,105	5,402	2,975	N	0	0	N	N	-	1	13	6	5						
Va.	611	461	687	4,965	5,194	N	0	0	N	N	-	1	5	7	9						
W. Va.	28	59	96	552	512	N	0	0	N	N	-	0	3	1	1						
E.S. CENTRAL	794	1,464	2,085	15,345	15,513	-	0	0	-	-	-	3	14	15	10						
Ala.	101	424	761	3,554	5,205	N	0	0	N	N	-	0	11	6	4						
Ky.	81	137	691	1,201	1,812	N	0	0	N	N	-	1	3	7	2						
Miss.	-	385	957	4,235	3,128	N	0	0	N	N	-	0	3	-	1						
Tenn.	612	518	715	6,355	5,368	N	0	0	N	N	-	1	5	2	3						
W.S. CENTRAL	957	2,182	3,025	19,875	22,728	-	0	1	-	-	-	5	45	18	20						
Ark.	-	154	337	1,630	1,676	N	0	0	N	N	-	0	2	2	1						
La.	48	296	610	1,085	3,728	-	0	1	-	-	-	1	9	4	-						
Okla.	-	252	423	2,391	2,073	N	0	0	N	N	-	1	4	9	9						
Tex.	909	1,453	1,905	14,769	15,251	N	0	0	N	N	-	3	36	3	10						
MOUNTAIN	367	1,271	2,043	8,584	13,572	97	104	202	1,161	1,392	2	3	39	25	18						
Ariz.	184	451	1,017	2,324	4,071	96	101	200	1,138	1,361	-	0	3	6	3						
Colo.	-	315	418	1,309	3,300	N	0	0	N	N	2	1	7	11	3						
Idaho	-	50	253	549	737	N	0	0	N	N	-	0	5	1	1						
Mont.	12	50	143	524	473	N	0	0	N	N	-	0	26	1	3						
Nev.	143	105	397	1,652	1,393	1	1	3	7	14	-	0	1	-	1						
N. Mex.	-	183	314	1,270	2,257	-	0	3	5	4	-	0	5	5	2						
Utah	-	95	182	788	1,028	-	1	4	11	11	-	0	3	1	5						
Wyo.	28	27	54	168	313	-	0	0	-	2	-	0	11	-	-						
PACIFIC	1,723	3,381	4,052	34,162	34,980	18	52	299	520	448	-	1	5	12	17						
Alaska	56	81	156	898	862	N	0	0	N	N	-	0	1	-	-						
Calif.	1,060	2,681	3,186	26,467	27,022	18	52	299	520	448	-	0	0	-	-						
Hawaii	-	107	133	976	1,239	N	0	0	N	N	-	0	1	-	-						
Oreg.	156	167	394	1,992	2,016	N	0	0	N	N	-	1	4	12	17						
Wash.	451	352	548	3,829	3,841	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	196	106	236	1,768	1,047	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	15	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


