
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending January 29, 2000 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2000
Malaria cummulative for 1999
Rabies, Animal cummulative for 2000
Rabies, Animal cummulative for 1999
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, PHLIS cummulative for 2000
Salmonellosis, PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	29	81	173	275	1,036	1,694	313	1,931													
NEW ENGLAND	-	2	25	48	67	92	43	114													
Maine	-	-	3	4	4	7	-	5													
N.H.	-	-	-	-	8	-	2	4													
Vt.	-	-	2	9	1	4	-	7													
Mass.	-	2	14	18	42	63	27	61													
R.I.	-	-	-	5	-	2	1	12													
Conn.	-	-	6	12	12	16	13	25													
MID. ATLANTIC	2	27	37	51	48	258	4	236													
Upstate N.Y.	1	4	34	30	22	29	4	65													
N.Y. City	1	12	U	U	23	81	-	98													
N.J.	-	10	3	15	-	93	-	72													
Pa.	-	1	-	6	3	55	-	1													
E.N. CENTRAL	1	9	-	1	147	330	66	284													
Ohio	1	1	-	-	69	79	28	50													
Ind.	-	-	-	-	-	3	-	19													
Ill.	-	4	-	-	51	100	-	102													
Mich.	-	1	-	1	27	85	24	80													
Wis.	-	3	-	-	-	63	14	33													
W.N. CENTRAL	-	3	12	42	29	67	39	119													
Minn.	-	-	9	6	1	12	20	36													
Iowa	-	1	2	5	9	10	-	16													
Mo.	-	2	1	2	18	24	7	33													
N. Dak.	-	-	-	6	-	-	1	3													
S. Dak.	-	-	-	15	-	2	4	7													
Nebr.	-	-	-	1	1	9	2	12													
Kans.	-	-	-	7	-	10	5	12													
S. ATLANTIC	10	18	80	93	186	277	36	346													
Del.	-	-	-	3	7	5	-	7													
Md.	5	7	17	26	45	57	16	44													
D.C.	-	5	-	-	-	7	U	U													
Va.	3	-	25	20	16	33	-	50													
W. Va.	-	-	-	5	-	2	5	6													
N.C.	2	1	21	26	63	86	-	80													
S.C.	-	-	2	-	32	12	15	29													
Ga.	-	2	-	-	-	27	-	92													
Fla.	-	3	15	13	23	48	-	38													
E.S. CENTRAL	1	-	-	4	63	139	-	78													
Ky.	-	-	-	1	9	27	U	U													
Tenn.	-	-	-	3	2	32	-	54													
Ala.	1	-	-	-	32	35	-	21													
Miss.	-	-	-	-	20	45	-	3													
W.S. CENTRAL	-	2	-	7	8	52	25	220													
Ark.	-	-	-	-	8	14	6	20													
La.	-	1	-	-	-	1	18	39													
Okla.	-	-	-	7	-	14	-	3													
Tex.	-	1	-	-	-	23	1	158													
MOUNTAIN	2	3	11	11	119	142	72	143													
Mont.	-	1	5	1	4	1	-	-													
Idaho	-	-	-	-	13	4	-	8													
Wyo.	-	-	4	5	1	2	-	3													
Colo.	1	-	-	1	4	37	10	36													
N. Mex.	-	1	-	-	9	19	5	18													
Ariz.	-	1	2	4	35	47	37	47													
Utah	1	-	-	-	38	12	20	18													
Nev.	-	-	-	-	15	20	-	13													
PACIFIC	13	17	8	18	369	337	28	391													
Wash.	-	1	-	-	5	2	2	52													
Oreg.	1	2	-	-	23	15	24	33													
Calif.	12	14	8	18	335	290	-	276													
Alaska	-	-	-	-	6	5	2	3													
Hawaii	-	-	-	-	-	25	-	27													
Guam	-	-	-	-	-	8	U	U													
P.R.	-	-	2	4	-	34	U	U													
V.I.	-	U	-	U	-	U	U	U													
Amer. Samoa	-	U	-	U	-	U	U	U													
C.N.M.I.	-	U	-	U	-	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


