
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 14, 2011 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	136	273	739	2,863	4,663	-	2	10	19	22	4	30	237	123	166						
NEW ENGLAND	-	4	17	57	151	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	9	9	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	3	16	42	67	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	4	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	7	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	5	19	73	175	636	-	0	1	2	1	-	1	7	4	12						
N.J.	-	5	16	24	117	-	0	0	-	1	-	0	5	-	9						
N.Y. (Upstate)	3	3	15	40	59	-	0	1	-	-	-	0	3	1	2						
N.Y. City	1	5	14	77	117	-	0	0	-	-	-	0	2	2	1						
Pa.	1	6	55	34	343	-	0	1	2	-	-	0	3	1	-						
E.N. CENTRAL	8	19	37	190	786	-	0	1	-	-	-	1	10	6	15						
Ill.	-	7	20	55	552	-	0	1	-	-	-	0	5	3	6						
Ind.	-	1	5	24	21	-	0	1	-	-	-	0	5	-	6						
Mich.	1	4	10	44	83	-	0	0	-	-	-	0	1	1	-						
Ohio	7	5	18	67	91	-	0	0	-	-	-	0	2	2	2						
Wis.	-	0	4	-	39	-	0	0	-	-	-	0	1	-	1						
W.N. CENTRAL	10	18	81	131	1,024	-	0	2	2	1	1	4	17	23	34						
Iowa	-	1	4	7	19	-	0	0	-	-	-	0	1	1	2						
Kans.	-	4	12	23	95	-	0	0	-	-	-	0	0	-	-						
Minn.	-	1	4	-	16	-	0	0	-	-	-	0	2	-	-						
Mo.	10	10	65	97	880	-	0	2	2	1	1	4	17	22	31						
Nebr.	-	0	10	3	10	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	4	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	67	61	122	1,022	632	-	1	7	9	12	1	6	59	32	52						
Del.	-	0	2	-	30	-	0	0	-	1	-	0	3	3	5						
D.C.	-	0	3	6	15	-	0	1	1	-	-	0	0	-	-						
Fla.	56	31	63	724	220	-	0	1	1	1	-	0	2	1	2						
Ga.	3	15	26	140	226	-	0	6	3	8	-	0	0	-	-						
Md.	-	2	8	29	39	-	0	1	1	-	-	0	5	3	6						
N.C.	6	3	36	76	43	-	0	3	1	2	-	2	47	12	29						
S.C.	-	1	5	15	26	-	0	1	2	-	-	0	2	4	2						
Va.	2	2	8	30	32	-	0	2	-	-	1	2	12	9	8						
W. Va.	-	0	66	2	1	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	1	14	40	160	229	-	0	3	-	5	1	5	30	35	41						
Ala.	1	5	15	59	32	-	0	1	-	-	-	1	9	9	6						
Ky.	-	2	28	25	92	-	0	2	-	4	-	0	0	-	-						
Miss.	-	1	5	36	12	-	0	0	-	-	-	0	4	-	2						
Tenn.	-	4	14	40	93	-	0	2	-	1	1	4	20	26	33						
W.S. CENTRAL	28	55	501	554	696	-	0	7	-	1	1	2	227	4	10						
