
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 1, 2002 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	5,072	5,566	1,985	2,050	1,271	1,552	106	209													
NEW ENGLAND	98	96	100	138	5	74	10	61													
Maine	3	3	14	8	-	-	-	-													
N.H.	4	1	22	9	-	-	-	-													
Vt.	-	3	7	8	3	6	1	-													
Mass.	69	65	49	42	-	-	9	34													
R.I.	4	7	8	6	2	-	-	1													
Conn.	18	17	-	65	-	68	-	26													
MID. ATLANTIC	292	569	347	319	63	89	36	59													
Upstate N.Y.	64	176	173	140	59	87	36	59													
N.Y. City	168	169	81	99	U	U	-	-													
N.J.	21	118	67	57	-	-	-	-													
Pa.	39	106	26	23	4	2	-	-													
E.N. CENTRAL	553	806	293	460	105	112	32	71													
Ohio	302	251	118	117	-	-	-	-													
Ind.	31	109	18	36	101	112	24	35													
Ill.	127	211	4	157	2	-	-	25													
Mich.	58	132	153	109	2	-	8	11													
Wis.	35	103	-	41	-	-	-	-													
W.N. CENTRAL	482	558	140	204	322	123	22	17													
Minn.	93	205	69	79	232	87	22	16													
Iowa	37	97	-	-	-	-	-	-													
Mo.	58	117	31	47	5	9	-	-													
N. Dak.	7	12	-	7	1	2	-	1													
S. Dak.	131	54	9	7	1	3	-	-													
Nebr.	104	34	13	23	23	5	-	-													
Kans.	52	39	18	41	60	17	-	-													
S. ATLANTIC	2,014	792	374	337	657	842	6	1													
Del.	6	4	1	2	3	2	-	-													
Md.	324	45	55	25	-	-	-	-													
D.C.	23	23	5	3	33	3	1	-													
Va.	361	58	41	51	-	-	-	-													
W. Va.	2	4	7	10	32	30	-	1													
N.C.	119	157	73	77	-	-	-	-													
S.C.	26	79	25	6	114	182	5	-													
Ga.	709	114	106	107	210	250	-	-													
Fla.	444	308	61	56	265	375	-	-													
E.S. CENTRAL	428	525	57	40	77	159	-	-													
Ky.	58	175	6	16	8	19	-	-													
Tenn.	24	41	51	24	69	139	-	-													
Ala.	194	113	-	-	-	1	-	-													
Miss.	152	196	-	-	-	-	-	-													
W.S. CENTRAL	262	1,101	24	176	17	125	-	-													
Ark.	83	255	4	-	5	12	-	-													
La.	50	116	-	-	12	85	-	-													
Okla.	128	15	19	26	-	28	-	-													
Tex.	1	715	1	150	-	-	-	-													
MOUNTAIN	226	300	364	201	25	27	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	14	5	3	-	-	-	-													
Wyo.	3	2	6	4	9	4	-	-													
Colo.	46	65	132	81	-	-	-	-													
N. Mex.	48	52	59	42	16	22	-	-													
Ariz.	97	125	162	68	-	-	-	-													
Utah	15	19	-	3	-	-	-	-													
Nev.	14	23	-	-	-	1	-	-													
PACIFIC	717	819	286	175	-	1	-	-													
Wash.	42	70	26	-	-	-	-	-													
Oreg.	37	44	-	-	-	-	-	-													
Calif.	616	685	226	153	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	20	18	34	22	-	1	-	-													
Guam	-	24	-	1	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	6	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


