
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 21, 2004 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	23,710	26,286	545,185	540,123	3,547	2,102	1,668	1,554	306	1,213											
NEW ENGLAND	775	907	18,760	17,137	-	-	93	107	-	2											
Maine	10	49	1,253	1,235	N	N	15	8	-	-											
N.H.	29	22	890	973	-	-	16	14	-	1											
Vt.	13	11	636	635	-	-	15	20	-	-											
Mass.	236	371	8,575	6,889	-	-	31	48	-	1											
R.I.	82	68	2,120	1,711	-	-	4	12	-	-											
Conn.	405	386	5,286	5,694	N	N	12	5	-	-											
MID. ATLANTIC	5,023	6,201	68,878	67,001	-	-	247	208	3	33											
Upstate N.Y.	625	645	14,265	11,940	N	N	64	54	-	-											
N.Y. City	2,759	3,193	20,929	22,139	-	-	51	66	2	4											
N.J.	923	1,045	10,446	10,130	-	-	12	10	-	4											
Pa.	716	1,318	23,238	22,792	N	N	120	78	1	25											
E.N. CENTRAL	1,946	2,620	92,436	97,230	10	6	434	436	8	21											
Ohio	240	463	21,403	26,654	N	N	122	56	2	12											
Ind.	257	346	11,345	10,683	N	N	53	41	-	5											
Ill.	961	1,235	24,870	30,029	-	-	13	55	5	3											
Mich.	382	452	23,966	19,083	10	6	102	65	1	1											
Wis.	106	124	10,852	10,781	-	-	144	219	-	-											
W.N. CENTRAL	483	490	32,232	31,312	4	2	230	186	11	237											
Minn.	120	96	5,985	6,823	N	N	77	67	5	9											
Iowa	37	54	3,642	3,468	N	N	50	41	-	20											
Mo.	211	233	12,213	11,187	3	1	36	16	4	3											
N. Dak.	13	3	963	985	N	N	9	10	-	26											
S. Dak.	7	7	1,566	1,579	-	-	23	23	2	74											
Nebr.	18	33	3,234	2,834	1	1	17	9	-	74											
Kans.	77	64	4,629	4,436	N	N	18	20	-	31											
S. ATLANTIC	7,289	7,613	106,189	101,409	-	3	298	198	16	36											
Del.	105	146	1,813	1,904	N	N	-	3	-	-											
Md.	808	877	12,011	10,210	-	3	12	11	-	4											
D.C.	460	724	1,948	2,058	-	-	8	4	-	-											
Va.	403	625	13,919	11,944	-	-	31	28	-	4											
W. Va.	33	53	1,772	1,607	N	N	3	3	-	-											
N.C.	401	782	18,206	16,429	N	N	52	19	1	3											
S.C.	428	497	10,105	8,591	-	-	9	3	-	1											
Ga.	1,034	1,205	19,796	22,269	-	-	100	72	1	6											
Fla.	3,617	2,704	26,619	26,397	N	N	83	55	14	18											
E.S. CENTRAL	1,179	1,143	36,016	35,068	4	1	63	72	14	36											
Ky.	130	98	3,590	5,188	N	N	26	15	-	4											
Tenn.	466	517	14,171	12,526	N	N	12	27	3	5											
Ala.	295	272	7,664	9,259	-	-	13	24	6	13											
Miss.	288	256	10,591	8,095	4	1	12	6	5	14											
W.S. CENTRAL	2,978	2,691	68,519	67,510	2	-	48	53	15	337											
Ark.	130	106	5,022	4,925	1	-	14	6	1	9											
La.	606	403	13,364	13,483	1	-	-	2	10	49											
Okla.	120	137	7,206	7,121	N	N	14	7	-	18											
Tex.	2,122	2,045	42,927	41,981	-	-	20	38	4	261											
MOUNTAIN	861	963	30,256	31,278	2,269	1,388	99	75	167	511											
Mont.	5	10	1,363	1,345	N	N	28	13	-	23											
Idaho	9	16	1,809	1,568	N	N	10	15	-	-											
Wyo.	8	5	686	617	1	1	2	3	1	65											
Colo.	166	213	6,992	8,087	N	N	33	19	23	379											
N. Mex.	118	71	3,367	4,689	11	5	6	6	9	39											
Ariz.	331	433	10,492	9,067	2,197	1,352	16	4	122	3											
Utah	44	40	2,279	2,343	20	4	2	9	2	-											
Nev.	180	175	3,268	3,562	40	26	2	6	10	2											
PACIFIC	3,176	3,658	91,899	92,178	1,258	702	156	219	72	-											
Wash.	215	287	11,064	10,124	N	N	17	25	-	-											
Oreg.	157	166	5,147	4,709	-	-	22	26	-	-											
Calif.	2,717	3,130	71,741	71,542	1,258	702	116	168	72	-											
Alaska	29	13	2,307	2,429	-	-	-	-	-	-											
Hawaii	58	62	1,640	3,374	-	-	1	-	-	-											
Guam	2	5	-	420	-	-	-	-	-	-											
P.R.	401	723	1,699	1,578	N	N	N	N	-	-											
V.I.	6	22	143	243	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


