
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 24, 1999 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	252	358	1,142	1,279	294	350	1,780	2,182	1,478	2,381	1,481										
NEW ENGLAND	18	20	162	282	4	15	25	23	101	106	252										
Maine	2	1	-	2	-	-	-	1	3	3	41										
N.H.	2	2	-	5	-	2	-	1	-	2	15										
Vt.	3	1	-	2	1	-	1	-	-	1	46										
Mass.	4	6	109	64	3	13	15	17	50	53	50										
R.I.	1	4	10	18	-	-	1	-	15	14	32										
Conn.	6	6	43	191	-	-	8	4	33	33	68										
MID. ATLANTIC	72	83	732	806	73	103	81	88	559	571	299										
Upstate N.Y.	21	22	254	384	22	25	9	7	75	76	188										
N.Y. City	5	22	5	21	16	52	36	17	337	350	U										
N.J.	5	3	118	100	24	15	11	30	147	145	69										
Pa.	41	36	355	301	11	11	25	34	U	U	42										
E.N. CENTRAL	60	137	24	21	28	35	337	311	94	114	12										
Ohio	23	47	17	14	4	2	27	52	U	U	3										
Ind.	5	25	5	4	4	1	32	52	U	U	-										
Ill.	9	18	1	1	11	18	226	131	U	U	-										
Mich.	22	22	1	2	7	12	49	52	68	82	9										
Wis.	1	25	U	U	2	2	3	24	26	32	-										
W.N. CENTRAL	10	23	15	11	14	19	9	61	128	107	151										
Minn.	-	3	8	3	2	8	4	4	59	35	28										
Iowa	7	4	2	7	3	3	1	-	7	-	37										
Mo.	2	7	-	-	8	7	-	46	49	48	6										
N. Dak.	-	-	1	-	-	-	-	-	1	3	30										
S. Dak.	1	-	-	-	-	-	-	-	3	4	25										
Nebr.	-	7	-	-	-	-	1	4	4	2	1										
Kans.	-	2	4	1	1	1	3	7	5	15	24										
S. ATLANTIC	35	42	133	116	79	70	633	847	237	464	559										
Del.	2	6	2	2	-	1	1	7	-	8	3										
Md.	5	9	101	95	23	27	134	236	U	U	117										
D.C.	-	3	1	4	6	4	12	30	14	33	-										
Va.	6	4	3	4	15	9	42	66	44	89	135										
W. Va.	N	N	4	4	1	-	2	-	12	19	33										
N.C.	5	4	16	1	6	7	172	231	93	223	128										
S.C.	6	4	1	-	-	-	83	96	74	92	44										
Ga.	-	-	-	2	5	13	90	89	U	U	46										
Fla.	11	12	5	4	23	9	97	92	U	U	53										
E.S. CENTRAL	8	11	14	13	5	10	341	377	99	189	77										
Ky.	2	5	-	2	-	-	28	41	U	U	13										
Tenn.	5	3	5	6	3	5	171	189	U	U	26										
Ala.	1	1	6	5	2	3	95	79	93	113	38										
Miss.	-	2	3	-	-	2	47	68	6	76	-										
W.S. CENTRAL	1	4	-	3	8	11	252	280	70	632	26										
Ark.	-	-	-	2	-	1	26	46	40	33	-										
La.	1	-	-	-	6	3	77	94	U	U	-										
Okla.	-	-	-	-	1	1	64	13	30	35	26										
Tex.	-	4	-	1	1	6	85	127	-	564	-										
MOUNTAIN	17	17	3	1	14	18	44	79	47	71	49										
Mont.	-	1	-	-	2	-	-	-	-	2	18										
Idaho	-	-	-	-	1	1	-	-	-	3	-										
Wyo.	-	1	1	-	-	-	-	-	-	1	18										
Colo.	1	4	-	-	5	6	-	4	U	U	1										
N. Mex.	1	2	1	-	2	6	-	7	20	18	-										
Ariz.	1	2	-	-	4	2	41	61	U	U	12										
Utah	8	6	1	-	-	1	1	2	12	18	-										
Nev.	6	1	-	1	-	2	2	5	15	29	-										
PACIFIC	31	21	59	26	69	69	58	116	143	127	56										
Wash.	5	2	-	1	5	3	16	6	82	65	-										
Oreg.	1	-	1	1	7	6	-	-	U	U	-										
Calif.	24	19	58	24	53	59	40	110	U	U	51										
Alaska	1	-	-	-	-	-	1	-	17	13	5										
Hawaii	-	-	-	-	4	1	1	-	44	49	-										
Guam	-	1	-	-	-	1	-	-	-	37	-										
P.R.	-	-	-	-	-	-	63	69	-	30	25										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	81	-	49	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


