
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 4, 2006 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	52	49	90	515	551	85	167	214	1,105	1,250	916	607	1,787	7,324	4,493						
NEW ENGLAND	-	2	12	4	29	4	4	15	30	35	5	34	1,129	180	514						
Conn.	U	0	0	U	U	2	0	11	4	1	U	0	0	U	U						
Maine	N	0	0	N	N	2	0	1	3	1	-	5	20	19	63						
Mass.	-	1	6	-	27	-	2	5	20	30	-	22	86	-	439						
N.H.	-	0	0	-	-	-	0	2	3	2	2	5	1,110	63	-						
R.I.	-	0	7	-	-	-	0	6	-	1	-	0	0	-	-						
Vt.	-	0	2	4	2	-	0	1	-	-	3	2	25	98	12						
MID. ATLANTIC	1	2	10	25	64	10	20	33	135	159	125	115	210	1,092	672						
N.J.	N	0	0	N	N	2	2	7	26	20	-	0	0	-	-						
N.Y. (Upstate)	1	1	9	7	24	4	2	15	20	10	-	0	0	-	-						
N.Y. City	U	0	0	U	U	2	12	21	72	106	-	0	0	-	-						
Pa.	-	2	9	18	40	2	4	8	17	23	125	115	210	1,092	672						
E.N. CENTRAL	19	11	31	126	103	11	17	40	134	78	461	128	494	3,420	1,638						
Ill.	-	0	2	4	-	1	8	32	39	21	-	2	5	3	13						
Ind.	7	2	16	23	25	1	1	5	14	9	N	0	245	N	N						
Mich.	-	1	3	8	10	3	2	8	29	5	82	81	231	935	1,153						
Ohio	12	7	20	91	68	6	4	11	41	39	379	31	348	2,378	346						
Wis.	N	0	0	N	N	-	1	3	11	4	-	9	27	104	126						
W.N. CENTRAL	2	1	15	13	11	2	4	9	23	44	42	13	70	370	22						
Iowa	N	0	0	N	N	-	0	1	-	2	N	0	0	N	N						
Kans.	N	0	0	N	N	1	0	2	5	3	-	0	0	-	-						
Minn.	-	0	15	-	-	-	1	5	2	8	-	0	0	-	-						
Mo.	2	0	3	13	10	1	2	8	16	30	37	9	69	344	1						
Nebr.	-	0	1	-	-	-	0	1	-	1	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	5	0	25	13	2						
S. Dak.	-	0	1	-	1	-	0	1	-	-	-	1	23	13	19						
S. ATLANTIC	27	21	41	293	235	31	41	89	269	285	130	46	563	571	422						
Del.	-	0	2	-	-	-	0	2	6	2	-	0	4	4	6						
D.C.	-	0	4	8	3	-	2	9	13	15	-	0	6	3	-						
Fla.	14	11	34	147	131	10	15	29	127	130	-	0	0	-	-						
Ga.	12	5	19	117	87	-	8	46	-	22	-	0	0	-	-						
Md.	-	0	0	-	-	6	6	19	44	41	-	0	0	-	-						
N.C.	N	0	0	N	N	8	4	17	46	48	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	7	11	12	9	9	41	113	99						
Va.	N	0	0	N	N	7	3	11	22	14	102	7	553	131	23						
W. Va.	1	2	8	21	14	-	0	1	-	1	19	18	67	320	294						
E.S. CENTRAL	2	3	14	25	36	7	10	19	96	82	-	0	0	-	-						
Ala.	N	0	0	N	N	4	3	11	47	42	-	0	0	-	-						
Ky.	-	0	5	3	6	-	1	4	6	3	N	0	0	N	N						
Miss.	-	0	0	-	-	-	0	5	11	11	-	0	0	-	-						
Tenn.	2	3	13	22	30	3	4	11	32	26	N	0	0	N	N						
W.S. CENTRAL	-	1	8	16	53	16	24	38	207	221	80	136	964	1,075	541						
Ark.	-	0	3	5	6	1	1	6	14	10	2	0	32	79	-						
La.	-	1	7	11	47	2	3	17	14	29	-	1	32	28	8						
Okla.	N	0	0	N	N	4	0	6	14	9	-	0	0	-	-						
Tex.	N	0	0	N	N	9	17	31	165	173	78	133	932	968	533						
MOUNTAIN	1	1	28	13	20	1	8	17	62	65	73	51	114	616	684						
Ariz.	N	0	0	N	N	1	3	13	34	20	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	4	11	35	35	87	422	458						
Idaho	N	0	0	N	N	-	0	3	1	6	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	3	-	3	-	0	0	-	-						
Nev.	-	0	27	-	1	-	2	7	18	13	-	0	0	-	-						
N. Mex.	-	0	0	-	-	-	1	3	4	10	7	3	12	39	54						
Utah	-	0	6	5	13	-	0	1	1	2	31	8	38	149	144						
Wyo.	1	0	3	8	6	-	0	0	-	-	-	0	5	6	28						
PACIFIC	-	0	0	-	-	3	33	56	149	281	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	2	-	2	-	0	0	-	-						
Calif.	N	0	0	N	N	2	28	54	105	249	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	4	2	N	0	0	N	N						
Oreg.	N	0	0	N	N	1	0	6	3	1	N	0	0	N	N						
Wash.	N	0	0	N	N	-	3	11	37	27	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	-	0	0	-	-	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	3	16	15	20	-	9	47	20	86						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


