
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 17, 2002 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	30	7	9,023	197,511	221,778	1,029	994	17	17												
NEW ENGLAND	-	1	954	4,649	4,055	72	68	-	1												
Maine	-	-	111	78	91	1	1	-	-												
N.H.	-	-	29	76	106	6	2	-	-												
Vt.	-	1	77	65	47	5	3	-	-												
Mass.	-	-	465	2,053	1,888	35	36	-	1												
R.I.	-	-	83	540	461	10	2	-	-												
Conn.	-	-	189	1,837	1,462	15	24	-	-												
MID. ATLANTIC	-	-	1,905	23,984	25,595	176	143	3	3												
Upstate N.Y.	-	-	648	5,107	5,212	76	47	2	-												
N.Y. City	-	-	749	7,287	8,046	43	37	-	-												
N.J.	-	-	181	3,799	4,440	38	32	-	-												
Pa.	-	-	327	7,791	7,897	19	27	1	3												
E.N. CENTRAL	10	2	1,639	37,762	45,900	164	185	2	2												
Ohio	9	2	507	10,796	12,540	63	50	-	1												
Ind.	-	-	-	4,289	4,127	33	36	1	-												
Ill.	-	-	388	10,394	14,759	53	63	-	-												
Mich.	1	-	481	8,678	10,791	8	12	1	-												
Wis.	-	-	263	3,605	3,683	7	24	-	1												
W.N. CENTRAL	-	2	1,041	10,151	10,343	42	47	1	1												
Minn.	-	-	374	1,732	1,577	29	25	1	-												
Iowa	-	-	160	619	824	1	-	-	-												
Mo.	N	N	281	5,242	5,332	9	16	-	-												
N. Dak.	-	2	11	31	22	-	4	-	-												
S. Dak.	-	-	45	160	146	-	-	-	-												
Nebr.	-	-	74	652	763	-	1	-	1												
Kans.	-	-	96	1,715	1,679	3	1	-	-												
S. ATLANTIC	-	-	1,672	51,322	57,802	265	243	4	1												
Del.	-	-	29	991	1,039	-	-	-	-												
Md.	-	-	67	5,281	5,459	62	62	2	-												
D.C.	-	-	28	1,695	1,822	-	-	-	-												
Va.	-	-	141	5,617	7,183	22	19	-	-												
W. Va.	-	-	30	580	389	8	10	-	1												
N.C.	-	-	-	10,336	10,951	24	32	-	-												
S.C.	-	-	50	4,804	7,214	9	4	-	-												
Ga.	-	-	523	9,303	10,741	72	64	-	-												
Fla.	-	-	804	12,715	13,004	68	52	2	-												
E.S. CENTRAL	7	1	206	17,817	20,271	44	59	1	-												
Ky.	7	1	-	2,217	2,195	4	2	-	-												
Tenn.	-	-	93	5,799	6,351	21	29	-	-												
Ala.	-	-	113	5,709	6,669	14	26	1	-												
Miss.	-	-	-	4,092	5,056	5	2	-	-												
W.S. CENTRAL	-	-	122	29,893	33,352	40	39	2	1												
Ark.	-	-	82	2,323	2,964	1	-	-	-												
La.	-	-	2	7,490	7,902	2	6	-	-												
Okla.	-	-	38	3,059	3,119	32	32	-	-												
Tex.	-	-	-	17,021	19,367	5	1	2	1												
MOUNTAIN	13	1	888	6,085	6,455	131	104	2	4												
Mont.	-	-	57	56	78	-	-	-	-												
Idaho	-	-	67	53	48	2	1	-	-												
Wyo.	-	-	18	39	41	1	1	-	-												
Colo.	13	1	292	2,111	1,984	26	30	-	-												
N. Mex.	-	-	97	821	601	19	16	-	1												
Ariz.	-	-	124	2,133	2,492	63	40	1	1												
Utah	-	-	154	143	93	14	5	-	-												
Nev.	-	-	79	729	1,118	6	11	1	2												
PACIFIC	-	-	596	15,848	18,005	95	106	2	4												
Wash.	-	-	216	1,740	1,942	2	2	1	-												
Oreg.	-	-	259	529	730	46	31	-	-												
Calif.	-	-	-	12,813	14,698	19	47	1	4												
Alaska	-	-	55	365	240	1	5	-	-												
Hawaii	-	-	66	401	395	27	21	-	-												
Guam	-	-	-	-	29	-	-	-	-												
P.R.	-	-	11	243	390	1	1	-	-												
V.I.	-	-	-	25	19	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


