
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 10, 2001 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	1,662	2,757	802	1,153	836	1,189	1,124	1,856													
NEW ENGLAND	21	61	23	48	7	17	56	51													
Maine	-	2	-	-	-	-	-	2													
N.H.	-	1	-	1	-	-	4	1													
Vt.	-	1	-	-	-	-	-	-													
Mass.	17	45	16	33	4	14	30	29													
R.I.	-	4	1	6	-	1	3	2													
Conn.	4	8	6	8	3	2	19	17													
MID. ATLANTIC	128	211	115	166	51	48	251	273													
Upstate N.Y.	80	67	2	38	3	1	29	21													
N.Y. City	34	81	56	62	36	25	106	174													
N.J.	-	42	14	28	7	10	71	69													
Pa.	14	21	43	38	5	12	45	9													
E.N. CENTRAL	274	465	168	166	114	257	151	171													
Ohio	80	21	43	17	10	15	21	36													
Ind.	53	49	7	10	26	85	14	14													
Ill.	69	179	68	2	15	87	71	103													
Mich.	63	168	48	131	57	56	26	11													
Wis.	9	48	2	6	6	14	19	7													
W.N. CENTRAL	205	151	158	107	8	22	56	81													
Minn.	66	33	104	43	5	3	31	29													
Iowa	35	21	2	22	-	6	9	7													
Mo.	56	75	42	29	2	11	10	34													
N. Dak.	8	-	1	1	-	-	-	-													
S. Dak.	3	1	1	-	-	-	1	3													
Nebr.	12	15	-	8	-	1	5	1													
Kans.	25	6	8	4	1	1	-	7													
S. ATLANTIC	259	270	64	103	331	355	243	282													
Del.	2	1	-	2	1	1	-	-													
Md.	21	21	4	8	39	69	20	32													
D.C.	9	-	U	U	7	15	10	-													
Va.	14	12	6	13	31	22	21	23													
W. Va.	3	1	6	1	-	1	6	8													
N.C.	82	18	19	6	86	92	21	41													
S.C.	14	3	9	1	48	28	14	18													
Ga.	24	18	16	45	33	61	50	63													
Fla.	90	196	4	27	86	66	101	97													
E.S. CENTRAL	140	125	36	95	104	168	70	143													
Ky.	55	26	15	17	9	14	9	13													
Tenn.	13	57	16	72	50	113	-	53													
Ala.	36	8	-	4	23	25	50	55													
Miss.	36	34	5	2	22	16	11	22													
W.S. CENTRAL	154	475	104	156	132	182	34	315													
Ark.	58	40	10	3	11	11	21	13													
La.	11	66	32	32	25	46	-	6													
Okla.	1	8	-	5	15	44	13	9													
Tex.	84	361	62	116	81	81	-	287													
MOUNTAIN	133	201	71	76	37	35	41	82													
Mont.	-	-	-	-	-	-	-	-													
Idaho	5	22	-	15	-	-	3	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	30	35	18	16	2	1	13	9													
N. Mex.	25	22	20	13	4	3	1	14													
Ariz.	60	67	28	25	25	29	10	22													
Utah	5	5	5	6	4	-	3	7													
Nev.	8	49	-	-	2	2	11	30													
PACIFIC	348	798	63	236	52	105	222	458													
Wash.	37	146	37	182	13	9	30	34													
Oreg.	21	78	18	46	2	2	-	1													
Calif.	289	563	-	-	35	94	185	395													
Alaska	1	2	-	1	-	-	7	12													
Hawaii	-	9	8	7	2	-	-	16													
Guam	-	-	U	U	-	-	-	-													
P.R.	2	10	U	U	51	34	-	17													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


