
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2001 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	15,380	16,292	278,180	298,018	653	662	568	814	424	710											
NEW ENGLAND	586	987	9,786	10,123	25	38	60	91	48	95											
Maine	18	16	556	593	3	8	8	6	7	6											
N.H.	14	13	551	457	-	2	10	5	7	8											
Vt.	10	1	250	237	12	11	2	3	1	5											
Mass.	332	669	4,484	4,280	5	10	24	44	21	42											
R.I.	44	40	1,206	1,149	3	2	4	4	2	5											
Conn.	168	248	2,739	3,407	2	5	12	29	10	29											
MID. ATLANTIC	3,108	3,928	29,734	28,397	71	130	45	114	36	85											
Upstate N.Y.	182	181	5,142	519	34	33	36	82	25	38											
N.Y. City	1,587	2,313	12,716	12,000	32	77	2	7	1	4											
N.J.	746	832	3,795	5,379	2	5	7	25	10	21											
Pa.	593	602	8,081	10,499	3	15	N	N	-	22											
E.N. CENTRAL	1,163	1,590	39,066	51,013	213	144	133	150	87	106											
Ohio	198	196	4,653	12,976	49	21	38	25	25	22											
Ind.	119	146	6,057	5,764	27	10	21	16	10	20											
Ill.	558	1,002	11,089	14,828	1	21	27	45	19	32											
Mich.	224	184	13,010	10,133	55	22	22	26	18	20											
Wis.	64	62	4,257	7,312	81	70	25	38	15	12											
W.N. CENTRAL	355	358	14,620	16,855	34	47	74	106	72	118											
Minn.	67	78	2,667	3,495	-	11	30	26	36	41											
Iowa	40	36	1,490	2,304	18	14	12	17	7	12											
Mo.	168	149	5,198	5,644	6	6	11	29	17	28											
N. Dak.	1	-	388	396	2	3	1	6	3	6											
S. Dak.	9	3	811	764	4	5	6	3	5	8											
Nebr.	27	25	1,539	1,587	4	5	6	17	-	18											
Kans.	43	67	2,527	2,665	-	3	8	8	4	5											
S. ATLANTIC	4,910	4,276	54,911	54,900	133	101	59	64	25	54											
Del.	84	77	1,284	1,305	1	3	-	1	-	-											
Md.	591	455	5,287	5,675	27	6	3	9	-	1											
D.C.	360	315	1,515	1,431	9	2	-	-	U	U											
Va.	388	295	7,149	7,065	7	4	14	14	8	15											
W. Va.	35	27	1,030	929	-	3	1	3	-	3											
N.C.	212	255	7,787	9,144	14	9	24	9	11	9											
S.C.	340	293	5,393	3,986	-	-	2	4	2	3											
Ga.	579	429	10,779	11,231	46	54	6	8	2	11											
Fla.	2,321	2,130	14,687	14,134	29	20	9	16	2	12											
E.S. CENTRAL	836	767	20,548	21,657	15	21	24	38	15	28											
Ky.	181	98	3,737	3,519	1	1	6	12	5	11											
Tenn.	249	314	6,728	6,262	3	4	12	15	9	13											
Ala.	182	206	4,890	6,668	5	9	6	3	-	2											
Miss.	224	149	5,193	5,208	6	7	-	8	1	2											
W.S. CENTRAL	1,617	1,475	43,072	45,445	14	32	30	57	39	84											
Ark.	89	92	3,230	2,747	2	1	2	19	-	23											
La.	403	265	7,305	8,367	7	8	2	6	14	16											
Okla.	90	112	4,589	4,005	3	2	9	7	10	6											
Tex.	1,035	1,006	27,948	30,326	2	21	17	25	15	39											
MOUNTAIN	636	552	15,135	17,747	48	32	64	70	40	43											
Mont.	12	7	957	684	5	4	5	10	-	-											
Idaho	14	11	759	784	5	3	8	9	-	4											
Wyo.	1	2	354	310	-	4	1	4	1	3											
Colo.	126	130	1,284	5,356	15	8	27	26	20	13											
N. Mex.	50	58	2,538	2,210	8	1	5	3	2	3											
Ariz.	258	170	6,410	5,621	2	2	10	15	9	14											
Utah	53	57	697	1,124	11	8	5	2	7	4											
Nev.	122	117	2,136	1,658	2	2	3	1	1	2											
PACIFIC	2,169	2,359	51,308	51,881	100	117	79	124	62	97											
Wash.	247	243	6,160	5,588	N	U	17	35	13	52											
Oreg.	104	86	1,283	2,956	3	5	18	16	13	22											
Calif.	1,787	1,962	42,423	40,709	95	112	42	64	34	15											
Alaska	9	5	1,134	1,086	-	-	1	1	-	1											
Hawaii	22	63	308	1,542	2	-	1	8	2	7											
Guam	9	13	-	233	-	-	N	N	U	U											
P.R.	535	431	1,570	U	-	-	-	3	U	U											
V.I.	2	18	53	-	-	-	-	-	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	53	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


