
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 3, 1999 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1999
Meningococcal Disease cummulative for 1998
Mumps current week
Mumps cummulative for 1999
Mumps cummulative for 1998
Pertussis current week
Pertussis cummulative for 1999
Pertussis cummulative for 1998
Rubella current week
Rubella cummulative for 1999
Rubella cummulative for 1998

tab delimited data:
test
UNITED STATES	1,330	1,582	4	180	406	32	2,539	2,448	3	138	291										
NEW ENGLAND	74	69	-	3	1	-	254	450	-	6	37										
Maine	5	4	-	-	-	-	-	5	-	-	-										
N.H.	10	8	-	1	-	-	53	34	-	-	-										
Vt.	4	1	-	-	-	-	9	38	-	-	-										
Mass.	45	30	-	2	1	-	176	355	-	6	8										
R.I.	2	3	-	-	-	-	8	3	-	-	-										
Conn.	8	23	-	-	-	-	8	15	-	-	29										
MID. ATLANTIC	117	165	1	22	168	9	577	299	-	17	130										
Upstate N.Y.	34	43	-	5	2	3	498	148	-	13	108										
N.Y. City	27	20	-	3	153	-	10	14	-	-	9										
N.J.	23	39	-	-	5	-	12	8	-	1	12										
Pa.	33	63	1	14	8	6	57	129	-	3	1										
E.N. CENTRAL	206	244	-	23	49	1	208	229	-	1	-										
Ohio	91	82	-	7	19	-	107	72	-	-	-										
Ind.	37	43	-	3	5	-	14	61	-	1	-										
Ill.	50	69	-	6	8	-	38	26	-	-	-										
Mich.	27	26	-	7	17	1	22	32	-	-	-										
Wis.	1	24	-	-	-	-	27	38	-	-	-										
W.N. CENTRAL	151	133	-	7	20	8	92	176	-	71	29										
Minn.	30	24	-	1	10	8	33	100	-	-	-										
Iowa	28	19	-	3	6	-	20	43	-	21	-										
Mo.	59	52	-	1	3	-	15	13	-	2	2										
N. Dak.	3	-	U	-	1	U	-	-	U	-	-										
S. Dak.	8	6	-	-	-	-	4	4	-	-	-										
Nebr.	9	8	-	-	-	-	1	6	-	48	-										
Kans.	14	24	U	2	-	U	19	10	U	-	27										
S. ATLANTIC	231	256	1	36	26	4	142	122	3	20	7										
Del.	3	1	-	-	-	-	-	1	-	-	-										
Md.	35	23	-	3	-	1	39	27	-	1	-										
D.C.	1	-	-	2	-	-	-	1	-	-	-										
Va.	26	23	-	8	5	-	13	6	-	-	-										
W. Va.	4	9	-	-	-	-	1	1	-	-	-										
N.C.	27	39	-	8	8	-	35	44	3	19	5										
S.C.	28	41	-	3	4	-	8	15	-	-	-										
Ga.	41	58	-	2	1	-	16	6	-	-	-										
Fla.	66	62	1	10	8	3	30	21	-	-	2										
E.S. CENTRAL	108	116	-	1	8	-	43	53	-	1	-										
Ky.	29	16	-	-	-	-	3	20	-	-	-										
Tenn.	38	41	-	-	1	-	25	17	-	-	-										
Ala.	24	40	-	1	4	-	11	14	-	1	-										
Miss.	17	19	-	-	3	-	4	2	-	-	-										
W.S. CENTRAL	97	186	-	21	35	1	62	150	-	5	70										
Ark.	22	23	-	-	-	1	7	16	-	-	-										
La.	34	35	-	3	5	-	3	1	-	-	-										
Okla.	19	27	-	1	-	-	7	15	-	-	-										
Tex.	22	101	-	17	30	-	45	118	-	5	70										
MOUNTAIN	89	85	-	12	24	3	248	508	-	14	5										
Mont.	2	3	-	-	-	-	2	1	-	-	-										
Idaho	8	4	U	1	3	U	93	184	U	-	-										
Wyo.	3	3	-	-	1	-	2	7	-	-	-										
Colo.	24	17	-	3	3	-	60	120	-	-	-										
N. Mex.	11	15	N	N	N	3	27	64	-	-	1										
Ariz.	28	30	-	-	5	-	29	88	-	13	1										
Utah	8	8	-	5	3	-	33	26	-	-	2										
Nev.	5	5	U	3	9	U	2	18	U	1	1										
PACIFIC	257	328	2	55	75	6	913	461	-	3	13										
Wash.	38	41	-	2	5	3	502	148	-	-	9										
Oreg.	44	55	N	N	N	1	18	29	-	-	-										
Calif.	166	227	1	46	54	2	383	275	-	3	2										
Alaska	5	1	-	1	2	-	3	2	-	-	-										
Hawaii	4	4	1	6	14	-	7	7	-	-	2										
Guam	-	2	U	1	2	U	1	-	U	-	-										
P.R.	5	6	-	-	2	-	9	3	-	-	-										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	U	-	2	U	-	1	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


