
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 16, 2002 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	39	17	15,103	288,197	316,755	1,335	1,291	22	22												
NEW ENGLAND	1	1	1,497	6,704	6,108	115	98	-	1												
Maine	-	-	192	120	119	1	2	-	-												
N.H.	-	-	41	116	161	8	6	-	-												
Vt.	1	1	129	84	61	7	3	-	-												
Mass.	-	-	752	2,914	2,810	50	41	-	1												
R.I.	-	-	140	841	753	10	5	-	-												
Conn.	-	-	243	2,629	2,204	39	41	-	-												
MID. ATLANTIC	-	3	3,264	35,186	37,697	235	197	4	3												
Upstate N.Y.	-	-	1,111	7,664	7,554	106	67	2	-												
N.Y. City	-	-	1,151	10,284	11,186	55	51	-	-												
N.J.	-	-	342	6,130	7,230	49	44	-	-												
Pa.	-	3	660	11,108	11,727	25	35	2	3												
E.N. CENTRAL	12	6	2,908	58,330	66,971	188	242	3	2												
Ohio	11	6	850	16,157	18,829	71	65	-	1												
Ind.	-	-	-	6,538	6,164	38	46	1	-												
Ill.	-	-	672	17,254	21,186	57	87	-	-												
Mich.	1	-	839	13,087	15,391	14	13	2	-												
Wis.	-	-	547	5,294	5,401	8	31	-	1												
W.N. CENTRAL	1	3	1,809	14,652	14,871	60	66	1	1												
Minn.	-	-	714	2,564	2,322	42	36	1	-												
Iowa	-	-	279	1,117	1,184	1	-	-	-												
Mo.	N	N	431	7,696	7,696	11	18	-	-												
N. Dak.	1	3	27	47	42	-	7	-	-												
S. Dak.	-	-	66	232	247	-	-	-	-												
Nebr.	-	-	133	713	1,048	1	3	-	1												
Kans.	-	-	159	2,283	2,332	5	2	-	-												
S. ATLANTIC	1	-	2,560	74,107	81,547	329	319	4	1												
Del.	-	-	49	1,404	1,522	-	-	-	-												
Md.	-	-	104	7,760	8,127	78	79	2	-												
D.C.	-	-	42	2,442	2,544	-	-	-	-												
Va.	-	-	276	8,297	9,506	29	27	-	-												
W. Va.	1	-	53	812	623	15	14	-	1												
N.C.	-	-	-	14,208	15,008	30	44	-	-												
S.C.	-	-	118	6,387	9,584	12	6	-	-												
Ga.	-	-	775	14,575	15,773	84	86	-	-												
Fla.	-	-	1,143	18,222	18,860	81	63	2	-												
E.S. CENTRAL	8	3	337	23,838	28,452	60	68	1	-												
Ky.	8	3	-	3,336	3,202	5	2	-	-												
Tenn.	-	-	161	8,291	8,602	30	38	-	-												
Ala.	-	-	176	7,118	9,692	16	26	1	-												
Miss.	-	-	-	5,093	6,956	9	2	-	-												
W.S. CENTRAL	4	-	219	42,278	46,620	58	51	2	2												
Ark.	-	-	150	4,027	4,171	2	1	-	-												
La.	-	-	4	10,446	11,103	9	9	-	-												
Okla.	-	-	65	4,088	4,294	42	39	-	-												
Tex.	4	-	-	23,717	27,052	5	2	2	2												
MOUNTAIN	12	1	1,483	8,869	9,160	172	131	4	8												
Mont.	-	-	78	99	94	-	-	-	-												
Idaho	-	-	119	83	69	2	2	-	-												
Wyo.	-	-	29	55	76	1	1	-	-												
Colo.	12	1	494	3,009	2,829	31	37	-	-												
N. Mex.	-	-	132	1,204	893	25	21	-	1												
Ariz.	-	-	190	3,220	3,460	84	52	2	4												
Utah	-	-	298	239	169	17	7	1	1												
Nev.	-	-	143	960	1,570	12	11	1	2												
PACIFIC	-	-	1,026	24,233	25,329	118	119	3	4												
Wash.	-	-	376	2,558	2,672	3	5	2	-												
Oreg.	-	-	401	764	995	59	34	-	-												
Calif.	-	-	73	19,765	20,732	22	52	1	4												
Alaska	-	-	96	516	381	1	6	-	-												
Hawaii	-	-	80	630	549	33	22	-	-												
Guam	-	-	-	-	45	-	-	-	-												
P.R.	-	-	38	292	530	1	1	-	-												
V.I.	-	-	-	31	25	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


