
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 13, 2006 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	33	75	243	1,256	1,401	40	90	558	1,451	1,926	16	41	124	431	383						
NEW ENGLAND	-	6	22	67	150	-	3	9	42	44	-	2	12	15	19						
Conn.	-	1	3	10	20	-	0	5	-	16	-	0	8	4	4						
Maine	-	0	2	3	-	-	0	2	2	4	-	0	1	2	1						
Mass.	-	3	14	33	105	-	1	7	33	17	-	1	6	7	10						
N.H.	-	1	12	14	19	-	0	3	4	5	-	0	1	1	3						
R.I.	-	0	4	2	5	-	0	2	3	-	-	0	10	-	1						
Vt.	-	0	2	5	1	-	0	1	-	2	-	0	3	1	-						
MID. ATLANTIC	5	10	24	68	240	2	10	54	135	271	5	11	53	110	111						
N.J.	-	2	9	17	43	-	3	10	38	102	-	1	13	6	16						
N.Y. (Upstate)	4	1	16	20	32	2	1	42	27	27	4	3	30	45	30						
N.Y. City	1	3	10	15	119	-	1	5	16	57	-	1	20	9	16						
Pa.	-	1	6	16	46	-	3	9	54	85	1	5	17	50	49						
E.N. CENTRAL	7	6	15	95	133	6	8	24	103	201	3	7	25	83	87						
Ill.	-	2	11	11	43	-	2	7	-	56	-	1	5	7	13						
Ind.	7	0	2	15	6	-	0	17	11	8	-	0	6	2	8						
Mich.	-	2	8	39	43	-	3	7	48	71	-	2	6	22	24						
Ohio	-	1	4	29	24	6	2	8	42	54	3	3	19	39	34						
Wis.	-	0	5	1	17	-	0	6	2	12	-	1	3	13	8						
W.N. CENTRAL	3	2	29	50	46	1	5	15	44	94	-	1	12	14	13						
Iowa	-	0	2	3	10	-	0	2	1	5	-	0	1	1	2						
Kans.	-	0	5	16	7	-	0	2	3	13	-	0	1	1	1						
Minn.	-	0	29	2	3	-	0	9	3	8	-	0	10	-	1						
Mo.	3	0	4	19	23	1	3	8	36	54	-	0	3	8	8						
Nebr.	-	0	3	5	3	-	0	2	1	13	-	0	2	2	-						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	-	1	-	0	6	2	-						
S. ATLANTIC	2	13	34	188	205	12	23	65	382	586	5	9	19	118	80						
Del.	-	0	2	6	2	-	0	4	14	17	-	0	4	1	1						
D.C.	-	0	2	2	2	-	0	4	4	-	-	0	2	4	1						
Fla.	1	5	18	68	74	5	8	19	151	200	3	2	8	54	30						
Ga.	1	2	7	18	37	4	3	7	47	101	-	0	4	4	6						
Md.	-	2	7	25	19	3	2	8	50	66	1	2	9	24	20						
N.C.	-	0	20	40	28	-	0	23	68	57	1	0	3	14	9						
S.C.	-	1	3	7	10	-	2	9	19	63	-	0	2	2	2						
Va.	-	1	11	21	31	-	1	18	12	68	-	1	7	14	7						
W. Va.	-	0	1	1	2	-	0	18	17	14	-	0	3	1	4						
E.S. CENTRAL	-	3	15	43	91	2	6	18	109	142	-	2	6	13	12						
Ala.	-	0	6	2	11	-	1	7	31	34	-	0	2	3	5						
