
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 8, 2000 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	335	351	3,099	5,001	1,236	1,619	-	4	-	2	6	27									
NEW ENGLAND	19	23	78	54	12	47	-	-	-	-	-	2									
Maine	1	2	4	2	1	-	U	-	U	-	-	-									
N.H.	6	4	8	6	6	4	-	-	-	-	-	1									
Vt.	2	3	3	1	2	1	-	-	-	-	-	-									
Mass.	6	10	33	19	3	22	-	-	-	-	-	1									
R.I.	-	-	-	2	-	5	-	-	-	-	-	-									
Conn.	4	4	30	24	-	15	-	-	-	-	-	-									
MID. ATLANTIC	47	50	127	318	124	238	-	-	-	-	-	-									
Upstate N.Y.	22	22	62	69	26	48	-	-	-	-	-	-									
N.Y. City	10	15	65	88	98	77	-	-	-	-	-	-									
N.J.	11	12	-	39	-	30	-	-	-	-	-	-									
Pa.	4	1	-	122	-	83	-	-	-	-	-	-									
E.N. CENTRAL	42	52	404	1,066	131	148	-	3	-	-	3	-									
Ohio	17	21	104	231	30	30	-	2	-	-	2	-									
Ind.	4	5	15	38	5	8	-	-	-	-	-	-									
Ill.	18	21	136	197	2	-	-	-	-	-	-	-									
Mich.	3	5	136	569	93	103	-	1	-	-	1	-									
Wis.	-	-	13	31	1	7	-	-	-	-	-	-									
W.N. CENTRAL	14	27	341	252	66	88	-	1	-	-	1	-									
Minn.	7	11	28	18	4	12	-	-	-	-	-	-									
Iowa	-	4	35	43	14	15	-	-	-	-	-	-									
Mo.	3	5	188	134	28	41	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	-	-	-	-	-	-	-									
Nebr.	1	2	10	23	8	9	U	-	U	-	-	-									
Kans.	2	4	80	26	12	11	-	1	-	-	1	-									
S. ATLANTIC	102	74	377	437	289	254	-	-	-	-	-	-									
Del.	-	-	-	1	-	-	-	-	-	-	-	-									
Md.	24	21	41	102	35	58	-	-	-	-	-	-									
D.C.	-	2	2	16	6	6	-	-	-	-	-	-									
Va.	20	9	46	37	37	26	-	-	-	-	-	-									
W. Va.	2	1	30	5	2	5	-	-	-	-	-	-									
N.C.	8	12	63	41	81	63	-	-	-	-	-	-									
S.C.	4	2	11	5	2	31	-	-	-	-	-	-									
Ga.	27	19	48	148	45	33	-	-	-	-	-	-									
Fla.	17	8	136	82	81	32	-	-	-	-	-	-									
E.S. CENTRAL	18	28	95	126	81	126	-	-	-	-	-	-									
Ky.	9	5	12	23	18	9	-	-	-	-	-	-									
Tenn.	6	11	21	53	28	55	-	-	-	-	-	-									
Ala.	3	10	20	27	7	35	-	-	-	-	-	-									
Miss.	-	2	42	23	28	27	-	-	-	-	-	-									
W.S. CENTRAL	18	26	480	1,120	57	214	-	-	-	-	-	2									
Ark.	-	-	51	12	17	15	-	-	-	-	-	-									
La.	3	7	11	45	18	53	-	-	-	-	-	-									
Okla.	15	17	102	168	22	40	-	-	-	-	-	-									
Tex.	-	2	316	895	-	106	-	-	-	-	-	2									
MOUNTAIN	44	38	236	459	108	134	-	-	-	-	-	-									
Mont.	-	1	1	5	3	7	-	-	-	-	-	-									
Idaho	2	1	11	16	4	7	-	-	-	-	-	-									
Wyo.	-	1	6	2	-	2	U	-	U	-	-	-									
Colo.	11	2	49	85	22	25	-	-	-	-	-	-									
N. Mex.	10	10	26	11	32	37	-	-	-	-	-	-									
Ariz.	18	20	113	279	37	30	-	-	-	-	-	-									
Utah	3	3	15	18	3	7	-	-	-	-	-	-									
Nev.	-	-	15	43	7	19	-	-	-	-	-	-									
PACIFIC	31	33	961	1,169	368	370	-	-	-	2	2	23									
Wash.	2	-	50	76	10	11	-	-	-	-	-	5									
Oreg.	9	13	61	75	26	29	U	-	U	-	-	8									
Calif.	9	17	847	1,013	324	319	-	-	-	2	2	10									
Alaska	1	2	3	3	3	7	-	-	-	-	-	-									
Hawaii	10	1	-	2	5	4	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	-									
P.R.	-	1	19	49	12	56	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


