
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 12, 2000 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2000
Malaria cummulative for 1999
Rabies, Animal cummulative for 2000
Rabies, Animal cummulative for 1999
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, PHLIS cummulative for 2000
Salmonellosis, PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	71	132	309	487	2,056	2,743	859	2,730													
NEW ENGLAND	-	2	46	78	134	150	79	157													
Maine	-	-	11	11	9	18	-	11													
N.H.	-	-	1	4	10	3	2	6													
Vt.	-	-	3	13	3	7	1	8													
Mass.	-	2	20	22	84	87	54	83													
R.I.	-	-	-	7	3	8	1	15													
Conn.	-	-	11	21	25	27	21	34													
MID. ATLANTIC	7	42	66	91	139	396	124	337													
Upstate N.Y.	5	7	52	57	43	63	24	98													
N.Y. City	1	19	U	U	42	136	100	133													
N.J.	-	13	6	21	-	108	-	103													
Pa.	1	3	8	13	54	89	-	3													
E.N. CENTRAL	4	18	1	1	241	472	124	407													
Ohio	2	1	1	-	96	99	47	74													
Ind.	-	4	-	-	23	18	21	31													
Ill.	-	6	-	-	75	149	-	139													
Mich.	2	4	-	1	43	119	42	119													
Wis.	-	3	-	-	4	87	14	44													
W.N. CENTRAL	2	6	22	66	85	121	85	183													
Minn.	2	-	15	10	21	21	29	59													
Iowa	-	2	6	12	13	21	8	19													
Mo.	-	4	1	2	34	42	25	60													
N. Dak.	-	-	-	11	-	1	1	6													
S. Dak.	-	-	-	21	-	2	4	8													
Nebr.	-	-	-	1	17	15	5	15													
Kans.	-	-	-	9	-	19	13	16													
S. ATLANTIC	24	33	142	190	402	442	200	505													
Del.	-	-	6	3	8	12	2	10													
Md.	14	14	17	48	69	73	40	62													
D.C.	-	5	-	-	-	11	U	U													
Va.	7	4	40	41	39	51	22	66													
W. Va.	-	1	11	8	15	5	9	9													
N.C.	2	1	39	42	93	124	30	109													
S.C.	-	-	8	11	46	22	27	40													
Ga.	-	2	-	19	50	58	70	151													
Fla.	1	6	21	18	82	86	-	58													
E.S. CENTRAL	3	3	5	15	92	209	31	96													
Ky.	1	-	2	2	10	47	U	U													
Tenn.	-	2	-	12	17	55	28	62													
Ala.	2	1	3	1	45	62	-	28													
Miss.	-	-	-	-	20	45	3	6													
W.S. CENTRAL	-	3	-	8	81	147	70	292													
Ark.	-	1	-	-	17	26	6	25													
La.	-	1	-	-	-	10	18	48													
Okla.	-	-	-	8	-	24	-	5													
Tex.	-	1	-	-	64	87	46	214													
MOUNTAIN	6	5	13	13	212	207	106	193													
Mont.	-	1	6	3	11	2	-	-													
Idaho	-	-	-	-	18	7	-	9													
Wyo.	-	-	5	5	3	2	-	5													
Colo.	2	1	-	1	28	51	10	55													
N. Mex.	-	1	-	-	20	23	5	20													
Ariz.	2	2	2	4	69	73	59	59													
Utah	2	-	-	-	44	25	32	29													
Nev.	-	-	-	-	19	24	-	16													
PACIFIC	25	20	14	25	670	599	40	560													
Wash.	-	1	-	-	9	15	2	72													
Oreg.	3	2	-	-	37	33	36	56													
Calif.	22	16	14	25	588	505	-	388													
Alaska	-	-	-	-	8	6	2	4													
Hawaii	-	1	-	-	28	40	-	40													
Guam	-	-	-	-	-	10	U	U													
P.R.	-	-	2	5	-	40	U	U													
V.I.	-	U	-	U	-	U	U	U													
Amer. Samoa	-	U	-	U	-	U	U	U													
C.N.M.I.	-	U	-	U	-	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


