
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 14, 2004 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Giardiasis cummulative for 2004
Giardiasis cummulative for 2003
Gonorrhea cummulative for 2004
Gonorrhea cummulative for 2003

tab delimited data:
test
UNITED STATES	1,209	1,133	121	128	90	80	9,395	10,042	183,293	197,737											
NEW ENGLAND	79	73	30	25	18	8	808	746	4,252	4,149											
Maine	5	6	-	-	-	-	73	88	147	127											
N.H.	10	11	5	2	-	-	18	24	64	69											
Vt.	6	6	-	-	1	-	79	56	49	50											
Mass.	39	28	6	7	17	8	392	359	1,976	1,612											
R.I.	6	1	1	-	-	-	62	66	524	520											
Conn.	13	21	18	16	-	-	184	153	1,492	1,771											
MID. ATLANTIC	137	137	21	14	14	16	2,097	2,072	21,238	24,808											
Upstate N.Y.	64	46	11	6	5	7	715	518	4,507	4,503											
N.Y. City	26	4	-	-	-	-	605	703	6,453	8,204											
N.J.	18	21	3	2	4	-	210	302	3,869	5,182											
Pa.	29	66	7	6	5	9	567	549	6,409	6,919											
E.N. CENTRAL	238	269	22	19	12	9	1,172	1,799	36,022	41,665											
Ohio	55	51	8	10	11	9	471	500	10,513	13,464											
Ind.	34	47	-	-	-	-	-	-	3,621	3,925											
Ill.	39	49	-	2	-	-	84	559	9,868	12,806											
Mich.	48	42	4	-	1	-	402	403	9,307	7,951											
Wis.	62	80	10	7	-	-	215	337	2,713	3,519											
W.N. CENTRAL	267	196	18	19	15	13	1,079	1,021	9,960	10,319											
Minn.	57	60	8	10	2	1	371	385	1,883	1,726											
Iowa	76	45	-	-	-	-	169	136	649	795											
Mo.	50	46	10	2	6	1	270	285	5,043	5,204											
N. Dak.	9	6	-	3	5	4	18	25	71	48											
S. Dak.	18	13	-	3	-	-	35	24	162	121											
Nebr.	38	11	-	1	-	-	83	72	617	863											
Kans.	19	15	-	-	2	7	133	94	1,535	1,562											
S. ATLANTIC	92	79	17	30	22	20	1,556	1,509	45,978	48,531											
Del.	1	2	N	N	N	N	30	20	557	721											
Md.	20	4	1	2	3	1	69	66	5,044	4,770											
D.C.	1	1	-	-	-	-	37	25	1,427	1,508											
Va.	19	22	7	5	-	-	258	206	5,501	5,296											
W. Va.	2	3	-	-	-	-	19	24	560	523											
N.C.	-	-	-	-	13	17	N	N	9,413	9,031											
S.C.	4	-	-	-	-	-	28	68	4,675	4,961											
Ga.	17	18	5	4	-	-	450	487	7,944	10,576											
Fla.	28	29	4	19	6	2	665	613	10,857	11,145											
E.S. CENTRAL	47	46	1	1	8	5	175	194	14,870	16,635											
Ky.	17	15	1	1	5	5	N	N	1,513	2,179											
Tenn.	15	19	-	-	3	-	81	89	5,040	4,939											
Ala.	8	9	-	-	-	-	94	105	4,532	5,582											
Miss.	7	3	-	-	-	-	-	-	3,785	3,935											
W.S. CENTRAL	47	48	2	3	1	4	163	172	25,182	26,963											
Ark.	9	5	1	-	-	-	69	93	2,352	2,535											
La.	2	3	-	-	-	-	19	8	6,056	7,437											
Okla.	12	14	-	-	-	-	75	71	3,013	2,678											
Tex.	24	26	1	3	1	4	-	-	13,761	14,313											
MOUNTAIN	118	139	9	15	-	5	837	820	6,021	6,420											
Mont.	11	5	-	-	-	-	30	44	39	70											
Idaho	26	26	3	10	-	-	98	95	49	42											
Wyo.	1	2	1	-	-	-	14	11	32	28											
Colo.	34	45	2	3	-	5	296	242	1,600	1,761											
N. Mex.	5	4	1	2	-	-	43	28	313	747											
Ariz.	11	19	N	N	N	N	115	142	2,290	2,392											
Utah	21	28	1	-	-	-	178	182	329	210											
Nev.	9	10	1	-	-	-	63	76	1,369	1,170											
PACIFIC	184	146	1	2	-	-	1,508	1,709	19,770	18,247											
Wash.	67	40	-	1	-	-	193	169	1,502	1,696											
Oreg.	31	22	1	1	-	-	254	230	658	611											
Calif.	79	80	-	-	-	-	973	1,210	16,858	14,912											
Alaska	1	1	-	-	-	-	39	49	351	332											
Hawaii	6	3	-	-	-	-	49	51	401	696											
Guam	N	N	-	-	-	-	-	-	-	42											
P.R.	-	1	-	-	-	-	30	145	119	164											
V.I.	-	-	-	-	-	-	-	-	49	56											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	3	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


