
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 4, 2006 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	35	290	1,313	183	672	11	22	46	72	121											
NEW ENGLAND	-	43	209	2	56	-	1	12	3	3											
Conn.	-	9	154	1	-	-	0	10	-	-											
Maine	-	2	25	-	4	-	0	1	-	-											
Mass.	-	12	141	-	47	-	0	4	2	3											
N.H.	-	3	17	1	4	-	0	1	-	-											
R.I.	-	0	12	-	-	-	0	1	-	-											
Vt.	-	0	5	-	1	-	0	2	1	-											
MID. ATLANTIC	22	179	915	97	465	1	6	15	11	35											
N.J.	-	36	305	-	153	-	1	7	-	13											
N.Y. (Upstate)	16	48	704	30	74	1	1	5	2	2											
N.Y. City	-	0	0	-	-	-	3	8	5	16											
Pa.	6	58	458	67	238	-	1	2	4	4											
E.N. CENTRAL	-	13	156	4	28	1	2	6	7	13											
Ill.	-	0	6	-	-	-	1	2	3	5											
Ind.	-	0	4	-	-	-	0	1	-	-											
Mich.	-	1	7	2	1	-	0	2	-	4											
Ohio	-	1	5	-	7	1	0	3	3	2											
Wis.	-	10	148	2	20	-	0	2	1	2											
W.N. CENTRAL	-	13	99	1	4	-	1	5	4	6											
Iowa	-	1	8	-	3	-	0	1	-	2											
Kans.	-	0	3	1	1	-	0	1	-	-											
Minn.	-	9	96	-	-	-	0	3	2	1											
Mo.	-	0	2	-	-	-	0	3	1	3											
Nebr.	-	0	1	-	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	-	0	0	-	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	7	31	125	63	109	4	6	15	24	21											
Del.	-	9	37	19	45	-	0	1	-	1											
D.C.	-	0	2	1	-	-	0	2	-	-											
Fla.	2	1	8	3	4	-	1	6	3	3											
Ga.	-	0	1	-	-	1	0	6	8	6											
Md.	5	16	86	35	52	3	1	9	9	7											
N.C.	-	0	5	5	5	-	0	8	3	2											
S.C.	-	0	3	-	2	-	0	2	-	-											
Va.	-	3	20	-	1	-	0	4	1	2											
W. Va.	-	0	6	-	-	-	0	2	-	-											
E.S. CENTRAL	-	1	4	-	2	-	0	2	-	2											
Ala.	-	0	1	-	-	-	0	1	-	1											
Ky.	-	0	1	-	-	-	0	2	-	-											
Miss.	-	0	0	-	-	-	0	0	-	-											
Tenn.	-	0	4	-	2	-	0	2	-	1											
W.S. CENTRAL	-	1	8	-	1	-	1	9	2	8											
Ark.	-	0	2	-	-	-	0	2	-	1											
La.	-	0	2	-	1	-	0	1	-	-											
Okla.	-	0	0	-	-	-	0	6	1	-											
Tex.	-	0	7	-	-	-	1	9	1	7											
MOUNTAIN	-	0	4	-	-	3	0	6	4	9											
Ariz.	-	0	4	-	-	-	0	4	-	2											
Colo.	-	0	1	-	-	2	0	3	2	3											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	0	-	-											
Nev.	-	0	2	-	-	-	0	1	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	-	1	0	2	2	2											
Wyo.	-	0	1	-	-	-	0	1	-	1											
PACIFIC	6	2	10	16	7	2	4	12	17	24											
Alaska	-	0	1	-	-	-	0	1	1	1											
Calif.	6	2	10	16	6	-	3	9	14	22											
Hawaii	N	0	0	N	N	-	0	4	-	-											
Oreg.	-	0	2	-	1	-	0	2	-	1											
Wash.	-	0	3	-	-	2	0	4	2	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


