
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 1, 2008 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2008
Giardiasis cummulative for 2007
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2008
Gonorrhea cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2008
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007

tab delimited data:
test
UNITED STATES	181	298	1,058	1,813	2,445	3,108	6,784	7,953	42,059	58,163	37	42	116	443	472						
NEW ENGLAND	6	23	54	91	184	127	104	227	787	881	-	3	8	8	42						
Conn.	-	6	18	35	49	61	42	199	244	231	-	0	7	-	15						
Maine	-	3	10	15	26	4	2	8	15	16	-	0	4	2	2						
Mass.	-	8	29	-	88	56	50	127	447	505	-	1	6	-	21						
N.H.	-	0	3	7	2	2	2	6	17	24	-	0	2	1	4						
R.I.	4	1	15	14	-	4	7	14	64	93	-	0	2	2	-						
Vt.	2	3	8	20	19	-	1	5	-	12	-	0	1	3	-						
MID. ATLANTIC	23	59	117	309	439	355	672	1,012	4,010	7,141	10	9	27	92	104						
N.J.	-	7	15	21	62	93	117	159	778	1,113	-	1	6	15	17						
N.Y. (Upstate)	20	23	100	126	117	119	131	517	882	891	7	2	20	26	19						
N.Y. City	-	16	29	57	155	11	164	376	672	2,087	-	1	6	12	28						
Pa.	3	14	29	105	105	132	247	551	1,678	3,050	3	3	11	39	40						
E.N. CENTRAL	16	48	91	286	374	168	1,291	2,579	7,777	12,140	5	6	14	64	66						
Ill.	-	14	33	49	106	1	377	758	1,645	3,091	-	2	6	15	21						
Ind.	N	0	0	N	N	-	161	308	1,302	1,506	-	1	7	9	5						
Mich.	-	11	22	51	110	95	292	519	2,474	2,996	-	0	3	3	7						
Ohio	14	15	37	136	106	15	345	1,558	1,295	3,290	5	2	6	36	28						
Wis.	2	7	21	50	52	57	126	210	1,061	1,257	-	0	1	1	5						
W.N. CENTRAL	12	22	578	223	157	153	360	446	2,200	3,561	3	3	24	41	19						
Iowa	-	4	23	38	36	19	33	56	218	368	-	0	1	1	-						
Kans.	-	3	11	20	21	42	38	102	218	439	-	0	1	1	4						
Minn.	6	0	573	81	3	-	62	90	282	646	-	1	21	9	-						
Mo.	6	8	23	54	71	87	188	255	1,266	1,856	3	1	5	22	12						
Nebr.	-	3	8	21	16	-	26	57	174	183	-	0	3	7	2						
N. Dak.	-	0	3	4	1	-	1	4	2	19	-	0	1	1	1						
S. Dak.	-	1	6	5	9	5	5	11	40	50	-	0	0	-	-						
S. ATLANTIC	67	53	94	391	404	1,537	1,592	2,339	10,741	12,147	9	12	30	130	113						
Del.	-	1	6	7	5	44	24	43	222	283	-	0	3	1	1						
D.C.	-	0	6	-	13	-	46	71	256	409	-	0	1	-	1						
Fla.	25	23	47	172	177	427	491	623	4,111	2,757	3	3	10	39	34						
Ga.	35	12	36	135	89	5	217	621	21	2,646	1	2	8	35	25						
Md.	5	4	18	33	38	-	122	234	890	906	3	1	6	29	25						
N.C.	-	0	0	-	-	833	231	1,176	2,402	2,443	-	1	9	10	8						
S.C.	-	3	6	15	9	110	203	1,361	1,713	1,821	2	1	4	8	8						
Va.	2	10	39	27	72	116	129	224	1,016	733	-	1	23	5	9						
W. Va.	-	0	8	2	1	2	17	38	110	149	-	0	3	3	2						
E.S. CENTRAL	6	10	23	56	93	271	582	868	4,330	5,463	-	2	8	23	30						
Ala.	1	4	11	34	57	12	208	281	1,319	1,905	-	0	3	5	8						
Ky.	N	0	0	N	N	91	76	161	788	371	-	0	1	-	2						
Miss.	N	0	0	N	N	-	118	400	809	1,453	-	0	2	1	2						
Tenn.	5	5	16	22	36	168	176	261	1,414	1,734	-	2	6	17	18						
W.S. CENTRAL	2	7	21	22	51	251	1,004	1,327	7,195	7,951	7	2	15	19	14						
Ark.	1	1	9	6	25	81	77	138	754	685	-	0	2	-	1						
La.	-	2	14	3	14	108	207	384	1,112	1,814	-	0	2	-	3						
Okla.	1	3	9	13	12	62	90	235	741	802	7	1	8	18	10						
Tex.	N	0	0	N	N	-	622	929	4,588	4,650	-	0	3	1	-						
MOUNTAIN	12	31	67	111	232	7	234	321	807	2,069	2	5	14	53	57						
