
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 12, 2003 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	258	351	32	13	15	3	3,720	4,888	81,520	98,054											
NEW ENGLAND	15	29	4	1	-	1	223	469	1,882	2,310											
Maine	1	1	-	-	-	-	34	48	21	24											
N.H.	3	2	-	-	-	-	13	16	29	35											
Vt.	-	1	-	-	-	-	19	29	27	30											
Mass.	6	15	-	1	-	1	127	241	762	1,004											
R.I.	1	3	-	-	-	-	29	34	284	264											
Conn.	4	7	4	-	-	-	1	101	759	953											
MID. ATLANTIC	14	29	-	-	4	-	651	1,088	8,149	11,747											
Upstate N.Y.	8	23	-	-	4	-	212	270	1,962	2,234											
N.Y. City	2	-	-	-	-	-	284	444	2,301	3,568											
N.J.	4	6	-	-	-	-	48	129	1,497	2,259											
Pa.	N	N	-	-	-	-	107	245	2,389	3,686											
E.N. CENTRAL	59	106	7	-	3	-	588	840	16,364	19,734											
Ohio	16	16	7	-	3	-	218	240	4,546	5,922											
Ind.	8	8	-	-	-	-	-	-	1,828	2,208											
Ill.	8	30	-	-	-	-	131	237	5,086	5,902											
Mich.	15	23	-	-	-	-	172	233	3,422	4,093											
Wis.	12	29	-	-	-	-	67	130	1,482	1,609											
W.N. CENTRAL	39	47	3	4	5	-	388	429	4,492	5,078											
Minn.	13	14	3	3	-	-	130	157	634	904											
Iowa	3	9	-	-	-	-	61	62	246	322											
Mo.	15	13	N	N	N	N	103	116	2,405	2,467											
N. Dak.	1	-	-	-	1	-	9	3	11	17											
S. Dak.	2	1	-	-	-	-	14	18	41	71											
Nebr.	4	7	-	1	-	-	40	35	405	396											
Kans.	1	3	-	-	4	-	31	38	750	901											
S. ATLANTIC	36	42	8	5	-	-	709	751	21,358	25,075											
Del.	-	2	N	N	N	N	14	14	379	489											
Md.	1	-	-	-	-	-	29	29	2,235	2,444											
D.C.	1	-	-	-	-	-	9	12	551	805											
Va.	3	6	-	-	-	-	71	47	2,310	2,957											
W. Va.	1	-	-	-	-	-	7	9	241	285											
N.C.	8	8	-	-	-	-	N	N	3,770	4,599											
S.C.	-	-	-	-	-	-	26	7	2,192	2,352											
Ga.	10	21	1	4	-	-	302	230	4,681	4,871											
Fla.	12	5	7	1	-	-	251	403	4,999	6,273											
E.S. CENTRAL	11	10	-	-	-	-	83	86	7,204	8,657											
Ky.	2	2	-	-	-	-	N	N	1,015	993											
Tenn.	5	6	-	-	-	-	33	37	2,309	2,631											
Ala.	3	1	-	-	-	-	50	49	2,248	3,083											
Miss.	1	1	-	-	-	-	-	-	1,632	1,950											
W.S. CENTRAL	9	9	4	-	2	1	58	29	11,632	13,879											
Ark.	2	1	-	-	-	-	32	29	996	1,250											
La.	-	-	-	-	-	-	3	-	2,798	3,317											
Okla.	-	-	-	-	-	-	23	-	970	1,256											
Tex.	7	8	4	-	2	1	-	-	6,868	8,056											
MOUNTAIN	30	26	5	1	1	1	318	320	2,678	3,196											
Mont.	1	4	-	-	-	-	12	17	29	36											
Idaho	9	1	3	-	-	-	42	10	25	25											
Wyo.	-	-	-	1	-	-	5	3	15	20											
Colo.	8	3	1	-	1	1	84	119	667	1,104											
N. Mex.	-	2	1	-	-	-	12	37	164	434											
Ariz.	8	4	N	N	N	N	61	47	1,204	1,030											
Utah	4	6	-	-	-	-	73	52	107	2											
Nev.	-	6	-	-	-	-	29	35	467	545											
PACIFIC	45	53	1	2	-	-	702	876	7,761	8,378											
Wash.	15	6	-	-	-	-	48	70	800	870											
Oreg.	7	18	1	2	-	-	81	118	259	253											
Calif.	23	26	-	-	-	-	528	632	6,294	6,911											
Alaska	-	-	-	-	-	-	22	21	154	180											
Hawaii	-	3	-	-	-	-	23	35	254	164											
Guam	N	N	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	4	1	23	4											
V.I.	-	-	-	-	-	-	-	-	-	18											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


