
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 24, 2011 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	179	229	742	7,689	10,268	1	2	16	138	116	36	23	245	1,348	1,238						
NEW ENGLAND	-	2	29	134	288	-	0	0	-	-	-	0	1	3	3						
Conn.	-	0	28	28	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	19	5	-	0	0	-	-	-	0	0	-	2						
Mass.	-	2	6	76	191	-	0	0	-	-	-	0	1	1	-						
N.H.	-	0	2	2	11	-	0	0	-	-	-	0	1	1	1						
R.I.	-	0	4	6	11	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	3	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	19	15	74	551	1,343	-	0	2	11	2	1	1	5	33	81						
N.J.	-	3	8	89	311	-	0	0	-	1	-	0	3	-	47						
N.Y. (Upstate)	12	3	18	183	173	-	0	1	3	1	-	0	2	6	11						
N.Y. City	3	4	12	190	241	-	0	0	-	-	-	0	2	14	11						
Pa.	4	3	56	89	618	-	0	2	8	-	1	0	3	13	12						
E.N. CENTRAL	5	15	40	521	1,291	-	0	2	4	3	1	1	6	75	74						
Ill.	-	4	10	115	738	-	0	1	-	2	-	0	3	26	33						
Ind.	-	1	4	43	49	-	0	0	-	1	-	0	4	36	20						
Mich.	-	3	10	122	199	-	0	1	1	-	-	0	1	1	1						
Ohio	5	5	27	241	244	-	0	2	3	-	1	0	2	12	14						
Wis.	-	0	4	-	61	-	0	0	-	-	-	0	1	-	6						
W.N. CENTRAL	3	8	38	229	1,762	-	0	7	24	12	1	4	30	282	235						
Iowa	-	0	4	13	42	-	0	0	-	-	-	0	2	5	5						
Kans.	-	2	12	41	209	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	45	-	0	0	-	-	-	0	2	-	-						
Mo.	3	5	18	160	1,430	-	0	4	17	9	1	4	30	273	227						
Nebr.	-	0	10	11	29	-	0	3	5	3	-	0	1	3	2						
N. Dak.	-	0	0	-	-	-	0	1	2	-	-	0	0	-	1						
S. Dak.	-	0	2	4	7	-	0	0	-	-	-	0	1	1	-						
S. ATLANTIC	67	68	133	2,705	1,778	-	1	8	73	72	6	6	55	376	381						
Del.	-	0	1	3	36	-	0	1	1	1	-	0	4	16	17						
D.C.	-	0	2	12	27	-	0	1	1	-	-	0	1	1	-						
Fla.	38	42	98	1,928	748	-	0	1	3	3	-	0	2	8	8						
Ga.	15	11	26	407	571	-	0	5	41	52	-	0	0	-	-						
Md.	1	2	7	72	100	-	0	1	2	-	-	0	3	21	38						
N.C.	9	4	36	164	124	-	0	4	12	12	-	1	49	201	194						
S.C.	-	1	4	37	55	-	0	2	10	1	1	0	2	17	12						
Va.	4	2	8	78	102	-	0	1	3	3	5	2	9	109	112						
W. Va.	-	0	66	4	15	-	0	0	-	-	-	0	1	3	-						
E.S. CENTRAL	9	14	29	432	533	-	0	3	7	17	9	5	27	303	345						
Ala.	9	4	15	154	124	-	0	1	3	4	1	1	8	55	68						
