
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 21, 2003 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	17,940	381,066	387,634	1,480	2,160	841	989	-	-											
NEW ENGLAND	654	691	12,716	12,726	-	-	55	47	-	-											
Maine	27	19	929	697	N	N	5	2	-	-											
N.H.	15	19	732	755	-	-	6	10	-	-											
Vt.	6	6	484	364	-	-	11	9	-	-											
Mass.	277	373	5,100	5,099	-	-	21	16	-	-											
R.I.	51	49	1,420	1,271	-	-	9	5	-	-											
Conn.	278	225	4,051	4,540	N	N	3	5	-	-											
MID. ATLANTIC	4,098	3,823	40,783	42,512	-	-	123	141	-	-											
Upstate N.Y.	274	247	9,159	7,587	N	N	37	28	-	-											
N.Y. City	1,976	2,046	15,065	14,696	-	-	36	59	-	-											
N.J.	787	718	6,074	5,934	-	-	5	11	-	-											
Pa.	1,061	812	10,485	14,295	N	N	45	43	-	-											
E.N. CENTRAL	1,982	1,794	68,103	71,839	3	13	186	275	-	-											
Ohio	303	311	18,679	18,638	-	-	33	62	-	-											
Ind.	259	206	7,844	7,936	N	N	20	20	-	-											
Ill.	959	814	19,550	22,732	-	2	21	56	-	-											
Mich.	359	368	14,685	14,551	3	11	39	49	-	-											
Wis.	102	95	7,345	7,982	-	-	73	88	-	-											
W.N. CENTRAL	358	286	22,615	21,686	1	-	90	106	-	-											
Minn.	74	71	4,662	5,037	N	N	39	36	-	-											
Iowa	41	41	2,471	2,573	N	N	14	11	-	-											
Mo.	177	116	8,184	6,946	-	-	7	15	-	-											
N. Dak.	-	1	684	612	N	N	7	10	-	-											
S. Dak.	7	2	1,194	1,047	-	-	17	5	-	-											
Nebr.	25	23	2,076	2,042	1	-	4	22	-	-											
Kans.	34	32	3,344	3,429	N	N	2	7	-	-											
S. ATLANTIC	5,488	5,796	75,054	72,704	2	1	126	131	-	-											
Del.	106	95	1,493	1,300	N	N	3	1	-	-											
Md.	558	941	7,968	7,336	2	1	9	6	-	-											
D.C.	595	264	1,308	1,556	-	-	3	3	-	-											
Va.	481	344	8,984	7,881	-	-	14	2	-	-											
W. Va.	42	39	1,154	1,155	N	N	2	1	-	-											
N.C.	581	401	12,725	11,659	N	N	15	20	-	-											
S.C.	330	440	6,957	6,872	-	-	2	2	-	-											
Ga.	736	922	15,972	14,962	-	-	47	48	-	-											
Fla.	2,059	2,350	18,493	19,983	N	N	31	48	-	-											
E.S. CENTRAL	841	846	25,321	25,269	N	N	53	65	-	-											
Ky.	79	123	3,950	4,120	N	N	11	1	-	-											
Tenn.	374	360	8,998	7,833	N	N	17	33	-	-											
Ala.	185	170	6,630	7,955	-	-	22	27	-	-											
Miss.	203	193	5,743	5,361	N	N	3	4	-	-											
W.S. CENTRAL	2,125	2,136	49,297	51,707	-	5	9	31	-	-											
Ark.	65	124	3,501	3,532	-	-	1	4	-	-											
La.	368	498	8,229	8,947	N	N	1	8	-	-											
Okla.	92	118	5,255	4,969	N	N	4	4	-	-											
Tex.	1,600	1,396	32,312	34,259	-	5	3	15	-	-											
MOUNTAIN	722	608	22,220	23,714	1,032	1,474	44	64	-	-											
Mont.	10	6	989	785	N	N	10	4	-	-											
Idaho	13	15	1,183	1,198	N	N	7	17	-	-											
Wyo.	4	5	463	429	-	-	1	6	-	-											
Colo.	159	132	4,423	6,720	N	N	9	17	-	-											
N. Mex.	52	34	3,183	3,721	1	5	2	6	-	-											
Ariz.	341	236	7,226	6,849	1,007	1,446	3	6	-	-											
Utah	31	30	2,126	1,093	5	6	9	5	-	-											
Nev.	112	150	2,627	2,919	19	17	3	3	-	-											
PACIFIC	3,214	1,960	64,957	65,477	441	667	155	129	-	-											
Wash.	214	228	7,555	7,007	N	N	14	9	-	-											
Oreg.	126	178	3,528	3,222	-	-	21	17	-	-											
Calif.	2,815	1,497	51,486	51,459	441	667	120	102	-	-											
Alaska	12	9	1,803	1,716	-	-	-	-	-	-											
Hawaii	47	48	585	2,073	-	-	-	1	-	-											
Guam	2	1	-	323	-	-	-	-	-	-											
P.R.	514	502	804	1,457	N	N	N	N	-	-											
V.I.	15	53	-	89	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


