
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2012 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	10,999	27,022	30,645	1,184,061	1,251,103	191	367	582	15,374	19,987	53	126	278	6,323	8,530						
NEW ENGLAND	433	973	1,807	41,902	40,507	-	0	1	2	2	-	7	19	338	386						
Conn.	-	256	1,268	11,002	10,340	N	0	0	N	N	-	1	3	32	68						
Maine	-	61	101	2,602	2,731	N	0	0	N	N	-	1	4	61	45						
Mass.	424	447	706	20,574	19,826	-	0	0	-	-	-	2	8	127	155						
N.H.	8	61	85	2,655	2,671	-	0	1	1	1	-	1	4	39	62						
R.I.	-	84	186	3,703	3,616	-	0	1	1	1	-	0	3	12	11						
Vt.	1	28	87	1,366	1,323	N	0	0	N	N	-	1	6	67	45						
MID. ATLANTIC	1,857	3,509	4,469	154,309	159,881	-	0	1	4	5	7	14	41	685	821						
N.J.	-	541	640	23,155	23,689	N	0	0	N	N	-	0	4	23	50						
N.Y. (Upstate)	629	722	2,215	32,685	31,650	N	0	0	N	N	1	4	19	208	202						
N.Y. City	400	1,136	1,427	49,505	58,199	N	0	0	N	N	1	2	8	94	81						
Pa.	828	1,095	1,343	48,964	46,343	-	0	1	4	5	5	7	21	360	488						
E.N. CENTRAL	741	4,119	4,785	176,391	196,844	-	1	4	46	45	9	32	106	1,564	2,512						
Ill.	40	1,110	1,506	47,958	57,963	N	0	0	N	N	-	3	8	137	201						
Ind.	-	550	838	24,737	25,409	N	0	0	N	N	-	2	7	122	252						
Mich.	484	932	1,210	37,919	44,517	-	0	3	27	28	1	6	40	301	319						
Ohio	217	1,041	1,175	45,460	46,989	-	0	2	19	17	8	11	28	521	1,044						
Wis.	-	468	559	20,317	21,966	-	0	0	-	-	-	8	40	483	696						
W.N. CENTRAL	24	1,561	1,808	68,128	70,193	-	2	8	117	119	-	16	41	814	1,491						
Iowa	8	215	387	9,728	9,718	N	0	0	N	N	-	5	21	293	347						
Kans.	16	213	309	9,757	9,350	N	0	0	N	N	-	1	4	48	42						
Minn.	-	314	388	13,205	15,093	-	2	7	103	96	-	0	10	-	291						
Mo.	-	548	683	24,428	24,905	-	0	2	13	16	-	4	11	213	478						
Nebr.	-	127	181	5,409	5,905	-	0	1	1	7	-	2	10	127	165						
N. Dak.	-	52	72	2,292	2,176	N	0	0	N	N	-	0	5	33	27						
S. Dak.	-	70	106	3,309	3,046	N	0	0	N	N	-	2	6	100	141						
S. ATLANTIC	3,571	5,429	7,543	244,884	257,210	-	0	1	5	5	14	19	57	984	1,060						
Del.	133	80	182	3,501	3,884	-	0	0	-	-	-	0	4	14	7						
D.C.	-	138	224	5,925	5,813	-	0	0	-	-	N	0	0	N	N						
Fla.	708	1,537	1,738	68,842	67,898	N	0	0	N	N	11	8	24	417	396						
Ga.	826	1,008	1,285	44,298	48,070	N	0	0	N	N	3	4	13	223	290						
Md.	-	437	1,103	20,645	23,531	-	0	1	5	5	-	1	7	77	64						
N.C.	1,214	917	1,678	41,725	48,480	N	0	0	N	N	-	0	46	86	35						
S.C.	-	533	1,278	24,636	24,701	N	0	0	N	N	-	1	4	41	121						
Va.	631	691	1,780	31,142	31,070	N	0	0	N	N	-	3	6	124	120						
W. Va.	59	88	149	4,170	3,763	N	0	0	N	N	-	0	4	2	27						
E.S. CENTRAL	1,684	1,993	2,820	92,902	87,459	-	0	0	-	-	1	5	14	246	424						
Ala.	591	592	862	27,582	26,371	N	0	0	N	N	-	2	6	93	124						
Ky.	384	334	787	15,808	14,437	N	0	0	N	N	-	1	4	49	173						
Miss.	475	415	1,168	21,007	18,856	N	0	0	N	N	-	1	4	38	45						
Tenn.	234	633	828	28,505	27,795	N	0	0	N	N	1	1	5	66	82						
W.S. CENTRAL	4	3,244	4,336	143,171	166,077	-	0	1	3	3	11	9	24	438	642						
Ark.	-	329	412	14,544	14,409	N	0	0	N	N	1	1	5	37	30						
La.	-	430	1,316	18,215	27,025	-	0	1	3	3	-	2	7	113	82						
Okla.	4	83	1,015	3,675	12,078	N	0	0	N	N	1	2	6	82	79						
Tex.	-	2,403	2,977	106,737	112,565	N	0	0	N	N	9	5	17	206	451						
MOUNTAIN	734	1,785	2,430	79,646	80,093	177	277	478	12,003	14,786	7	11	40	680	605						
Ariz.	144	589	872	26,924	25,995	177	273	476	11,831	14,563	2	1	3	35	42						
Colo.	406	424	705	19,312	19,356	N	0	0	N	N	-	1	7	56	138						
Idaho	-	84	174	3,505	4,042	N	0	0	N	N	5	3	24	242	106						
Mont.	-	73	107	3,281	2,990	-	0	1	2	5	-	1	4	56	74						
Nev.	-	212	318	8,727	9,451	-	2	7	99	89	-	0	2	9	17						
N. Mex.	168	211	463	10,012	10,050	-	0	4	23	69	-	1	7	87	125						
Utah	5	146	177	6,412	6,299	-	1	4	44	57	-	2	19	166	59						
Wyo.	11	36	60	1,473	1,910	-	0	2	4	3	-	0	4	29	44						
PACIFIC	1,951	4,100	4,692	182,728	192,839	14	74	144	3,194	5,022	4	12	25	574	589						
Alaska	34	105	150	4,750	5,206	N	0	0	N	N	-	0	1	5	12						
Calif.	1,362	3,164	3,735	141,150	149,437	14	73	144	3,191	5,011	2	6	15	303	318						
Hawaii	-	97	147	3,130	5,362	N	0	0	N	N	-	0	1	5	-						
Oreg.	260	266	368	12,302	12,221	-	0	1	3	11	1	4	11	196	186						
Wash.	295	464	612	21,396	20,613	-	0	10	-	-	1	1	8	65	73						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	22	-	944	-	0	0	-	-	-	0	0	-	-						
P.R.	215	106	289	5,160	4,919	N	0	0	N	N	N	0	0	N	N						
V.I.	-	13	26	326	742	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
