
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 17, 2004 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2003
Hepatitis (Viral Acute), Type A cummulative for 2004
Hepatitis (Viral Acute), Type A cummulative for 2003

tab delimited data:
test
UNITED STATES	1,062	1,047	9	15	53	70	106	122	2,835	3,359											
NEW ENGLAND	98	70	1	1	5	5	3	3	473	148											
Maine	7	2	-	-	-	-	-	1	9	5											
N.H.	13	8	-	-	2	-	-	-	11	9											
Vt.	5	6	-	-	-	-	1	-	8	4											
Mass.	43	39	1	1	-	5	2	1	404	74											
R.I.	3	4	-	-	-	-	-	1	10	11											
Conn.	27	11	-	-	3	-	-	-	31	45											
MID. ATLANTIC	226	215	-	1	3	2	27	28	316	713											
Upstate N.Y.	75	75	-	1	3	2	3	7	45	60											
N.Y. City	47	36	-	-	-	-	9	6	113	260											
N.J.	40	47	-	-	-	-	3	7	61	114											
Pa.	64	57	-	-	-	-	12	8	97	279											
E.N. CENTRAL	172	173	-	2	6	3	27	33	248	335											
Ohio	69	43	-	-	2	-	11	7	29	65											
Ind.	33	28	-	-	4	-	1	2	15	29											
Ill.	39	66	-	-	-	-	9	18	96	96											
Mich.	13	13	-	2	-	3	5	1	85	112											
Wis.	18	23	-	-	-	-	1	5	23	33											
W.N. CENTRAL	64	69	2	-	3	6	4	8	111	99											
Minn.	27	25	1	-	3	6	-	1	28	32											
Iowa	1	-	1	-	-	-	-	-	31	16											
Mo.	21	29	-	-	-	-	2	7	33	29											
N. Dak.	3	2	-	-	-	-	-	-	1	-											
S. Dak.	-	1	-	-	-	-	-	-	2	-											
Nebr.	5	1	-	-	-	-	-	-	7	7											
Kans.	7	11	-	-	-	-	2	-	9	15											
S. ATLANTIC	252	212	-	-	16	8	19	14	544	717											
Del.	8	-	-	-	-	-	2	-	5	4											
Md.	41	48	-	-	4	4	-	-	74	70											
D.C.	-	-	-	-	-	-	-	-	4	24											
Va.	23	30	-	-	-	-	1	5	53	46											
W. Va.	10	8	-	-	-	-	3	-	2	11											
N.C.	37	17	-	-	5	1	1	1	44	35											
S.C.	2	4	-	-	-	-	-	1	21	23											
Ga.	69	40	-	-	-	-	12	4	188	290											
Fla.	62	65	-	-	7	3	-	3	153	214											
E.S. CENTRAL	37	46	-	1	-	2	7	4	83	96											
Ky.	3	3	-	-	-	1	-	-	13	17											
Tenn.	23	27	-	-	-	1	5	3	46	54											
Ala.	11	16	-	1	-	-	2	1	6	12											
Miss.	-	-	-	-	-	-	-	-	18	13											
W.S. CENTRAL	45	51	1	1	5	7	1	4	214	337											
Ark.	1	5	-	-	-	1	-	-	38	19											
La.	7	17	-	-	-	2	1	4	13	32											
Okla.	36	27	-	-	5	4	-	-	17	6											
Tex.	1	2	1	1	-	-	-	-	146	280											
MOUNTAIN	127	113	3	6	15	18	13	12	254	257											
Mont.	-	-	-	-	-	-	-	-	4	2											
Idaho	5	3	-	-	-	-	2	1	11	9											
Wyo.	-	1	-	-	-	-	-	-	3	1											
Colo.	28	20	-	-	-	-	3	4	26	37											
N. Mex.	25	14	-	-	5	3	3	1	8	11											
Ariz.	48	60	-	6	7	8	1	4	162	147											
Utah	10	9	2	-	1	4	2	2	33	17											
Nev.	11	6	1	-	2	3	2	-	7	33											
PACIFIC	41	98	2	3	-	19	5	16	592	657											
Wash.	3	6	2	-	-	4	1	1	34	35											
Oreg.	27	24	-	-	-	-	1	2	41	35											
Calif.	3	43	-	3	-	15	2	8	499	577											
Alaska	4	18	-	-	-	-	1	5	4	6											
Hawaii	4	7	-	-	-	-	-	-	14	4											
Guam	-	-	-	-	-	-	-	-	-	2											
P.R.	-	-	-	-	-	-	-	-	11	46											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


