
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2007 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	45	172	1,479	7,495	12,270	18	94	157	4,328	4,961	6	32	211	1,779	1,950						
NEW ENGLAND	1	28	77	1,175	1,575	8	11	22	513	428	-	0	10	4	11						
Conn.	-	1	5	59	105	3	4	10	205	186	-	0	0	-	-						
Maine	-	1	13	71	129	-	2	5	75	109	-	0	0	-	-						
Mass.	-	23	39	928	995	-	0	0	-	-	-	0	1	4	10						
N.H.	-	1	6	50	200	1	1	4	44	42	-	0	0	-	1						
R.I.	1	0	31	20	49	-	0	4	37	30	-	0	9	-	-						
Vt.	-	0	9	47	97	4	3	13	152	61	-	0	0	-	-						
MID. ATLANTIC	4	23	155	999	1,616	2	14	44	735	480	-	1	6	58	83						
N.J.	-	3	11	139	269	-	0	0	-	-	-	0	2	9	38						
N.Y. (Upstate)	3	11	146	501	729	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	105	88	2	1	5	42	31	-	0	3	24	22						
Pa.	1	6	15	254	530	-	13	44	693	449	-	0	3	22	23						
E.N. CENTRAL	1	28	79	1,214	1,964	1	4	48	377	153	-	1	4	41	63						
Ill.	-	3	23	125	496	-	1	15	112	46	-	0	3	24	26						
Ind.	1	0	45	52	204	-	0	1	12	11	-	0	2	4	6						
Mich.	-	7	20	249	541	1	1	27	177	45	-	0	1	3	4						
Ohio	-	14	54	589	524	-	1	11	76	51	-	0	2	10	26						
Wis.	-	3	24	199	199	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	1	13	151	580	1,122	1	5	13	239	284	1	5	31	367	192						
Iowa	-	2	16	119	280	-	0	3	30	57	-	0	4	14	5						
Kans.	-	3	12	122	266	1	2	7	101	67	-	0	1	1	1						
Minn.	-	0	119	157	161	-	0	5	32	38	-	0	1	1	3						
Mo.	-	2	9	68	282	-	0	3	39	63	-	4	25	333	158						
