
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2011 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2011
Chlamydia trachomatis infection cummulative for 2010
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2011
Coccidioidomycosis cummulative for 2010
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2011
Cryptosporidiosis cummulative for 2010

tab delimited data:
test
UNITED STATES	10,001	23,909	26,327	42,487	66,493	156	0	370	737	NN	36	119	348	145	364						
NEW ENGLAND	494	781	1,213	1,600	1,623	-	0	0	-	NN	-	7	19	2	97						
Conn.	-	177	402	-	112	N	0	0	N	NN	-	0	2	2	71						
Maine	-	50	100	-	149	N	0	0	N	NN	-	1	7	-	7						
Mass.	389	402	693	1,279	997	N	0	0	N	NN	-	3	9	-	9						
N.H.	32	50	113	121	134	-	0	0	-	NN	-	1	5	-	4						
R.I.	43	66	121	115	169	-	0	0	-	NN	-	0	2	-	1						
Vt.	30	23	51	85	62	N	0	0	N	NN	-	1	5	-	5						
MID. ATLANTIC	1,472	3,354	5,066	4,838	8,931	-	0	0	-	NN	6	15	38	18	32						
N.J.	352	509	680	1,120	1,402	N	0	0	N	NN	-	0	4	-	1						
N.Y. (Upstate)	582	696	1,496	1,372	1,144	N	0	0	N	NN	3	4	13	4	3						
N.Y. City	-	1,220	2,768	-	3,814	N	0	0	N	NN	-	2	6	-	3						
Pa.	538	946	1,092	2,346	2,571	N	0	0	N	NN	3	8	26	14	25						
E.N. CENTRAL	911	3,511	3,994	5,630	10,694	-	0	0	-	NN	8	29	126	41	89						
Ill.	18	781	1,036	590	2,902	N	0	0	N	NN	-	4	21	1	17						
Ind.	-	367	798	344	554	N	0	0	N	NN	-	3	10	1	10						
Mich.	599	946	1,419	2,607	2,891	-	0	0	-	NN	-	5	18	6	20						
Ohio	152	988	1,109	1,287	3,065	-	0	0	-	NN	7	8	24	30	17						
Wis.	142	427	516	802	1,282	N	0	0	N	NN	1	10	61	3	25						
