
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 5, 1999 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 1999
Shigellosis NETSS cummulative for 1998
Shigellosis PHLIS cummulative for 1999
Shigellosis PHLIS cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998

tab delimited data:
test
UNITED STATES	4,735	6,955	1,667	3,011	2,633	2,941	2,213	3,334													
NEW ENGLAND	124	186	111	173	26	33	149	173													
Maine	2	4	-	-	-	1	6	3													
N.H.	7	6	5	6	-	1	1	2													
Vt.	4	3	3	-	1	2	-	1													
Mass.	73	117	69	115	16	21	78	94													
R.I.	12	15	9	12	1	-	17	21													
Conn.	26	41	25	40	8	8	47	52													
MID. ATLANTIC	349	1,101	161	953	109	127	800	907													
Upstate N.Y.	89	198	25	61	15	16	121	124													
N.Y. City	93	364	80	384	47	22	507	555													
N.J.	103	366	56	356	13	49	172	228													
Pa.	64	173	-	152	34	40	U	U													
E.N. CENTRAL	726	1,104	260	231	531	465	136	181													
Ohio	234	265	14	63	37	70	U	U													
Ind.	35	73	8	20	136	79	U	U													
Ill.	275	583	172	129	263	193	U	U													
Mich.	134	105	51	4	95	89	101	136													
Wis.	48	78	15	15	U	34	35	45													
W.N. CENTRAL	303	346	237	160	50	71	191	154													
Minn.	43	70	45	73	5	5	78	50													
Iowa	6	22	8	22	4	-	19	2													
Mo.	213	44	167	29	34	53	72	68													
N. Dak.	2	3	-	2	-	-	2	3													
S. Dak.	8	19	4	15	-	1	3	9													
Nebr.	14	177	-	11	4	4	7	5													
Kans.	17	11	13	8	3	8	10	17													
S. ATLANTIC	905	1,220	173	440	848	1,136	406	477													
Del.	5	7	2	1	4	15	12	8													
Md.	52	86	10	24	182	319	U	U													
D.C.	25	9	-	-	14	34	19	48													
Va.	32	56	5	23	65	74	83	118													
W. Va.	4	7	2	4	2	2	19	21													
N.C.	81	112	39	73	224	323	158	160													
S.C.	40	66	15	25	108	139	115	122													
Ga.	87	283	27	105	128	126	U	U													
Fla.	579	594	73	185	121	104	U	U													
E.S. CENTRAL	477	373	217	218	491	488	188	261													
Ky.	60	71	-	38	43	50	U	U													
Tenn.	331	58	197	73	273	242	U	U													
Ala.	47	216	19	105	115	105	132	158													
Miss.	39	28	1	2	60	91	56	103													
W.S. CENTRAL	717	1,248	299	463	381	368	124	882													
Ark.	42	63	21	15	27	53	71	41													
La.	64	71	29	124	108	115	U	U													
Okla.	206	86	60	30	89	22	53	48													
Tex.	405	1,028	189	294	157	178	-	793													
MOUNTAIN	287	450	122	254	83	96	61	102													
Mont.	6	1	-	2	-	-	5	12													
Idaho	5	11	3	6	-	-	-	4													
Wyo.	2	-	1	-	-	-	1	2													
Colo.	47	60	35	46	1	5	U	U													
N. Mex.	36	90	13	36	-	12	22	27													
Ariz.	156	256	64	147	78	71	U	U													
Utah	19	14	-	10	2	3	18	28													
Nev.	16	18	6	7	2	5	15	29													
PACIFIC	847	927	87	119	114	157	158	197													
Wash.	39	49	40	49	28	9	66	105													
Oreg.	29	52	28	50	1	1	U	U													
Calif.	758	807	-	-	82	147	U	U													
Alaska	-	3	-	2	1	-	28	20													
Hawaii	21	16	19	18	2	-	64	72													
Guam	-	19	-	-	-	-	-	37													
P.R.	17	25	-	-	79	105	41	65													
V.I.	-	-	-	-	U	U	U	U													
Amer. Samoa	-	-	-	-	U	U	U	U													
C.N.M.I.	-	10	-	-	-	110	-	54													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


