
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 1996 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	10,058	15,846	42,360	125	42	57,565	81,911	618	857	122	221										
NEW ENGLAND	454	795	2,022	16	3	1,578	1,172	15	19	3	3										
Maine	8	15	-	2	-	9	12	-	-	1	-										
N.H.	14	11	128	1	1	27	23	-	1	-	-										
Vt.	5	6	-	3	2	17	6	9	1	-	-										
Mass.	250	447	1,388	6	-	483	674	5	17	1	2										
R.I.	17	55	506	2	-	137	130	1	-	1	1										
Conn.	160	261	-	2	-	905	327	-	-	N	N										
MID. ATLANTIC	2,863	3,913	6,189	19	9	4,890	9,289	58	75	28	26										
Upstate N.Y.	324	276	N	11	6	875	1,923	53	28	8	6										
N.Y. City	1,615	2,301	765	-	-	1,012	3,176	1	1	-	1										
N.J.	554	888	1,155	5	-	673	763	-	37	2	7										
Pa.	370	448	4,269	N	3	2,330	3,427	4	9	18	12										
E.N. CENTRAL	822	1,358	9,339	18	2	9,876	17,422	73	66	44	82										
Ohio	250	378	1,667	14	-	894	5,869	2	2	19	35										
Ind.	91	103	1,926	2	-	1,576	1,721	3	-	11	15										
Ill.	315	533	-	2	1	3,649	4,345	7	25	1	12										
Mich.	108	270	4,994	-	1	3,295	4,027	61	39	12	10										
Wis.	58	74	752	N	-	462	1,460	-	-	1	10										
W.N. CENTRAL	254	386	4,469	13	12	3,470	4,599	73	19	8	26										
Minn.	56	91	-	1	8	874	657	-	-	-	-										
Iowa	23	15	549	4	1	197	310	47	2	2	4										
Mo.	93	146	2,416	1	-	1,779	2,695	25	12	1	21										
N. Dak.	-	-	-	1	1	-	7	-	-	-	-										
S. Dak.	3	1	222	-	-	34	37	-	1	1	-										
Nebr.	22	38	388	1	-	57	238	-	2	4	-										
Kans.	57	95	894	5	2	529	655	1	2	-	1										
S. ATLANTIC	2,485	3,999	10,740	10	1	23,318	23,878	28	57	11	40										
Del.	72	69	-	-	-	332	451	-	-	-	-										
Md.	198	626	1,149	N	-	2,902	2,948	-	2	2	9										
D.C.	125	236	N	-	-	966	1,302	-	-	1	3										
Va.	129	326	2,288	N	1	2,184	2,417	1	-	2	2										
W. Va.	19	19	-	N	-	99	141	4	14	1	3										
N.C.	34	245	-	4	-	4,382	5,499	8	16	3	7										
S.C.	93	167	-	1	-	2,619	2,547	4	1	1	5										
Ga.	446	450	2,597	2	-	5,811	4,097	-	9	-	5										
Fla.	1,369	1,861	4,706	-	-	4,023	4,476	11	15	1	6										
E.S. CENTRAL	360	491	2,067	5	1	5,860	9,467	87	349	11	8										
Ky.	66	39	-	-	-	884	1,073	4	7	2	2										
Tenn.	141	220	2,026	N	1	1,964	2,711	82	341	4	3										
Ala.	90	157	-	-	-	2,845	3,793	1	1	-	2										
Miss.	63	75	41	2	-	167	1,890	-	-	5	1										
W.S. CENTRAL	956	1,352	1,581	6	1	3,318	7,550	60	35	-	3										
Ark.	45	63	-	4	-	592	873	1	-	-	-										
La.	225	267	-	N	1	1,739	2,658	13	13	-	1										
Okla.	28	83	1,581	1	-	987	553	33	19	-	2										
Tex.	658	939	-	1	-	-	3,466	13	3	-	-										
MOUNTAIN	254	556	3,527	16	6	1,409	1,960	129	89	5	21										
Mont.	3	8	-	-	-	4	24	6	4	-	2										
Idaho	4	16	302	6	4	14	28	31	12	-	1										
Wyo.	-	4	149	-	-	9	11	41	32	-	-										
Colo.	85	214	-	5	2	427	657	4	19	4	12										
N. Mex.	20	42	-	-	-	176	246	24	14	-	1										
Ariz.	96	135	2,259	N	-	573	638	15	4	-	1										
Utah	39	37	254	3	-	49	39	6	3	-	2										
Nev.	7	100	563	2	-	157	317	2	1	1	2										
PACIFIC	1,610	2,996	2,426	22	7	3,846	6,574	95	148	12	12										
Wash.	141	282	2,096	4	4	536	584	17	34	-	-										
Oreg.	103	93	-	8	-	78	100	2	6	-	-										
Calif.	1,340	2,514	-	7	-	3,059	5,554	42	99	12	9										
Alaska	3	29	N	-	-	87	201	2	1	-	-										
Hawaii	23	78	318	N	3	86	135	32	8	-	3										
Guam	3	-	-	N	-	-	20	-	-	-	-										
P.R.	255	638	N	N	U	85	131	35	31	-	-										
V.I.	1	14	N	N	U	-	8	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	8	5	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


