
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 2, 2008 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	48	89	259	3,548	3,688	15	36	166	1,001	1,126											
NEW ENGLAND	-	6	31	270	291	-	2	14	48	89											
Conn.	-	0	26	83	90	-	0	11	-	11											
Maine	-	0	3	20	21	-	0	1	1	1											
Mass.	-	3	8	125	141	-	1	5	37	59											
N.H.	-	0	2	18	22	-	0	1	7	8											
R.I.	-	0	8	14	2	-	0	1	2	8											
Vt.	-	0	2	10	15	-	0	1	1	2											
MID. ATLANTIC	9	17	43	744	712	3	4	19	125	205											
N.J.	-	3	11	122	132	-	1	6	21	41											
N.Y. (Upstate)	2	6	17	248	216	3	2	14	68	74											
N.Y. City	-	3	10	132	177	-	1	12	36	90											
Pa.	7	5	16	242	187	N	0	0	N	N											
E.N. CENTRAL	8	19	63	776	736	1	6	23	215	200											
Ill.	-	5	16	193	224	-	1	6	46	48											
Ind.	-	2	11	99	85	-	0	14	24	12											
Mich.	1	3	10	120	153	-	1	5	51	56											
Ohio	6	5	14	207	174	-	1	5	36	42											
Wis.	1	2	42	157	100	1	1	9	58	42											
W.N. CENTRAL	9	4	39	283	242	3	2	16	85	57											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	6	38	26	-	0	3	12	-											
Minn.	9	0	35	130	116	3	0	13	33	35											
Mo.	-	2	10	64	63	-	1	2	25	15											
Nebr.	-	0	3	25	19	-	0	3	6	6											
N. Dak.	-	0	5	10	11	-	0	2	4	1											
S. Dak.	-	0	2	16	7	-	0	1	5	-											
S. ATLANTIC	11	19	34	600	858	2	5	13	126	193											
Del.	-	0	2	6	7	-	0	0	-	-											
D.C.	-	0	2	15	16	-	0	1	1	2											
Fla.	3	6	11	171	195	2	1	4	39	39											
Ga.	-	5	12	154	167	-	1	5	20	43											
Md.	2	0	6	7	148	-	0	4	2	48											
N.C.	3	2	10	96	118	N	0	0	N	N											
S.C.	-	1	5	38	78	-	1	4	35	25											
Va.	3	3	12	91	109	-	0	6	24	31											
W. Va.	-	0	3	22	20	-	0	1	5	5											
E.S. CENTRAL	-	4	9	116	151	-	2	11	65	62											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	26	32	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	16	5											
Tenn.	-	3	7	90	119	-	2	9	49	57											
W.S. CENTRAL	5	7	85	294	213	4	5	66	161	157											
Ark.	-	0	2	4	16	-	0	2	4	9											
La.	-	0	1	3	14	-	0	2	2	28											
Okla.	2	1	19	76	51	1	1	7	48	34											
Tex.	3	5	65	211	132	3	3	58	107	86											
MOUNTAIN	1	10	22	371	394	2	5	12	166	152											
Ariz.	-	4	9	141	146	1	2	8	84	72											
Colo.	1	2	8	103	101	1	1	4	45	31											
Idaho	-	0	2	11	9	-	0	1	3	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	2	6	2	N	0	0	N	N											
N. Mex.	-	2	7	66	68	-	0	3	14	27											
Utah	-	1	5	39	63	-	0	3	15	19											
Wyo.	-	0	2	5	5	-	0	1	1	-											
PACIFIC	5	3	10	94	91	-	0	2	10	11											
Alaska	5	0	3	29	17	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	10	65	74	-	0	2	10	11											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	3	-	7	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


