
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 30, 1997 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	2,308	2,259	3	385	481	60	3,328	3,328	1	130	211										
NEW ENGLAND	144	94	-	8	1	6	620	780	-	1	25										
Maine	16	10	-	-	-	-	6	24	-	-	-										
N.H.	13	3	-	-	-	3	80	69	-	-	-										
Vt.	3	3	-	-	-	2	187	42	-	-	2										
Mass.	71	36	-	2	1	1	321	611	-	1	20										
R.I.	13	10	-	5	-	-	12	13	-	-	-										
Conn.	28	32	-	1	-	-	14	21	-	-	3										
MID. ATLANTIC	210	244	-	41	58	10	243	236	1	29	10										
Upstate N.Y.	53	63	-	7	18	-	82	117	-	2	4										
N.Y. City	38	37	-	3	14	-	56	22	1	27	4										
N.J.	44	53	-	5	2	-	9	16	-	-	2										
Pa.	75	91	-	26	24	10	96	81	-	-	-										
E.N. CENTRAL	324	323	-	42	101	2	256	434	-	4	3										
Ohio	126	119	-	18	35	2	105	158	-	-	-										
Ind.	36	46	-	7	6	-	38	31	-	-	-										
Ill.	97	90	-	7	19	-	40	93	-	1	1										
Mich.	39	32	-	10	39	-	38	29	-	-	2										
Wis.	26	36	-	-	2	-	35	123	-	3	-										
W.N. CENTRAL	173	185	-	13	12	5	230	172	-	-	-										
Minn.	29	25	-	5	3	-	142	127	-	-	-										
Iowa	39	40	-	6	1	1	24	8	-	-	-										
Mo.	77	70	-	-	5	4	40	20	-	-	-										
N. Dak.	1	3	U	-	2	U	2	1	U	-	-										
S. Dak.	4	9	-	-	-	-	3	3	-	-	-										
Nebr.	8	16	-	2	-	-	6	5	-	-	-										
Kans.	15	22	U	-	1	U	13	8	U	-	-										
S. ATLANTIC	407	351	1	53	79	7	324	353	-	64	91										
Del.	5	2	-	-	-	-	1	17	-	-	-										
Md.	37	39	-	4	26	-	97	127	-	1	-										
D.C.	1	5	-	-	-	-	3	-	-	-	1										
Va.	38	41	-	9	12	-	34	40	-	1	2										
W. Va.	14	13	-	-	-	-	6	2	-	-	-										
N.C.	77	60	-	8	17	-	85	72	-	51	77										
S.C.	44	42	-	10	5	5	20	20	-	9	1										
Ga.	76	103	-	5	2	-	9	17	-	-	-										
Fla.	115	46	1	17	17	2	69	58	-	2	10										
E.S. CENTRAL	181	162	-	18	19	-	76	168	-	-	2										
Ky.	38	21	-	3	-	-	21	134	-	-	-										
Tenn.	71	47	-	3	1	-	28	15	-	-	-										
Ala.	55	55	-	6	3	-	19	12	-	-	2										
Miss.	17	39	-	6	15	-	8	7	-	-	N										
W.S. CENTRAL	221	248	-	34	33	11	145	94	-	4	7										
Ark.	27	28	-	1	1	5	21	3	-	-	-										
La.	45	47	-	11	12	-	13	7	-	-	1										
Okla.	25	24	-	-	-	5	21	8	-	-	-										
Tex.	124	149	-	22	20	1	90	76	-	4	6										
MOUNTAIN	138	135	2	52	20	17	880	298	-	5	6										
Mont.	8	6	-	-	-	-	16	18	-	-	-										
Idaho	8	20	-	2	-	-	546	92	-	1	2										
Wyo.	2	3	-	1	-	-	6	3	-	-	-										
Colo.	36	27	-	3	3	5	189	91	-	-	2										
N. Mex.	22	21	N	N	N	4	66	40	-	-	-										
Ariz.	39	30	-	31	1	6	30	16	-	4	1										
Utah	11	12	1	8	3	1	13	10	-	-	-										
Nev.	12	16	1	7	13	1	14	28	-	-	1										
PACIFIC	510	517	-	124	158	2	554	793	-	23	67										
Wash.	62	73	-	14	18	2	245	296	-	5	15										
Oreg.	98	92	N	N	N	-	17	42	-	-	1										
Calif.	344	343	-	90	117	-	267	430	-	10	48										
Alaska	2	6	-	3	2	-	14	1	-	-	-										
Hawaii	4	3	-	17	21	-	11	24	-	8	3										
Guam	-	4	U	1	4	U	-	-	U	-	-										
P.R.	9	11	-	5	1	-	-	2	-	-	-										
V.I.	-	-	-	-	1	-	-	-	-	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	4	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


