
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 4, 2004 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	23,710	29,948	578,769	572,669	3,889	2,361	1,924	1,822	427	1,871											
NEW ENGLAND	775	992	19,926	18,315	-	-	101	121	-	6											
Maine	10	49	1,348	1,325	N	N	16	9	-	-											
N.H.	29	24	890	1,033	-	-	16	15	-	1											
Vt.	13	13	679	688	-	-	19	23	-	-											
Mass.	236	408	9,063	7,223	-	-	32	55	-	2											
R.I.	82	79	2,271	1,923	-	-	4	12	-	-											
Conn.	405	419	5,675	6,123	N	N	14	7	-	3											
MID. ATLANTIC	5,023	6,700	72,409	70,735	-	-	265	248	3	78											
Upstate N.Y.	625	671	15,234	12,731	N	N	70	66	-	-											
N.Y. City	2,759	3,396	22,143	23,076	-	-	52	72	2	22											
N.J.	923	1,160	10,736	10,609	-	-	16	12	-	9											
Pa.	716	1,473	24,296	24,319	N	N	127	98	1	47											
E.N. CENTRAL	1,946	2,916	96,482	103,046	10	7	567	544	23	37											
Ohio	240	552	22,194	28,052	N	N	162	65	2	16											
Ind.	257	378	11,784	11,421	N	N	59	57	2	7											
Ill.	961	1,341	25,952	31,792	-	-	60	57	12	8											
Mich.	382	509	25,212	20,435	10	7	108	81	3	3											
Wis.	106	136	11,340	11,346	-	-	178	284	4	3											
W.N. CENTRAL	483	568	34,684	33,260	4	2	255	230	29	450											
Minn.	120	110	6,566	7,269	N	N	85	79	8	28											
Iowa	37	64	3,642	3,574	N	N	55	48	-	40											
Mo.	211	268	13,403	11,947	3	1	42	22	5	13											
N. Dak.	13	3	989	1,053	N	N	9	10	1	74											
S. Dak.	7	8	1,629	1,686	-	-	23	26	5	121											
Nebr.	18	38	3,411	3,024	1	1	22	9	-	125											
Kans.	77	77	5,044	4,707	N	N	19	36	10	49											
S. ATLANTIC	7,289	8,475	113,964	107,416	-	3	323	222	28	72											
Del.	105	173	1,911	2,019	N	N	-	3	-	1											
Md.	808	989	12,767	10,831	-	3	14	12	4	17											
D.C.	460	764	2,130	2,157	-	-	11	7	-	1											
Va.	403	652	14,853	12,656	-	-	38	28	2	8											
W. Va.	33	60	1,875	1,715	N	N	4	3	-	-											
N.C.	401	851	19,215	17,499	N	N	53	23	2	8											
S.C.	428	544	13,162	8,797	-	-	13	5	-	1											
Ga.	1,034	1,375	20,703	23,641	-	-	104	78	4	9											
Fla.	3,617	3,067	27,348	28,101	N	N	86	63	16	27											
E.S. CENTRAL	1,179	1,308	37,779	37,485	4	1	72	85	20	44											
Ky.	130	111	3,850	5,498	N	N	28	19	-	5											
Tenn.	466	575	15,148	13,471	N	N	12	29	3	7											
Ala.	295	310	8,190	9,863	-	-	15	29	8	14											
Miss.	288	312	10,591	8,653	4	1	17	8	9	18											
W.S. CENTRAL	2,978	3,085	73,507	71,882	2	-	53	59	46	445											
Ark.	130	126	5,026	5,304	1	-	14	6	1	14											
La.	606	415	15,796	14,182	1	-	-	2	30	60											
Okla.	120	153	7,576	7,661	N	N	15	9	2	30											
Tex.	2,122	2,391	45,109	44,735	-	-	24	42	13	341											
MOUNTAIN	861	1,143	32,482	32,929	2,512	1,582	120	81	193	739											
Mont.	5	11	1,486	1,346	N	N	33	14	1	56											
Idaho	9	18	1,946	1,697	N	N	16	17	-	-											
Wyo.	8	5	724	661	1	1	2	3	2	86											
Colo.	166	295	7,624	8,638	N	N	41	21	28	537											
N. Mex.	118	88	3,795	5,010	11	5	7	6	15	55											
Ariz.	331	486	10,958	9,364	2,433	1,545	17	4	128	3											
Utah	44	47	2,349	2,521	23	5	2	10	3	-											
Nev.	180	193	3,600	3,692	44	26	2	6	16	2											
PACIFIC	3,176	4,761	97,536	97,601	1,357	766	168	232	85	-											
Wash.	215	309	11,842	10,635	N	N	17	25	-	-											
Oreg.	157	184	5,475	5,020	-	-	26	28	-	-											
Calif.	2,717	4,184	76,173	75,809	1,357	766	124	179	85	-											
Alaska	29	13	2,406	2,547	-	-	-	-	-	-											
Hawaii	58	71	1,640	3,590	-	-	1	-	-	-											
Guam	2	5	-	431	-	-	-	-	-	-											
P.R.	401	787	1,699	1,659	N	N	N	N	-	-											
V.I.	6	25	143	271	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


