
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 25, 2009 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	39	57	109	1,172	1,353	4	8	19	172	173	96	257	433	3,518	3,767						
NEW ENGLAND	1	1	48	22	23	-	0	5	1	2	8	5	15	108	99						
Conn.	-	0	48	-	-	-	0	5	-	-	-	1	5	24	6						
Maine	-	0	2	4	8	-	0	1	-	-	-	0	2	1	3						
Mass.	-	0	1	1	-	-	0	1	1	-	8	4	11	71	75						
N.H.	-	0	3	5	-	-	0	0	-	-	-	0	2	8	6						
R.I.	-	0	4	5	8	-	0	1	-	1	-	0	5	4	4						
Vt.	1	0	2	7	7	-	0	1	-	1	-	0	2	-	5						
MID. ATLANTIC	3	3	10	54	134	-	0	3	10	12	34	33	51	568	532						
N.J.	-	0	0	-	-	-	0	0	-	-	5	4	12	77	74						
N.Y. (Upstate)	1	1	8	22	24	-	0	2	6	4	1	2	8	29	39						
N.Y. City	-	1	5	2	51	-	0	0	-	-	24	23	37	373	323						
Pa.	2	1	8	30	59	-	0	1	4	8	4	5	11	89	96						
E.N. CENTRAL	10	9	28	211	304	1	1	5	32	38	12	20	36	276	366						
Ill.	N	0	0	N	N	N	0	0	N	N	-	5	14	44	141						
Ind.	-	2	19	38	111	-	0	3	7	13	3	2	10	51	44						
Mich.	-	0	2	10	11	-	0	0	-	2	9	4	18	76	57						
Ohio	10	7	18	163	182	1	1	4	25	23	-	6	28	89	106						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	16	18						
W.N. CENTRAL	3	2	8	45	97	1	0	2	12	6	4	6	14	85	141						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	8	7						
Kans.	1	1	4	14	44	-	0	2	8	2	2	0	3	6	9						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	6	16	34						
Mo.	2	1	4	27	50	1	0	1	4	1	2	3	10	52	86						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	2	3	5						
N. Dak.	-	0	2	4	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	3	-	0	0	-	3	-	0	1	-	-						
S. ATLANTIC	18	22	53	602	550	1	4	14	80	80	24	60	250	832	690						
Del.	-	0	1	7	2	-	0	0	-	-	-	0	4	11	1						
D.C.	N	0	0	N	N	N	0	0	N	N	3	2	9	55	36						
Fla.	11	14	36	380	292	1	3	13	57	46	2	20	38	329	265						
Ga.	5	7	25	159	196	-	1	5	21	29	-	13	222	87	97						
