
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 29, 2006 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,416	18,740	35,170	525,112	552,151	57	126	1,643	3,879	2,200	55	62	860	1,468	1,444						
NEW ENGLAND	540	631	1,550	18,294	18,692	-	0	0	-	-	2	4	35	89	86						
Conn.	46	172	1,214	5,457	5,805	N	0	0	N	N	-	0	14	12	9						
Maine	46	41	74	1,151	1,230	N	0	0	N	N	-	0	3	14	15						
Mass.	347	280	432	8,081	8,165	-	0	0	-	-	1	1	15	33	35						
N.H.	6	35	64	1,022	1,047	-	0	0	-	-	-	1	3	12	11						
R.I.	81	66	99	1,926	1,895	-	0	0	-	-	-	0	6	4	2						
Vt.	14	19	43	657	550	N	0	0	N	N	1	0	5	14	14						
MID. ATLANTIC	1,495	2,342	3,696	66,269	67,243	-	0	0	-	-	5	11	597	219	185						
N.J.	-	369	498	9,530	11,181	N	0	0	N	N	-	0	8	6	13						
N.Y. (Upstate)	528	497	1,727	13,466	13,458	N	0	0	N	N	2	3	561	61	51						
N.Y. City	364	763	1,611	21,136	21,575	N	0	0	N	N	-	2	15	38	47						
Pa.	603	728	1,075	22,137	21,029	N	0	0	N	N	3	5	21	114	74						
E.N. CENTRAL	1,239	3,119	12,578	83,289	91,628	-	0	3	25	5	10	15	162	322	337						
Ill.	991	963	1,536	27,524	28,328	-	0	0	-	-	-	2	16	31	48						
Ind.	133	389	552	9,313	11,379	N	0	0	N	N	-	1	13	31	21						
Mich.	-	579	9,888	17,681	15,005	-	0	3	21	5	-	2	7	54	43						
Ohio	70	733	1,445	17,687	25,301	-	0	1	4	-	10	5	109	116	88						
Wis.	45	399	531	11,084	11,615	N	0	0	N	N	-	5	38	90	137						
W.N. CENTRAL	417	1,135	1,453	32,527	33,667	-	0	12	-	4	13	10	52	254	231						
Iowa	102	150	225	4,595	3,985	N	0	0	N	N	-	1	11	30	65						
Kans.	-	154	269	4,370	4,058	N	0	0	N	N	-	1	5	27	16						
Minn.	7	234	337	6,201	7,062	-	0	12	-	3	6	3	22	97	49						
Mo.	239	433	531	12,141	13,064	-	0	0	-	1	5	2	37	51	80						
Nebr.	-	94	176	2,784	2,999	N	0	1	N	N	2	1	4	20	8						
N. Dak.	23	33	58	949	922	N	0	0	N	N	-	0	4	6	-						
S. Dak.	46	52	117	1,487	1,577	N	0	0	N	N	-	0	4	23	13						
S. ATLANTIC	3,151	3,335	4,923	100,603	103,159	-	0	1	2	-	20	14	54	348	261						
Del.	70	69	92	2,034	1,861	N	0	0	N	N	-	0	2	1	-						
D.C.	19	57	103	1,485	2,177	-	0	0	-	-	-	0	3	9	3						
Fla.	738	898	1,090	27,135	25,028	N	0	0	N	N	6	6	28	143	120						
Ga.	3	618	2,142	15,175	17,857	-	0	0	-	-	8	3	9	95	62						
Md.	352	355	492	10,222	10,523	-	0	1	2	-	-	0	4	10	11						
N.C.	523	569	1,772	18,844	19,319	N	0	0	N	N	1	1	10	44	30						
S.C.	1,079	278	1,306	10,481	11,276	N	0	0	N	N	2	0	4	21	10						
Va.	367	427	840	13,352	13,631	N	0	0	N	N	3	1	8	22	21						
W. Va.	-	56	226	1,875	1,487	N	0	0	N	N	-	0	3	3	4						
E.S. CENTRAL	862	1,409	1,941	41,666	40,441	-	0	0	-	-	3	3	29	68	46						
Ala.	103	369	754	11,613	8,510	N	0	0	N	N	3	0	5	31	13						
Ky.	240	160	402	5,597	5,493	N	0	0	N	N	-	1	25	14	18						
Miss.	-	378	609	10,175	13,006	-	0	0	-	-	-	0	1	6	-						
Tenn.	519	489	614	14,281	13,432	N	0	0	N	N	-	1	4	17	15						
W.S. CENTRAL	1,215	2,124	3,605	60,793	65,664	-	0	1	-	-	1	3	30	74	52						
Ark.	207	154	340	4,321	5,038	-	0	0	-	-	-	0	2	8	2						
La.	142	277	761	8,941	11,439	-	0	1	-	N	-	0	21	-	4						
Okla.	126	228	2,159	6,581	6,261	N	0	0	N	N	-	1	10	22	26						
Tex.	740	1,362	1,800	40,950	42,926	N	0	0	N	N	1	2	19	44	20						
MOUNTAIN	394	1,057	1,839	26,935	36,364	-	92	452	2,424	1,382	1	2	9	54	72						
Ariz.	320	359	642	10,173	12,784	-	91	448	2,359	1,320	-	0	1	4	7						
Colo.	-	189	482	3,113	8,491	N	0	0	N	N	-	1	3	17	23						
Idaho	-	52	168	1,773	1,393	N	0	0	N	N	1	0	2	7	7						
Mont.	-	43	195	1,411	1,331	N	0	0	N	N	-	0	2	8	12						
Nev.	-	85	432	2,055	4,210	-	1	4	21	40	-	0	1	3	8						
N. Mex.	-	171	338	4,987	5,020	-	0	2	8	13	-	0	3	5	8						
Utah	74	92	136	2,643	2,508	-	1	3	34	7	-	0	3	6	5						
Wyo.	-	26	55	780	627	-	0	2	2	2	-	0	3	4	2						
PACIFIC	2,103	3,290	5,079	94,736	95,293	57	38	1,179	1,428	809	-	3	52	40	174						
Alaska	-	83	152	2,345	2,367	-	0	0	-	-	-	0	2	3	-						
Calif.	1,679	2,547	4,231	73,888	73,746	57	38	1,179	1,428	809	-	0	14	-	121						
Hawaii	1	106	135	3,007	3,144	N	0	0	N	N	-	0	1	1	1						
Oreg.	125	177	315	5,229	5,107	N	0	0	N	N	-	1	20	36	29						
Wash.	298	354	604	10,267	10,929	N	0	0	N	N	-	0	38	-	23						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	18	37	-	446	-	0	0	-	-	-	0	0	-	-						
P.R.	-	68	162	1,877	2,492	N	0	0	N	N	N	0	0	N	N						
V.I.	-	2	12	83	177	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
