
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending November 26, 2011 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2011
5-year weekly average†
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
Total cases reported for year 2007
Total cases reported for year 2006
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	1	0	-	1	-	1	1		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	120	0	75	55	62	55	67		
Eastern equine encephalitis virus disease	-	3	-	10	4	4	4	8		
Powassan virus disease	-	14	0	8	6	2	7	1		
St. Louis encephalitis virus disease	-	3	0	10	12	13	9	10		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	3	609	0	NN	NN	NN	NN	NN	NY (3 )	
Botulism, total	-	104	3	112	118	145	144	165		
foodborne	-	8	0	7	10	17	32	20		
infant	-	67	2	80	83	109	85	97		
other(wound & unspecified)	-	29	1	25	25	19	27	48		
Brucellosis	1	69	2	115	115	80	131	121	FL (1 )	
Chancroid	-	26	0	24	28	25	23	33		
Cholera	-	29	0	13	10	5	7	9		
Cyclosporiasis §	2	145	1	179	141	139	93	137	FL (2 )	
Diphtheria	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	6	0	23	35	30	22	29		
nonserotype b	-	96	4	200	236	244	199	175		
unknown serotype	4	206	4	223	178	163	180	179	MI (1 ), ND (1 ), FL (1 ), KY (1 )	
Hansen disease §	-	43	1	98	103	80	101	66		
Hantavirus pulmonary syndrome §	-	19	0	20	20	18	32	40		
Hemolytic uremic syndrome, post-diarrheal §	4	180	4	266	242	330	292	288	OH (1 ), NC (1 ), TX (1 ), OR (1 )	
Influenza-associated pediatric mortality §, ††	2	116	4	61	358	90	77	43	CA (2 )	
Listeriosis	9	673	15	821	851	759	808	884	NY (2 ), OH (1 ), ND (2 ), NC (4 )	
Measles §§	-	205	0	63	71	140	43	55		
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	-	168	6	280	301	330	325	318		
serogroup B	-	90	3	135	174	188	167	193		
other serogroup	1	11	0	12	23	38	35	32	NE (1 )	
unknown serogroup	1	338	9	406	482	616	550	651	OH (1 )	
Novel influenza A infection virus ***	-	8	0	4	43,774	2	4	NN		
Plague	-	2	-	2	8	3	7	17		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	NN		
Psittacosis §	-	2	0	4	9	8	12	21		
Q fever total §:	-	94	2	131	113	120	171	169		
acute	-	71	1	106	93	106	-	-		
chronic	-	23	0	25	20	14	-	-		
Rabies, human	-	2	0	2	4	2	1	3		
Rubella †††	-	5	0	5	3	16	12	11		
Rubella, congenital syndrome	-	-	-	-	2	-	-	1		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	1	101	2	142	161	157	132	125	OH (1 )	
Syphilis, congenital (age &lt;1 yr) §§§	-	207	7	377	423	431	430	349		
Tetanus	-	8	1	26	18	19	28	41		
Toxic-shock syndrome (staphylococcal) §	-	64	1	82	74	71	92	101		
Trichinellosis	-	9	0	7	13	39	5	15		
Tularemia	-	137	1	124	93	123	137	95		
Typhoid fever	2	322	4	467	397	449	434	353	NC (1 ), NV (1 )	
Vancomycin-intermediate Staphylococcus aureus §	1	59	1	91	78	63	37	6	FL (1 )	
Vancomycin-resistant Staphylococcus aureus §	-	-	-	2	1	-	2	1		
Vibriosis (non-cholera Vibrio species infections) §	5	684	8	846	789	588	549	NN	FL (3 ), MS (1 ), OR (1 )	
Viral Hemorrhagic Fever ¶¶¶	-	-	-	1	NN	NN	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
