
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 2, 1999 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	34,088	35,254	436,096	438,891	1,627	2,978	2,394	2,236	1,501	1,786											
NEW ENGLAND	1,698	1,354	14,947	15,349	105	123	249	275	228	231											
Maine	54	24	738	730	20	25	31	32	-	-											
N.H.	36	25	698	732	11	12	26	38	26	41											
Vt.	13	17	355	316	32	21	24	18	14	14											
Mass.	1,116	684	6,896	6,246	40	58	143	128	115	132											
R.I.	77	98	1,723	1,709	2	7	25	11	6	1											
Conn.	402	506	4,537	5,616	-	-	U	48	67	43											
MID. ATLANTIC	8,684	9,591	48,985	45,562	255	449	203	241	60	81											
Upstate N.Y.	952	1,103	N	N	115	269	155	173	-	-											
N.Y. City	4,588	5,419	21,963	19,725	108	163	6	11	15	12											
N.J.	1,619	1,753	7,688	8,738	22	17	42	57	32	48											
Pa.	1,525	1,316	19,334	17,099	10	N	N	N	13	21											
E.N. CENTRAL	2,280	2,565	60,981	74,433	371	595	496	354	367	304											
Ohio	345	549	17,240	19,764	33	57	152	94	146	58											
Ind.	258	412	7,898	8,210	32	48	73	78	36	41											
Ill.	1,108	986	20,939	20,193	17	69	178	97	81	70											
Mich.	456	466	14,904	15,932	40	33	93	85	62	60											
Wis.	113	152	U	10,334	249	388	N	N	42	75											
W.N. CENTRAL	770	661	25,090	26,065	174	239	493	377	268	345											
Minn.	138	135	5,187	5,264	64	79	194	167	137	189											
Iowa	69	58	2,982	3,312	50	60	97	76	57	49											
Mo.	370	310	8,595	9,398	23	20	39	37	51	52											
N. Dak.	6	4	325	762	16	27	16	10	1	14											
S. Dak.	14	13	1,174	1,149	6	19	38	22	13	31											
Nebr.	60	60	2,601	2,050	14	30	88	39	-	-											
Kans.	113	81	4,226	4,130	1	4	21	26	9	10											
S. ATLANTIC	9,423	9,157	99,733	84,485	281	237	253	184	138	143											
Del.	129	112	1,968	1,920	-	3	6	-	3	2											
Md.	1,113	1,300	7,701	5,610	12	16	20	34	1	14											
D.C.	412	690	N	N	8	7	-	1	U	U											
Va.	608	687	10,637	10,597	19	16	61	N	48	47											
W. Va.	53	68	1,204	1,791	2	1	9	8	6	8											
N.C.	629	637	17,093	16,469	15	N	54	44	46	42											
S.C.	797	598	17,953	13,334	-	-	19	10	14	8											
Ga.	1,382	979	21,374	17,349	114	81	27	61	-	-											
Fla.	4,300	4,086	21,803	17,415	111	113	57	26	20	22											
E.S. CENTRAL	1,536	1,440	34,759	30,545	24	20	98	98	53	54											
Ky.	214	221	5,691	4,776	6	8	29	29	-	-											
Tenn.	588	519	10,528	10,121	6	7	43	44	33	35											
Ala.	405	395	9,657	7,609	10	N	21	20	16	17											
Miss.	329	305	8,883	8,039	2	5	5	5	4	2											
W.S. CENTRAL	3,524	4,187	61,491	66,322	64	854	73	77	76	81											
Ark.	132	159	4,505	2,972	1	6	11	9	8	9											
La.	663	705	10,879	10,754	22	14	9	4	11	5											
Okla.	101	238	5,853	7,500	8	N	19	12	12	6											
Tex.	2,628	3,085	40,254	45,096	33	834	34	52	45	61											
MOUNTAIN	1,343	1,230	23,804	24,268	77	112	225	289	88	207											
Mont.	8	23	1,099	999	10	10	17	15	-	5											
Idaho	19	19	1,267	1,494	7	17	35	35	8	22											
Wyo.	10	1	574	518	1	1	13	51	5	54											
Colo.	235	230	4,710	6,041	11	15	81	62	40	48											
N. Mex.	74	178	2,943	2,508	33	44	9	17	5	16											
Ariz.	697	501	9,238	8,601	9	16	25	34	16	26											
Utah	116	101	1,580	1,564	N	N	31	61	12	21											
Nev.	184	177	2,393	2,543	6	9	14	14	2	15											
PACIFIC	4,830	5,069	66,306	71,862	276	349	304	341	223	340											
Wash.	285	331	8,798	8,395	N	N	122	72	104	102											
Oreg.	151	138	4,697	4,101	86	58	62	N	55	87											
Calif.	4,319	4,452	49,271	56,063	190	288	111	172	55	138											
Alaska	13	17	1,424	1,403	-	-	1	4	-	-											
Hawaii	62	131	2,116	1,900	-	3	8	-	9	13											
Guam	5	-	226	302	-	-	N	N	U	U											
P.R.	1,013	1,244	U	U	-	N	5	5	U	U											
V.I.	25	24	U	U	U	U	U	U	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


