
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 19, 2006 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	25	51	334	1,729	1,826	104	170	334	5,336	5,319	557	800	3,204	28,483	18,395						
NEW ENGLAND	-	1	24	19	163	3	4	17	135	130	-	43	144	1,009	3,647						
Conn.	U	0	7	U	68	-	0	11	28	27	U	0	58	U	1,033						
Maine	N	0	0	N	N	-	0	2	7	1	-	5	20	151	213						
Mass.	-	0	6	-	72	3	2	6	84	84	-	7	54	93	1,659						
N.H.	-	0	0	-	-	-	0	2	7	9	-	5	43	267	205						
R.I.	-	0	11	9	14	-	0	6	7	9	-	0	0	-	-						
Vt.	-	0	2	10	9	-	0	1	2	-	-	12	50	498	537						
MID. ATLANTIC	-	3	15	113	158	8	21	35	692	667	10	105	183	3,266	3,191						
N.J.	N	0	0	N	N	-	2	7	98	91	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	41	63	3	2	14	94	47	-	0	0	-	-						
N.Y. City	U	0	0	U	U	2	10	23	335	414	-	0	0	-	-						
Pa.	-	2	9	72	95	3	5	9	165	115	10	105	183	3,266	3,191						
E.N. CENTRAL	6	11	41	413	451	9	17	38	549	564	496	213	586	10,585	3,817						
Ill.	-	0	3	13	19	4	9	23	259	308	-	1	6	38	67						
Ind.	1	2	21	111	143	1	1	4	48	44	475	0	347	475	70						
Mich.	-	0	4	17	29	1	2	19	73	54	5	102	174	3,049	2,399						
Ohio	5	6	32	272	260	1	4	8	135	135	16	82	420	6,452	974						
Wis.	N	0	0	N	N	2	1	4	34	23	-	12	52	571	307						
W.N. CENTRAL	-	1	191	33	30	4	4	9	156	166	6	22	84	1,019	276						
Iowa	N	0	0	N	N	-	0	3	9	6	N	0	0	N	N						
Kans.	N	0	0	N	N	2	0	2	15	13	2	0	2	6	-						
Minn.	-	0	191	-	-	-	1	3	21	51	-	0	0	-	-						
Mo.	-	1	3	32	24	-	3	8	103	93	1	17	82	945	187						
Nebr.	-	0	0	-	2	1	0	1	2	3	-	0	0	-	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	3	0	25	34	12						
S. Dak.	-	0	1	1	3	1	0	3	6	-	-	1	12	34	77						
S. ATLANTIC	18	27	53	932	758	28	40	186	1,231	1,274	2	90	860	3,012	1,411						
Del.	-	0	2	-	1	1	0	2	16	8	-	1	5	45	22						
D.C.	-	0	3	21	13	-	1	9	68	68	-	0	5	24	23						
Fla.	15	13	36	513	409	10	15	29	465	454	-	0	0	-	-						
Ga.	2	8	29	308	243	2	8	147	176	237	-	0	0	-	-						
Md.	-	0	0	-	-	8	5	19	188	208	-	0	0	-	-						
N.C.	N	0	0	N	N	-	5	17	177	172	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	7	42	39	-	16	52	750	371						
Va.	N	0	0	N	N	7	2	12	97	86	-	28	812	1,165	297						
W. Va.	1	1	14	90	92	-	0	1	2	2	2	26	70	1,028	698						
E.S. CENTRAL	-	3	13	135	127	12	12	23	421	291	3	0	70	81	36						
Ala.	N	0	0	N	N	1	4	17	170	100	3	0	70	80	36						
Ky.	-	0	5	25	23	4	1	8	41	26	N	0	0	N	N						
Miss.	-	0	0	-	1	3	0	6	42	31	-	0	1	1	-						
Tenn.	-	3	13	110	103	4	5	13	168	134	N	0	0	N	N						
W.S. CENTRAL	-	0	4	13	99	26	26	45	947	797	34	185	1,757	7,685	4,224						
Ark.	-	0	3	11	12	5	0	6	45	31	10	7	110	580	-						
La.	-	0	4	2	87	1	4	17	137	181	-	0	8	40	108						
Okla.	N	0	0	N	N	-	1	6	42	25	-	0	0	-	-						
Tex.	N	0	0	N	N	20	20	39	723	560	24	166	1,647	7,065	4,116						
MOUNTAIN	1	1	27	71	40	5	7	19	249	272	6	52	138	1,826	1,793						
Ariz.	N	0	0	N	N	5	4	16	126	92	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	30	29	-	33	76	967	1,220						
Idaho	N	0	0	N	N	-	0	1	2	20	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	1	5	-	0	0	-	-						
Nev.	-	0	27	4	2	-	1	12	48	83	-	0	2	4	-						
N. Mex.	-	0	1	1	-	-	1	5	37	36	-	3	34	286	158						
Utah	-	0	8	31	17	-	0	1	5	7	6	10	55	537	370						
Wyo.	1	1	3	35	21	-	0	0	-	-	-	0	8	32	45						
PACIFIC	-	0	0	-	-	9	32	49	956	1,158	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	5	5	-	0	0	-	-						
Calif.	N	0	0	N	N	3	28	39	802	1,041	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	12	6	N	0	0	N	N						
