
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	7,638	20,507	25,327	897,828	907,035	91	139	658	6,529	7,066	60	83	974	9,568	5,089						
NEW ENGLAND	1,013	698	1,357	31,113	29,851	-	0	1	2	-	1	5	39	290	351						
Conn.	201	217	829	9,304	8,609	N	0	0	N	N	-	0	39	39	38						
Maine	-	50	74	2,168	2,006	-	0	0	-	-	1	1	6	48	40						
Mass.	678	301	480	14,271	13,585	-	0	0	-	-	-	2	11	107	169						
N.H.	39	38	73	1,848	1,775	-	0	1	2	-	-	1	5	50	44						
R.I.	71	62	106	2,748	2,829	-	0	0	-	-	-	0	3	9	14						
Vt.	24	19	45	774	1,047	N	0	0	N	N	-	1	3	37	46						
MID. ATLANTIC	981	2,766	4,284	124,404	110,927	-	0	0	-	-	5	11	113	1,232	590						
N.J.	-	391	528	17,382	18,054	N	0	0	N	N	-	0	6	41	42						
N.Y. (Upstate)	735	519	2,758	24,236	21,263	N	0	0	N	N	4	3	20	227	151						
N.Y. City	-	973	1,982	43,029	36,804	N	0	0	N	N	-	1	6	83	140						
Pa.	246	754	1,760	39,757	34,806	N	0	0	N	N	1	5	103	881	257						
E.N. CENTRAL	1,819	3,194	6,216	148,026	150,384	1	1	3	31	40	6	19	131	1,590	1,251						
