
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2013 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	23	61	145	261	350	42	449	1,460	757	2,081	6	23	44	111	142						
NEW ENGLAND	-	5	19	17	17	-	114	607	46	633	-	1	5	7	8						
Conn.	-	1	7	2	3	-	38	182	3	216	-	0	2	-	-						
Maine	-	0	3	2	1	-	16	69	21	52	-	0	2	-	-						
Mass.	-	3	11	8	8	-	47	343	2	256	-	1	4	5	7						
N.H.	-	0	2	-	1	-	8	53	2	79	-	0	2	2	-						
R.I.	-	0	5	3	4	-	1	26	2	6	-	0	1	-	-						
Vt.	-	0	2	2	-	-	8	29	16	24	-	0	1	-	1						
MID. ATLANTIC	1	12	43	50	87	18	197	656	456	1,000	2	6	14	24	21						
N.J.	-	2	12	4	17	-	51	166	111	354	-	0	2	3	-						
N.Y. (Upstate)	1	6	15	16	19	9	41	234	64	98	2	1	4	9	2						
N.Y. City	-	2	13	10	19	-	1	12	-	3	-	3	11	10	15						
Pa.	-	4	19	20	32	9	95	404	281	545	-	1	4	2	4						
E.N. CENTRAL	4	12	45	57	70	1	21	168	24	115	-	2	8	13	17						
Ill.	-	2	23	3	15	-	2	18	1	6	-	0	6	3	4						
Ind.	2	2	5	22	12	-	1	6	-	4	-	0	2	2	4						
Mich.	-	1	6	-	11	-	2	9	5	2	-	0	5	3	2						
Ohio	2	5	17	32	29	1	1	6	7	6	-	1	3	4	5						
Wis.	-	1	7	-	3	-	17	138	11	97	-	0	2	1	2						
W.N. CENTRAL	-	3	10	7	19	-	2	27	1	9	1	0	5	4	7						
Iowa	-	0	2	-	-	-	1	16	-	3	-	0	1	-	1						
Kans.	-	0	2	1	-	-	0	2	-	-	1	0	1	1	3						
Minn.	-	1	4	-	6	-	1	9	-	5	-	0	0	-	-						
Mo.	-	1	8	2	12	-	0	2	1	-	-	0	2	1	3						
Nebr.	-	0	2	3	-	-	0	2	-	-	-	0	1	1	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	1	-	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	8	10	25	65	69	23	62	179	218	291	2	7	16	50	48						
Del.	-	0	2	-	4	-	10	30	37	73	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	0	-	2						
Fla.	4	4	11	32	28	2	2	6	14	17	2	1	3	13	13						
Ga.	-	1	3	3	9	-	0	5	3	2	-	1	5	4	2						
Md.	1	2	6	10	12	11	28	98	134	115	-	2	8	27	12						
N.C.	3	1	8	11	5	6	0	29	6	1	-	0	8	-	2						
S.C.	-	0	3	1	3	-	1	3	-	5	-	0	2	-	3						
Va.	-	1	4	7	8	4	16	76	19	69	-	1	4	6	13						
W. Va.	-	0	2	1	-	-	1	10	5	9	-	0	0	-	-						
E.S. CENTRAL	-	2	7	9	11	-	1	5	3	4	-	0	4	5	1						
Ala.	-	0	2	1	2	-	0	2	1	1	-	0	2	-	1						
Ky.	-	0	4	2	4	-	0	4	1	2	-	0	2	3	-						
Miss.	-	0	2	-	1	-	0	1	-	1	-	0	1	-	-						
Tenn.	-	1	3	6	4	-	0	4	1	-	-	0	2	2	-						
W.S. CENTRAL	4	3	21	21	14	-	1	6	1	3	-	1	10	1	8						
Ark.	-	0	3	1	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	5	2	-	0	1	-	1	-	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	-	4						
Tex.	4	3	18	15	12	-	1	6	1	2	-	0	10	-	4						
MOUNTAIN	2	2	7	11	15	-	0	5	4	6	-	1	5	2	11						
Ariz.	-	0	3	-	4	-	0	2	-	1	-	0	2	-	1						
Colo.	-	0	3	1	4	-	0	0	-	-	-	0	3	-	4						
Idaho	2	0	2	3	1	-	0	3	4	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	1	3	-	0	2	-	1	-	0	1	2	4						
N. Mex.	-	0	2	1	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	5	4	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	4	4	16	24	48	-	2	8	4	20	1	3	7	5	21						
Alaska	-	0	0	-	-	-	0	1	-	2	-	0	1	-	1						
Calif.	1	3	14	16	41	-	1	4	2	14	-	1	6	3	18						
Hawaii	-	0	1	1	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	2	3	7	-	1	6	2	4	-	0	2	-	1						
Wash.	3	0	5	4	-	-	0	4	-	-	1	0	4	2	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


