
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 4, 2007 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	212	296	1,513	8,133	9,241	3,591	6,916	8,941	190,983	205,967	25	45	184	1,392	1,427						
NEW ENGLAND	9	23	67	621	709	106	111	259	3,278	3,258	1	3	19	111	102						
Conn.	1	5	25	166	155	34	43	204	1,218	1,311	-	0	6	31	28						
Maine	3	4	12	85	68	-	2	8	68	73	-	0	2	7	11						
Mass.	5	9	26	259	336	66	50	96	1,620	1,418	1	2	6	57	48						
N.H.	-	0	3	9	18	2	2	8	90	127	-	0	2	9	6						
R.I.	-	0	17	31	50	4	9	19	249	288	-	0	10	6	2						
Vt.	-	3	12	71	82	-	1	5	33	41	-	0	1	1	7						
MID. ATLANTIC	34	57	127	1,487	1,855	416	713	1,537	21,774	19,217	7	10	27	297	295						
N.J.	-	7	17	142	280	-	115	160	3,267	3,080	-	1	5	36	53						
N.Y. (Upstate)	30	24	108	545	619	97	113	1,035	3,594	3,597	3	3	15	85	89						
N.Y. City	1	16	32	458	543	160	193	376	5,741	5,945	-	2	6	59	55						
Pa.	3	14	34	342	413	159	250	613	9,172	6,595	4	3	10	117	98						
E.N. CENTRAL	34	44	100	1,140	1,460	644	1,258	2,609	39,075	40,757	2	6	15	157	242						
Ill.	-	10	30	238	372	252	361	501	10,161	11,859	-	1	6	34	73						
Ind.	N	0	0	N	N	159	158	306	5,073	5,190	-	1	10	32	50						
Mich.	6	14	38	333	386	104	296	880	8,781	7,820	-	0	5	15	22						
Ohio	28	15	32	409	416	28	266	1,569	11,123	11,817	2	2	5	68	50						
Wis.	-	8	27	160	286	101	131	181	3,937	4,071	-	0	4	8	47						
W.N. CENTRAL	11	20	553	472	1,056	249	386	512	11,227	11,207	2	3	24	82	75						
Iowa	2	5	16	109	147	32	39	62	1,106	1,045	-	0	1	1	-						
Kans.	7	3	11	81	103	70	43	86	1,382	1,334	-	0	2	8	13						
Minn.	-	0	514	12	414	-	61	87	1,577	1,882	2	1	17	35	36						
Mo.	-	7	28	179	278	95	202	266	6,075	5,907	-	1	5	26	19						
Nebr.	1	2	9	49	54	46	29	57	885	751	-	0	2	11	4						
N. Dak.	-	0	16	11	10	1	2	7	54	67	-	0	2	1	3						
S. Dak.	1	1	6	31	50	5	6	15	148	221	-	0	0	-	-						
S. ATLANTIC	66	56	106	1,479	1,380	1,319	1,653	3,209	45,226	50,843	10	11	34	365	369						
Del.	-	1	3	22	22	28	28	44	827	870	-	0	3	5	1						
D.C.	-	1	7	34	40	44	42	72	1,362	1,041	-	0	2	3	2						
Fla.	39	24	44	681	559	452	474	717	13,646	14,177	6	3	8	107	116						
Ga.	13	12	31	311	330	2	324	2,068	5,679	9,857	2	2	7	71	78						
Md.	8	5	12	136	115	116	131	227	3,667	4,252	1	2	6	59	47						
N.C.	-	0	0	-	-	166	303	675	7,886	10,455	-	1	9	43	41						
S.C.	3	1	8	46	60	425	194	1,361	8,275	6,023	-	1	4	33	26						
Va.	3	9	28	230	240	71	123	236	3,380	3,692	-	1	6	28	43						
W. Va.	-	0	21	19	14	15	18	44	504	476	1	0	6	16	15						
E.S. CENTRAL	4	9	21	261	240	218	542	879	14,784	18,399	-	2	9	83	78						
Ala.	-	4	16	131	114	15	159	271	2,834	6,543	-	0	3	18	17						
Ky.	N	0	0	N	N	-	47	268	1,607	2,013	-	0	1	2	4						
Miss.	N	0	0	N	N	-	152	434	4,525	4,179	-	0	1	6	10						
Tenn.	4	5	14	130	126	203	194	240	5,818	5,664	-	2	6	57	47						
W.S. CENTRAL	5	7	55	182	162	116	934	1,490	26,999	29,105	1	2	34	69	58						
Ark.	2	3	13	66	53	-	79	142	2,284	2,492	-	0	2	5	8						
La.	-	1	6	45	50	-	203	312	5,452	6,285	-	0	3	5	12						
Okla.	3	3	42	71	59	116	95	236	2,848	2,502	1	1	29	56	34						
Tex.	N	0	0	N	N	-	571	938	16,415	17,826	-	0	3	3	4						
MOUNTAIN	20	30	67	810	849	170	274	454	6,901	8,631	1	4	11	150	143						
Ariz.	-	3	11	95	85	25	107	220	2,564	2,946	-	2	6	51	59						
Colo.	8	10	26	264	276	60	60	93	1,367	2,181	-	1	4	39	36						
Idaho	4	3	12	85	97	14	3	20	142	109	-	0	1	4	3						
Mont.	-	2	10	53	40	1	2	8	50	122	-	0	0	-	-						
Nev.	4	2	8	69	70	58	49	135	1,388	1,585	1	0	2	9	9						
N. Mex.	-	2	6	53	41	-	30	52	882	1,103	-	0	3	22	20						
Utah	4	7	27	169	225	10	17	34	461	504	-	0	3	23	13						
Wyo.	-	1	4	22	15	2	2	5	47	81	-	0	1	2	3						
PACIFIC	29	59	558	1,681	1,530	353	738	935	21,719	24,550	1	2	16	78	65						
Alaska	1	2	17	37	27	15	10	27	274	331	-	0	2	6	8						
Calif.	12	43	93	1,138	1,238	294	615	804	18,554	20,166	-	0	10	20	20						
Hawaii	1	1	4	42	34	-	13	25	358	607	-	0	2	6	12						
Oreg.	2	8	14	220	231	31	24	46	627	875	-	1	6	44	25						
Wash.	13	3	449	244	-	13	69	142	1,906	2,571	1	0	5	2	-						
Amer. Samoa	U	0	0	U	U	U	0	2	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	1	7	20	62	-	0	0	-	1						
P.R.	-	6	19	126	88	4	6	16	196	186	-	0	2	2	1						
V.I.	U	0	0	U	U	U	1	3	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


