
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 26, 2000 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	140	187	1,602	2,561	600	752	2	3	-	-	3	15									
NEW ENGLAND	10	14	24	32	6	23	-	-	-	-	-	1									
Maine	-	1	1	2	1	-	-	-	-	-	-	-									
N.H.	2	2	5	2	3	2	U	-	U	-	-	1									
Vt.	1	3	1	-	2	-	-	-	-	-	-	-									
Mass.	7	7	5	12	-	11	-	-	-	-	-	-									
R.I.	-	-	-	-	-	2	-	-	-	-	-	-									
Conn.	-	1	12	16	-	8	-	-	-	-	-	-									
MID. ATLANTIC	16	29	61	169	47	118	-	-	-	-	-	-									
Upstate N.Y.	11	10	31	35	7	18	-	-	-	-	-	-									
N.Y. City	-	7	30	56	40	34	-	-	-	-	-	-									
N.J.	4	11	-	27	-	21	-	-	-	-	-	-									
Pa.	1	1	-	51	-	45	-	-	-	-	-	-									
E.N. CENTRAL	15	30	162	628	73	74	2	3	-	-	3	-									
Ohio	9	13	61	110	17	18	2	2	-	-	2	-									
Ind.	2	1	2	12	1	4	-	-	-	-	-	-									
Ill.	2	15	13	130	-	-	-	-	-	-	-	-									
Mich.	2	1	85	364	55	48	-	1	-	-	1	-									
Wis.	-	-	1	12	-	4	U	-	U	-	-	-									
W.N. CENTRAL	4	10	157	133	30	38	-	-	-	-	-	-									
Minn.	-	1	18	2	-	2	-	-	-	-	-	-									
Iowa	-	3	17	15	8	6	-	-	-	-	-	-									
Mo.	2	2	114	93	17	21	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	-	1	-	-	-	-	-	-	-									
Nebr.	1	1	8	14	4	7	-	-	-	-	-	-									
Kans.	-	2	-	9	-	2	U	-	U	-	-	-									
S. ATLANTIC	40	33	170	198	115	107	-	-	-	-	-	-									
Del.	-	-	-	-	-	-	-	-	-	-	-	-									
Md.	18	18	22	62	19	35	-	-	-	-	-	-									
D.C.	-	-	-	9	-	2	U	-	U	-	-	-									
Va.	10	2	29	14	21	8	-	-	-	-	-	-									
W. Va.	1	1	16	1	-	-	-	-	-	-	-	-									
N.C.	3	4	44	25	45	31	-	-	-	-	-	-									
S.C.	1	2	3	1	1	14	-	-	-	-	-	-									
Ga.	6	2	15	64	2	11	-	-	-	-	-	-									
Fla.	1	4	41	22	27	6	U	-	U	-	-	-									
E.S. CENTRAL	3	13	66	75	44	62	-	-	-	-	-	-									
Ky.	-	2	2	11	2	5	-	-	-	-	-	-									
Tenn.	3	5	21	33	28	34	-	-	-	-	-	-									
Ala.	-	4	12	21	4	14	-	-	-	-	-	-									
Miss.	-	2	31	10	10	9	-	-	-	-	-	-									
W.S. CENTRAL	11	17	260	317	33	76	-	-	-	-	-	2									
Ark.	-	-	26	6	7	7	-	-	-	-	-	-									
La.	2	6	5	29	16	27	U	-	U	-	-	-									
Okla.	9	9	55	89	10	12	-	-	-	-	-	-									
Tex.	-	2	174	193	-	30	-	-	-	-	-	2									
MOUNTAIN	24	25	118	271	52	75	-	-	-	-	-	-									
Mont.	-	1	1	2	2	1	-	-	-	-	-	-									
Idaho	1	1	5	5	3	4	-	-	-	-	-	-									
Wyo.	-	1	-	1	-	-	U	-	U	-	-	-									
Colo.	7	1	31	59	13	15	-	-	-	-	-	-									
N. Mex.	8	5	14	5	11	25	-	-	-	-	-	-									
Ariz.	7	13	50	160	19	14	-	-	-	-	-	-									
Utah	1	3	9	14	2	7	-	-	-	-	-	-									
Nev.	-	-	8	25	2	9	-	-	-	-	-	-									
PACIFIC	17	16	584	738	200	179	-	-	-	-	-	12									
Wash.	2	-	19	47	6	2	-	-	-	-	-	2									
Oreg.	4	5	37	36	13	11	-	-	-	-	-	8									
Calif.	4	10	525	652	178	162	-	-	-	-	-	2									
Alaska	1	1	3	2	2	3	-	-	-	-	-	-									
Hawaii	6	-	-	1	1	1	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	-									
P.R.	-	-	-	10	-	17	U	-	U	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


