
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	103	300	1,511	5,449	6,485	2,688	6,911	8,896	137,231	151,282	18	47	180	1,042	1,052						
NEW ENGLAND	5	23	67	389	481	150	111	259	2,486	2,359	-	3	19	68	74						
Conn.	-	5	25	99	120	87	45	204	944	880	-	0	6	20	19						
Maine	4	4	14	57	36	2	2	8	47	53	-	0	4	6	7						
Mass.	-	10	26	157	216	51	49	96	1,197	1,088	-	2	5	36	34						
N.H.	-	0	3	4	11	5	2	8	73	101	-	0	2	5	5						
R.I.	-	0	17	24	37	4	9	19	203	211	-	0	10	1	2						
Vt.	1	3	12	48	61	1	1	5	22	26	-	0	1	-	7						
MID. ATLANTIC	22	62	127	953	1,308	486	707	1,537	16,054	14,284	3	10	27	219	217						
N.J.	-	6	17	36	200	99	102	155	2,126	2,309	-	1	5	22	38						
N.Y. (Upstate)	12	25	108	361	416	83	121	1,035	2,437	2,635	3	3	15	63	59						
N.Y. City	5	16	32	311	404	154	177	376	4,195	4,448	-	2	6	42	42						
Pa.	5	14	34	245	288	150	250	608	7,296	4,892	-	3	10	92	78						
E.N. CENTRAL	14	44	100	748	1,049	343	1,293	2,601	28,849	30,225	1	7	15	115	186						
Ill.	-	10	30	109	260	140	356	485	7,349	8,745	-	2	6	23	57						
Ind.	N	0	0	N	N	146	156	293	3,680	3,924	1	1	10	21	33						
Mich.	-	14	38	248	280	-	290	880	6,349	5,637	-	0	5	12	18						
Ohio	14	15	32	291	307	30	328	1,569	8,625	8,849	-	2	6	52	41						
Wis.	-	9	27	100	202	27	131	181	2,846	3,070	-	1	4	7	37						
W.N. CENTRAL	9	21	553	355	705	257	389	516	8,257	8,167	1	3	24	63	53						
Iowa	-	5	16	77	100	-	41	63	796	761	-	0	1	1	-						
Kans.	6	3	11	55	65	57	43	88	1,000	1,006	1	0	2	7	10						
Minn.	-	0	514	12	279	-	66	87	1,133	1,335	-	1	17	24	24						
Mo.	3	10	28	152	183	163	201	268	4,577	4,336	-	1	5	23	15						
Nebr.	-	2	9	34	37	32	28	57	614	531	-	0	2	7	3						
N. Dak.	-	0	16	5	8	-	2	7	24	50	-	0	2	1	1						
S. Dak.	-	1	6	20	33	5	6	15	113	148	-	0	0	-	-						
S. ATLANTIC	26	53	106	1,013	936	740	1,662	3,209	32,338	36,950	9	11	34	273	258						
Del.	-	1	4	13	10	43	27	44	608	641	-	0	3	5	1						
D.C.	-	1	7	34	27	30	38	63	972	794	-	0	2	3	1						
Fla.	20	24	44	492	380	314	486	717	9,636	10,227	3	3	8	83	82						
Ga.	-	10	27	181	223	-	327	2,068	4,144	7,092	-	2	7	55	64						
Md.	4	4	12	94	67	161	130	227	2,652	3,133	3	2	5	48	32						
N.C.	-	0	0	-	-	61	321	676	6,529	7,757	-	1	9	36	15						
S.C.	2	1	8	31	46	-	179	1,026	4,817	4,201	2	1	4	26	21						
Va.	-	9	28	156	173	124	125	238	2,654	2,752	-	1	6	7	32						
W. Va.	-	0	21	12	10	7	18	44	326	353	1	0	6	10	10						
E.S. CENTRAL	6	9	34	177	162	293	547	879	10,287	13,295	2	2	9	57	58						
Ala.	3	3	22	90	79	12	155	271	1,313	4,878	-	0	3	11	13						
Ky.	N	0	0	N	N	115	51	268	1,274	1,443	-	0	1	2	4						
Miss.	N	0	0	N	N	-	157	434	3,391	2,883	-	0	1	4	5						
Tenn.	3	5	12	87	83	166	195	240	4,309	4,091	2	1	6	40	36						
W.S. CENTRAL	4	7	55	125	109	76	944	1,490	18,547	21,590	-	2	32	50	48						
Ark.	1	3	13	53	31	-	79	142	1,655	1,971	-	0	2	3	4						
La.	-	1	6	23	38	-	210	366	3,958	4,538	-	0	3	4	11						
Okla.	3	2	42	49	40	76	93	236	2,127	1,942	-	1	29	40	30						
Tex.	N	0	0	N	N	-	558	938	10,807	13,139	-	0	2	3	3						
MOUNTAIN	11	30	67	541	600	45	281	454	4,313	6,224	2	4	11	135	112						
Ariz.	1	3	11	73	61	11	103	220	1,354	2,118	2	2	6	59	43						
Colo.	-	9	26	178	197	-	67	93	972	1,591	-	1	4	29	32						
Idaho	2	3	12	43	64	-	2	20	84	85	-	0	1	4	3						
Mont.	-	2	11	33	27	-	3	20	43	63	-	0	0	-	-						
Nev.	2	2	9	46	51	33	49	135	932	1,170	-	0	2	6	6						
N. Mex.	-	2	6	43	24	-	30	64	603	748	-	0	4	16	18						
Utah	6	6	27	113	169	-	16	28	297	384	-	0	3	20	10						
Wyo.	-	1	4	12	7	1	2	5	28	65	-	0	1	1	-						
PACIFIC	6	57	558	1,148	1,135	298	767	935	16,100	18,188	-	2	16	62	46						
Alaska	2	1	17	26	18	10	10	27	184	238	-	0	2	5	4						
Calif.	1	42	93	792	928	213	638	804	13,587	15,034	-	0	10	15	12						
Hawaii	1	1	4	29	26	2	14	26	288	447	-	0	2	3	9						
Oreg.	2	8	14	158	163	25	26	46	465	625	-	1	6	39	21						
Wash.	-	0	449	143	-	48	72	142	1,576	1,844	-	0	5	-	-						
Amer. Samoa	U	0	0	U	U	U	0	4	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	2	6	-	39	-	0	1	-	2						
P.R.	4	6	19	95	60	-	6	16	144	137	-	0	2	1	1						
V.I.	U	0	0	U	U	U	0	3	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


