
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 21, 2007 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	184	294	1,513	7,312	8,444	4,264	6,944	8,941	178,468	191,269	25	46	184	1,317	1,343						
NEW ENGLAND	10	23	67	526	630	70	111	259	3,036	3,077	-	3	19	96	94						
Conn.	1	5	25	157	139	-	43	204	1,105	1,276	-	0	6	29	24						
Maine	9	4	14	80	48	4	2	8	68	71	-	0	4	7	11						
Mass.	-	9	26	194	302	57	49	96	1,506	1,300	-	2	5	48	44						
N.H.	-	0	3	5	16	-	2	8	87	122	-	0	2	6	6						
R.I.	-	0	17	30	47	6	9	19	237	269	-	0	10	5	2						
Vt.	-	3	12	60	78	3	1	5	33	39	-	0	1	1	7						
MID. ATLANTIC	21	57	127	1,341	1,722	554	714	1,537	20,475	17,803	7	10	27	279	276						
N.J.	-	7	17	142	257	109	115	160	3,267	2,914	-	2	5	36	49						
N.Y. (Upstate)	15	24	108	480	568	252	111	1,035	3,297	3,326	4	3	15	79	83						
N.Y. City	1	16	32	407	517	93	189	376	5,370	5,433	1	2	6	54	51						
Pa.	5	14	34	312	380	100	246	613	8,541	6,130	2	3	10	110	93						
E.N. CENTRAL	30	45	100	1,033	1,323	695	1,273	2,608	36,685	38,044	5	6	15	148	228						
Ill.	-	10	30	198	333	200	367	501	9,374	10,976	-	1	6	29	70						
Ind.	N	0	0	N	N	149	157	303	4,710	4,896	-	1	10	31	43						
Mich.	9	14	38	314	356	185	294	880	8,457	7,325	1	0	5	15	20						
Ohio	21	15	32	366	373	36	298	1,569	10,488	11,023	4	2	5	65	48						
