
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending July 3, 2004 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	3,479	3,521	157	227	4,583	6,082	116	150	8,915	9,629											
NEW ENGLAND	93	109	1	-	184	201	13	16	577	2,112											
Maine	2	4	-	-	-	11	-	-	176	634											
N.H.	3	12	-	-	7	10	-	1	-	-											
Vt.	-	-	-	-	-	5	-	-	401	481											
Mass.	59	70	-	-	116	94	11	8	-	103											
R.I.	14	12	-	-	17	25	1	2	-	3											
Conn.	15	11	1	-	44	56	1	5	-	891											
MID. ATLANTIC	499	405	28	34	970	1,066	29	25	33	12											
Upstate N.Y.	45	17	2	3	110	115	3	3	-	-											
N.Y. City	256	230	9	20	511	582	7	13	-	-											
N.J.	83	79	17	11	204	193	9	8	-	-											
Pa.	115	79	-	-	145	176	10	1	33	12											
E.N. CENTRAL	383	486	33	41	549	558	6	18	4,078	3,666											
Ohio	116	104	1	2	98	94	2	-	965	890											
Ind.	28	23	8	8	70	65	-	4	-	-											
Ill.	121	202	2	15	242	269	-	7	-	-											
Mich.	104	146	22	16	106	99	3	7	2,766	2,219											
Wis.	14	11	-	-	33	31	1	-	347	557											
W.N. CENTRAL	63	92	-	4	199	228	2	3	116	39											
Minn.	11	31	-	-	80	84	1	1	-	-											
Iowa	4	7	-	-	15	11	-	1	N	N											
Mo.	30	30	-	4	57	64	1	1	2	-											
N. Dak.	-	-	-	-	3	-	-	-	71	39											
S. Dak.	-	1	-	-	5	13	-	-	43	-											
Nebr.	4	3	-	-	15	10	-	-	-	-											
Kans.	14	20	-	-	24	46	-	-	-	-											
S. ATLANTIC	921	924	20	46	845	1,166	21	27	1,403	1,367											
Del.	3	4	1	-	-	-	-	-	4	15											
Md.	175	143	2	8	120	111	4	7	-	-											
D.C.	33	28	1	-	-	-	-	-	17	18											
Va.	50	42	1	1	103	108	2	11	344	348											
W. Va.	2	1	-	-	11	10	-	-	821	823											
N.C.	81	84	4	9	118	138	3	5	N	N											
S.C.	49	56	1	4	90	83	-	-	217	163											
Ga.	146	246	1	12	11	256	9	2	-	-											
Fla.	382	320	9	12	392	460	3	2	-	-											
E.S. CENTRAL	189	167	7	8	289	319	4	2	2	-											
Ky.	24	21	1	1	51	58	2	-	-	-											
Tenn.	72	68	1	2	98	97	2	1	-	-											
Ala.	75	62	3	4	107	113	-	1	-	-											
Miss.	18	16	2	1	33	51	-	-	2	-											
W.S. CENTRAL	557	406	28	36	307	945	7	9	1,167	2,099											
Ark.	20	24	-	1	63	49	-	-	-	-											
La.	107	56	-	-	-	-	-	-	41	9											
Okla.	13	24	2	1	68	66	-	-	-	-											
Tex.	417	302	26	34	176	830	7	9	1,126	2,090											
MOUNTAIN	178	158	30	19	196	183	5	4	1,539	334											
Mont.	-	-	-	-	4	-	-	-	-	-											
Idaho	13	4	2	-	-	3	-	-	-	-											
Wyo.	1	-	-	-	1	2	-	-	20	35											
Colo.	19	21	-	3	50	42	1	3	1,154	-											
N. Mex.	26	32	1	4	13	26	-	-	67	-											
Ariz.	106	93	27	12	108	74	2	1	-	-											
Utah	3	2	-	-	20	15	1	-	298	299											
Nev.	10	6	-	-	-	21	1	-	-	-											
PACIFIC	596	774	10	39	1,044	1,416	29	46	-	-											
Wash.	53	38	-	-	116	106	2	2	-	-											
Oreg.	16	24	-	-	34	53	1	2	-	-											
Calif.	524	705	10	39	828	1,179	20	42	-	-											
Alaska	-	1	-	-	14	28	-	-	-	-											
Hawaii	3	6	-	-	52	50	6	-	-	-											
Guam	-	1	-	-	-	30	-	-	-	84											
P.R.	54	104	2	8	14	49	-	-	150	284											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


