
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2002 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	3,553	3,860	1,330	1,490	919	1,161	60	49													
NEW ENGLAND	73	66	55	52	1	6	1	1													
Maine	2	1	13	7	-	-	-	-													
N.H.	3	1	17	6	-	-	-	-													
Vt.	-	2	4	7	1	6	1	-													
Mass.	52	47	21	29	-	-	-	-													
R.I.	2	2	-	3	-	-	-	1													
Conn.	14	13	-	-	-	-	-	-													
MID. ATLANTIC	173	475	219	238	41	63	24	42													
Upstate N.Y.	42	125	124	93	38	61	24	42													
N.Y. City	85	120	54	77	U	U	-	-													
N.J.	19	147	24	55	-	-	-	-													
Pa.	27	83	17	13	3	2	-	-													
E.N. CENTRAL	432	545	204	344	62	75	14	5													
Ohio	263	143	84	85	-	-	1	-													
Ind.	21	77	10	14	62	75	11	5													
Ill.	74	151	1	126	-	-	-	-													
Mich.	47	107	109	95	-	-	2	-													
Wis.	27	67	-	24	-	-	-	-													
W.N. CENTRAL	290	405	93	144	223	20	17	1													
Minn.	46	170	53	53	169	-	17	-													
Iowa	31	72	-	-	-	-	-	-													
Mo.	41	79	22	37	5	5	-	-													
N. Dak.	7	9	-	4	-	1	-	1													
S. Dak.	124	21	4	5	1	2	-	-													
Nebr.	-	23	-	12	-	3	-	-													
Kans.	41	31	14	33	48	9	-	-													
S. ATLANTIC	1,540	565	280	270	498	810	4	-													
Del.	5	3	-	1	3	1	-	-													
Md.	185	36	40	21	-	-	-	-													
D.C.	18	18	3	-	26	2	1	-													
Va.	309	36	33	46	-	-	-	-													
W. Va.	2	4	5	8	21	23	-	-													
N.C.	100	110	56	42	-	-	-	-													
S.C.	18	32	20	3	81	140	3	-													
Ga.	609	132	72	95	144	290	-	-													
Fla.	294	194	51	54	223	354	-	-													
E.S. CENTRAL	283	308	44	35	62	119	-	-													
Ky.	48	105	5	16	8	15	-	-													
Tenn.	17	29	39	19	54	103	-	-													
Ala.	127	79	-	-	-	1	-	-													
Miss.	91	95	-	-	-	-	-	-													
W.S. CENTRAL	110	729	15	149	11	46	-	-													
Ark.	24	165	-	-	2	12	-	-													
La.	15	72	-	-	9	34	-	-													
Okla.	70	6	14	22	-	-	-	-													
Tex.	1	486	1	127	-	-	-	-													
MOUNTAIN	148	200	201	176	21	21	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	6	4	3	-	-	-	-													
Wyo.	1	-	3	3	7	2	-	-													
Colo.	34	43	103	68	-	-	-	-													
N. Mex.	40	39	44	34	13	19	-	-													
Ariz.	48	85	47	65	1	-	-	-													
Utah	14	11	-	3	-	-	-	-													
Nev.	8	16	-	-	-	-	-	-													
PACIFIC	504	567	219	82	-	1	-	-													
Wash.	19	55	26	-	-	-	-	-													
Oreg.	31	11	-	-	-	-	-	-													
Calif.	435	488	177	63	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	17	11	16	19	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	1	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


