
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending September 15, 2007 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	12	0	20	19	16	20	28		
infant	-	59	2	97	85	87	76	69		
other(wound & unspecified)	-	18	1	48	31	30	33	21		
Brucellosis	-	85	2	121	120	114	104	125		
Chancroid	1	20	1	33	17	30	54	67	FL (1 )	
Cholera	-	1	-	9	8	5	2	2		
Cyclosporiasis §	2	76	2	136	543	171	75	156	MD (1 ), TX (1 )	
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	16	7	67	80	112	108	164		
eastern equine	-	3	0	8	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	3	1	10	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	10	297	12	646	786	537	362	511	NY (10 )	
human monocytic	3	314	11	578	506	338	321	216	PA (1 ), MO (1 ), FL (1 )	
human (other & unspecified)	2	96	2	231	112	59	44	23	MO (1 ), MD (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	10	0	29	9	19	32	34		
nonserotype B	4	89	2	175	135	135	117	144	CT (1 ), NY (1 ), MN (1 ), FL (1 )	
unknown serotype	2	151	3	179	217	177	227	153	NYC (1 ), UT (1 )	
Hansen disease §	-	33	1	66	87	105	95	96		
Hantavirus pulmonary syndrome §	1	17	0	40	26	24	26	19	ID (1 )	
Hemolytic uremic syndrome, post-diarrheal §	5	147	7	288	221	200	178	216	CT (1 ), OH (2 ), NE (1 ), NC (1 )	
Hepatitis C viral, acute	2	453	21	802	652	713	1,102	1,835	TN (1 ), TX (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	3	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	-	73	0	43	45	-	N	N		
Listeriosis	7	432	21	875	896	753	696	665	PA (1 ), IN (1 ), NC (2 ), FL (1 ), CA (2 )	
Measles ¶¶	-	25	1	55	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	2	189	3	318	297	-	-	-	NY (1 ), FL (1 )	
serogroup B	3	95	2	193	156	-	-	-	MN (1 ), FL (2 )	
other serogroup	-	15	0	32	27	-	-	-		
unknown serogroup	2	435	10	651	765	-	-	-	CA (2 )	
Mumps	3	567	12	6,584	314	258	231	270	NC (1 ), FL (1 ), WA (1 )	
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	4	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	0	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	5	0	21	16	12	12	18		
Q fever §	1	118	2	169	136	70	71	61	WA (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	11	0	11	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	76	1	125	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	1	271	8	380	329	353	413	412	NY (1 )	
Tetanus	-	12	1	41	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	53	2	101	90	95	133	109	NY (1 ), CO (1 )	
Trichinellosis	-	5	0	15	16	5	6	14		
Tularemia	-	81	3	95	154	134	129	90		
Typhoid fever	5	212	11	353	324	322	356	321	NY (1 ), PA (1 ), WI (1 ), NC (1 ), CA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	9	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	-	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	9	216	3	N	N	N	N	N	NY (1 ), OH (1 ), MD (1 ), GA (2 ), FL (3 ), CA (1 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

