
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 20, 2001 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2001
Meningococcal Disease cummulative for 2000
Mumps current week
Mumps cummulative for 2001
Mumps cummulative for 2000
Pertussis current week
Pertussis cummulative for 2001
Pertussis cummulative for 2000
Rubella current week
Rubella cummulative for 2001
Rubella cummulative for 2000

tab delimited data:
test
UNITED STATES	1,737	1,802	5	179	273	91	3,784	5,495	-	20	146										
NEW ENGLAND	95	112	-	-	4	-	333	1,399	-	-	12										
Maine	4	8	-	-	-	-	21	41	-	-	-										
N.H.	12	11	-	-	-	-	26	102	-	-	2										
Vt.	5	3	-	-	-	-	27	205	-	-	-										
Mass.	49	64	-	-	1	-	237	995	-	-	8										
R.I.	4	9	-	-	1	-	5	16	-	-	1										
Conn.	21	17	-	-	2	-	17	40	-	-	1										
MID. ATLANTIC	181	205	-	19	22	3	253	558	-	5	9										
Upstate N.Y.	51	63	-	3	9	3	127	275	-	1	1										
N.Y. City	33	38	-	9	6	-	38	73	-	3	8										
N.J.	43	39	-	3	3	-	18	30	-	1	-										
Pa.	54	65	-	4	4	-	70	180	-	-	-										
E.N. CENTRAL	231	322	1	17	20	29	569	620	-	3	1										
Ohio	75	77	-	1	7	-	257	263	-	-	-										
Ind.	36	36	1	2	1	7	74	86	-	1	-										
Ill.	22	76	-	11	6	3	62	90	-	2	1										
Mich.	56	95	-	3	5	19	115	76	-	-	-										
Wis.	42	38	-	-	1	-	61	105	-	-	-										
W.N. CENTRAL	124	126	-	7	17	35	241	460	-	3	1										
Minn.	18	18	-	3	-	35	105	282	-	-	-										
Iowa	25	28	-	-	7	-	19	46	-	1	-										
Mo.	44	60	-	-	4	-	86	65	-	1	-										
N. Dak.	6	2	-	-	1	-	4	6	-	-	-										
S. Dak.	5	5	-	-	-	-	4	4	-	-	-										
Nebr.	12	6	U	1	2	U	4	21	U	-	1										
Kans.	14	7	-	3	3	-	19	36	-	1	-										
S. ATLANTIC	326	254	1	34	39	12	204	399	-	6	94										
Del.	4	1	-	-	-	-	-	8	-	1	1										
Md.	37	26	-	6	9	-	31	104	-	-	-										
D.C.	-	-	-	-	-	-	1	3	-	-	-										
Va.	35	37	-	6	9	-	36	90	-	-	-										
W. Va.	12	12	-	-	-	-	2	1	-	-	-										
N.C.	60	34	1	5	5	5	63	77	-	-	64										
S.C.	31	20	-	5	10	-	31	26	-	2	27										
Ga.	40	42	-	7	2	7	14	35	-	-	-										
Fla.	107	82	-	5	4	-	26	55	-	3	2										
E.S. CENTRAL	117	119	-	6	5	-	124	99	-	-	6										
Ky.	19	25	-	1	1	-	31	50	-	-	1										
Tenn.	55	48	-	1	2	-	55	29	-	-	1										
Ala.	30	33	-	-	2	-	34	17	-	-	4										
Miss.	13	13	-	4	-	-	4	3	-	-	-										
W.S. CENTRAL	193	188	-	10	29	7	374	316	-	1	8										
Ark.	18	11	-	1	1	1	25	33	-	-	1										
La.	58	42	-	2	5	-	2	19	-	-	1										
Okla.	26	25	-	-	-	-	11	21	-	-	-										
Tex.	91	110	-	7	23	6	336	243	-	1	6										
MOUNTAIN	83	76	-	11	18	3	1,138	643	-	1	2										
Mont.	4	4	-	1	1	-	31	35	-	-	-										
Idaho	7	7	-	1	-	-	168	57	-	-	-										
Wyo.	5	-	-	1	1	-	1	4	-	-	-										
Colo.	29	26	-	1	-	3	227	373	-	1	1										
N. Mex.	12	7	-	2	1	-	129	81	-	-	-										
Ariz.	13	22	-	1	4	-	498	63	-	-	1										
Utah	7	7	U	1	5	U	71	18	U	-	-										
Nev.	6	3	-	3	6	-	13	12	-	-	-										
PACIFIC	387	400	3	75	119	2	548	1,001	-	1	13										
Wash.	58	46	-	1	9	2	132	337	-	-	7										
Oreg.	34	55	N	N	N	-	44	101	-	-	-										
Calif.	281	283	3	37	82	-	334	507	-	-	6										
Alaska	2	8	-	1	8	-	7	19	-	-	-										
Hawaii	12	8	-	36	20	-	31	37	-	1	-										
Guam	-	-	U	-	14	U	-	3	U	-	1										
P.R.	4	9	U	-	-	U	2	7	U	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


