
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 16, 2012 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2012
Giardiasis cummulative for 2011
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2012
Gonorrhea cummulative for 2011
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2012
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2011

tab delimited data:
test
UNITED STATES	64	267	484	4,847	6,459	1,626	6,046	7,031	125,618	141,531	27	65	149	1,562	1,752						
NEW ENGLAND	5	24	66	374	589	60	112	238	2,425	2,315	-	4	15	89	117						
Conn.	-	4	10	77	97	-	43	161	846	986	-	1	5	24	30						
Maine	3	3	9	55	55	12	7	18	175	74	-	0	2	12	12						
Mass.	-	12	30	169	294	39	47	77	1,068	1,034	-	2	8	47	54						
N.H.	-	2	8	25	41	-	2	8	59	59	-	0	2	2	9						
R.I.	-	0	10	19	37	9	8	35	236	139	-	0	2	3	8						
Vt.	2	2	19	29	65	-	1	6	41	23	-	0	1	1	4						
MID. ATLANTIC	10	53	100	1,001	1,277	449	845	1,091	19,038	17,644	4	15	32	320	335						
N.J.	-	6	20	75	183	38	152	199	3,296	3,060	-	2	5	34	61						
N.Y. (Upstate)	1	18	48	300	328	146	123	440	2,956	2,483	2	3	19	86	81						
N.Y. City	4	17	24	382	453	17	276	351	5,507	6,254	-	4	9	88	66						
Pa.	5	13	30	244	313	248	293	398	7,279	5,847	2	5	16	112	127						
E.N. CENTRAL	7	46	83	778	1,057	106	1,070	1,292	20,383	25,907	2	11	26	235	323						
Ill.	-	7	17	106	149	-	312	416	4,364	7,441	-	3	11	62	90						
Ind.	-	5	13	88	145	-	128	164	2,696	3,043	-	2	6	47	62						
Mich.	-	11	22	206	212	-	241	375	4,851	5,806	-	1	5	34	30						
Ohio	7	12	30	238	338	69	310	403	6,480	7,403	2	4	7	82	89						
Wis.	-	9	25	140	213	37	88	117	1,992	2,214	-	1	5	10	52						
W.N. CENTRAL	-	26	70	306	684	19	269	395	2,256	7,068	-	4	10	101	100						
Iowa	-	4	15	91	101	-	32	110	364	896	-	0	1	-	-						
Kans.	-	2	9	13	52	-	46	65	47	887	-	0	2	3	11						
Minn.	-	9	23	-	292	2	48	62	953	992	-	1	5	44	30						
Mo.	-	7	18	106	116	-	134	204	-	3,355	-	1	5	41	34						
Nebr.	-	3	11	67	81	17	27	52	575	557	-	0	3	13	17						
N. Dak.	-	0	12	-	12	-	5	13	94	106	-	0	3	-	7						
S. Dak.	-	1	8	29	30	-	11	20	223	275	-	0	0	-	1						
S. ATLANTIC	24	49	102	903	1,072	427	1,449	1,960	32,048	35,285	17	15	39	415	414						
Del.	-	0	3	6	12	-	15	35	399	423	-	0	2	3	3						
D.C.	-	1	5	24	16	36	46	117	1,050	1,196	-	0	1	1	-						
Fla.	14	22	49	455	486	187	376	470	8,712	9,007	6	4	11	115	137						
Ga.	-	10	32	167	286	159	305	458	6,510	7,387	1	2	8	82	81						
Md.	5	5	14	99	95	45	97	190	2,083	2,966	5	2	6	50	42						
N.C.	N	0	0	N	N	-	304	548	6,562	7,494	4	1	9	55	50						
S.C.	3	2	8	50	52	-	142	391	3,414	3,867	1	1	5	38	36						
Va.	2	5	18	89	102	-	131	353	3,013	2,568	-	2	6	50	56						
W. Va.	-	0	17	13	23	-	13	29	305	377	-	0	14	21	9						
E.S. CENTRAL	1	3	8	63	72	250	542	816	12,419	11,895	1	4	12	106	122						
Ala.	1	3	8	63	72	-	177	408	3,643	3,978	1	1	3	26	34						
Ky.	N	0	0	N	N	57	76	151	1,777	1,939	-	1	3	21	21						
Miss.	N	0	0	N	N	91	116	323	2,964	2,659	-	0	3	11	12						
Tenn.	N	0	0	N	N	102	161	257	4,035	3,319	-	2	8	48	55						
