
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending September 11, 2010 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	41	59	111	1,995	2,274	220	425	2,336	17,759	29,225	18	24	89	904	989						
NEW ENGLAND	5	3	10	127	151	63	123	376	4,931	10,286	-	1	4	44	43						
Conn.	4	0	3	29	42	4	40	191	1,863	3,545	-	0	1	1	5						
Maine	-	0	1	7	6	58	12	76	478	609	-	0	1	5	2						
Mass.	-	1	7	67	77	-	39	127	1,460	4,486	-	1	3	30	27						
N.H.	-	0	3	11	10	1	21	59	859	1,125	-	0	1	2	3						
R.I.	-	0	3	5	10	-	0	11	36	197	-	0	1	4	3						
Vt.	1	0	2	8	6	-	4	26	235	324	-	0	1	2	3						
MID. ATLANTIC	16	16	44	492	835	115	180	643	8,647	12,633	3	7	14	235	286						
N.J.	-	2	11	47	157	-	43	167	2,028	4,232	-	0	4	1	74						
N.Y. (Upstate)	9	5	19	172	247	72	55	577	2,114	2,873	2	1	4	51	36						
N.Y. City	-	2	12	80	168	-	1	31	11	817	-	4	9	144	133						
Pa.	7	6	16	193	263	43	75	359	4,494	4,711	1	1	3	39	43						
E.N. CENTRAL	2	12	33	449	483	1	21	130	1,282	2,535	-	2	9	95	140						
Ill.	-	2	10	75	82	-	1	11	70	123	-	1	7	33	59						
Ind.	1	2	6	69	41	-	1	7	59	71	-	0	2	7	20						
Mich.	-	3	18	104	101	1	1	14	79	78	-	0	4	19	21						
Ohio	1	4	12	158	200	-	0	5	21	34	-	0	5	31	31						
Wis.	-	1	11	43	59	-	18	113	1,053	2,229	-	0	1	5	9						
W.N. CENTRAL	-	2	19	80	83	-	3	1,395	91	193	2	1	11	48	44						
Iowa	-	0	2	11	20	-	0	10	66	101	-	0	1	8	10						
Kans.	-	0	2	6	5	-	0	1	6	17	-	0	2	7	6						
Minn.	-	0	16	23	8	-	0	1,380	-	68	-	0	11	3	13						
Mo.	-	0	4	24	39	-	0	1	1	3	2	0	3	15	9						
Nebr.	-	0	2	8	9	-	0	2	9	3	-	0	2	13	5						
N. Dak.	-	0	1	4	1	-	0	15	8	-	-	0	1	-	-						
S. Dak.	-	0	1	4	1	-	0	1	1	1	-	0	2	2	1						
S. ATLANTIC	14	11	25	366	345	36	58	157	2,537	3,254	3	6	36	245	259						
Del.	-	0	3	12	12	-	12	31	486	784	-	0	1	2	4						
D.C.	-	0	4	12	15	-	0	4	18	46	-	0	3	7	11						
Fla.	2	4	10	126	112	6	2	11	63	51	2	2	7	90	69						
Ga.	-	1	4	32	33	-	0	2	8	36	-	0	2	3	57						
Md.	6	3	12	79	89	8	28	73	1,054	1,617	-	1	19	58	56						
N.C.	4	1	7	40	40	-	1	9	67	74	-	0	13	33	20						
S.C.	-	0	2	10	6	-	1	3	26	25	-	0	1	3	3						
Va.	2	1	6	46	32	22	14	79	733	522	1	1	5	48	37						
W. Va.	-	0	3	9	6	-	0	33	82	99	-	0	2	1	2						
E.S. CENTRAL	-	2	10	92	92	-	1	4	33	26	-	0	3	21	28						
Ala.	-	0	2	10	12	-	0	1	1	2	-	0	1	4	8						
Ky.	-	0	4	19	37	-	0	1	2	1	-	0	3	5	8						
Miss.	-	0	3	9	4	-	0	0	-	-	-	0	2	2	3						
Tenn.	-	1	6	54	39	-	1	4	30	23	-	0	2	10	9						
W.S. CENTRAL	-	3	14	95	75	2	3	44	63	139	1	1	31	56	44						
Ark.	-	0	2	11	5	-	0	0	-	-	-	0	1	1	3						
La.	-	0	3	5	7	-	0	1	1	-	-	0	1	1	5						
Okla.	-	0	4	11	3	-	0	2	-	-	1	0	1	5	1						
Tex.	-	2	10	68	60	2	3	42	62	139	-	1	30	49	35						
MOUNTAIN	-	3	10	110	89	-	0	3	16	47	2	1	3	43	43						
Ariz.	-	1	5	35	34	-	0	1	3	4	-	0	2	19	8						
Colo.	-	1	5	25	13	-	0	1	2	1	2	0	1	14	24						
Idaho	-	0	1	3	3	-	0	1	5	13	-	0	1	1	2						
Mont.	-	0	1	4	5	-	0	1	1	3	-	0	1	2	5						
Nev.	-	0	2	18	11	-	0	1	-	12	-	0	1	3	-						
N. Mex.	-	0	2	6	3	-	0	1	3	4	-	0	1	1	-						
Utah	-	0	3	15	19	-	0	1	2	8	-	0	1	3	4						
Wyo.	-	0	2	4	1	-	0	1	-	2	-	0	0	-	-						
PACIFIC	4	5	19	184	121	3	4	10	159	112	7	3	19	117	102						
Alaska	-	0	2	2	1	-	0	1	4	5	-	0	1	2	2						
Calif.	4	3	19	157	94	2	3	8	108	70	2	2	13	81	76						
Hawaii	-	0	1	1	1	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	0	3	9	10	1	1	3	40	30	-	0	1	7	10						
Wash.	-	0	4	15	15	-	0	3	7	7	5	0	5	26	13						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	1	N	0	0	N	N	-	0	1	1	4						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


