
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 28, 2006 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	11,315	18,528	20,430	44,816	66,434	56	88	310	190	343	29	69	863	115	126						
NEW ENGLAND	402	595	1,203	1,642	2,343	-	0	0	-	-	-	4	34	4	3						
Conn.	9	150	865	68	614	N	0	0	N	N	-	0	14	1	-						
Maine	38	44	74	145	191	N	0	0	N	N	-	0	2	-	-						
Mass.	235	271	417	942	1,054	-	0	0	-	-	-	1	16	1	2						
N.H.	26	34	65	119	150	-	0	0	-	-	-	0	3	1	-						
R.I.	65	63	99	266	254	-	0	0	-	-	-	0	5	-	-						
Vt.	29	19	43	102	80	-	0	0	-	-	-	0	5	1	1						
MID. ATLANTIC	1,256	2,277	3,198	5,042	7,061	-	0	0	-	-	7	9	613	25	27						
N.J.	123	360	529	346	1,406	N	0	0	N	N	-	0	11	-	2						
N.Y. (Upstate)	342	498	1,471	727	721	N	0	0	N	N	4	3	574	4	2						
N.Y. City	338	704	1,168	1,795	2,165	-	0	0	-	-	-	2	15	4	11						
Pa.	453	727	1,080	2,174	2,769	N	0	0	N	N	3	3	21	17	12						
E.N. CENTRAL	1,373	3,068	4,048	6,927	10,406	1	0	3	1	-	4	12	162	19	27						
Ill.	-	850	1,647	1,577	2,479	-	0	0	-	-	-	1	15	-	4						
Ind.	379	374	558	1,435	1,627	N	0	0	N	N	-	1	13	-	-						
Mich.	844	542	1,015	2,729	831	-	0	3	1	-	-	2	7	5	4						
Ohio	69	802	1,714	630	3,873	N	0	0	N	N	4	4	109	12	11						
Wis.	81	378	494	556	1,596	N	0	0	N	N	-	4	38	2	8						
W.N. CENTRAL	703	1,113	1,293	2,673	4,373	-	0	3	-	-	3	8	51	12	15						
Iowa	-	136	221	286	512	N	0	0	N	N	-	1	11	-	1						
Kans.	274	140	240	494	645	N	0	0	N	N	-	0	5	4	3						
Minn.	-	225	293	16	975	-	0	3	-	-	2	2	10	4	3						
Mo.	281	438	606	1,470	1,621	-	0	1	-	-	1	3	37	4	7						
Nebr.	-	97	200	121	331	-	0	1	-	-	-	0	1	-	-						
N. Dak.	28	23	48	101	75	N	0	0	N	N	-	0	1	-	-						
S. Dak.	120	51	86	185	214	-	0	0	-	-	-	0	4	-	1						
S. ATLANTIC	2,747	3,307	4,678	9,600	11,532	-	0	1	1	-	11	11	53	40	19						
