
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 28, 1998 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	7,421	8,942	60,797	64,666	100	34	40,294	42,151	309	389											
NEW ENGLAND	202	253	2,916	2,608	15	8	841	909	4	7											
Maine	4	13	160	124	-	-	8	8	-	-											
N.H.	11	2	126	126	5	2	18	37	-	-											
Vt.	8	10	40	58	-	-	1	10	-	-											
Mass.	73	122	1,339	1,098	6	6	336	342	4	7											
R.I.	21	26	387	306	1	-	53	88	-	-											
Conn.	85	80	864	896	3	-	425	424	-	-											
MID. ATLANTIC	2,112	3,202	8,047	8,183	2	1	4,856	4,986	40	27											
Upstate N.Y.	299	405	N	N	2	-	412	689	38	18											
N.Y. City	1,160	1,775	5,342	4,453	-	1	2,496	2,051	-	-											
N.J.	287	587	186	1,550	-	-	588	1,064	-	-											
Pa.	366	435	2,519	2,180	N	-	1,360	1,182	2	9											
E.N. CENTRAL	512	492	11,926	9,830	20	2	8,952	6,379	65	103											
Ohio	93	136	3,774	3,216	6	-	2,329	2,141	3	4											
Ind.	81	25	1,261	1,286	5	-	889	991	1	1											
Ill.	249	116	2,875	1,638	8	-	2,629	779	2	16											
Mich.	57	177	3,473	1,991	1	-	2,878	1,748	59	82											
Wis.	32	38	543	1,699	N	2	227	720	-	-											
W.N. CENTRAL	152	227	4,144	4,444	9	5	1,693	2,003	8	18											
Minn.	22	18	670	1,116	3	2	268	384	-	-											
Iowa	9	37	534	752	1	-	154	183	2	1											
Mo.	76	139	1,624	1,437	1	3	791	1,048	6	12											
N. Dak.	3	2	1	147	-	-	1	10	-	1											
S. Dak.	5	2	275	146	-	-	44	19	-	-											
Nebr.	15	12	169	232	2	-	28	71	-	-											
Kans.	22	17	871	614	2	-	407	288	-	4											
S. ATLANTIC	1,890	2,210	14,081	11,743	17	2	12,064	12,587	20	27											
Del.	36	20	325	-	-	-	228	162	-	-											
Md.	239	309	1,127	786	9	-	1,328	1,834	3	4											
D.C.	192	120	N	N	-	-	487	719	-	-											
Va.	114	202	1,755	1,611	N	2	1,067	1,320	1	1											
W. Va.	19	14	461	558	N	-	132	164	-	1											
N.C.	107	152	3,033	2,805	4	-	2,685	2,514	5	8											
S.C.	129	125	2,733	1,897	-	-	1,871	1,875	-	10											
Ga.	229	189	2,700	847	2	-	2,593	1,476	3	-											
Fla.	825	1,079	1,947	3,239	2	-	1,673	2,523	8	3											
E.S. CENTRAL	291	282	5,492	4,756	5	2	5,561	5,232	13	40											
Ky.	39	24	966	937	1	-	624	678	-	-											
Tenn.	107	110	2,115	1,701	2	2	1,890	1,550	11	19											
Ala.	86	87	1,478	1,190	2	-	2,001	1,747	2	3											
Miss.	59	61	933	928	-	-	1,046	1,257	-	18											
W.S. CENTRAL	896	899	3,592	8,561	1	-	3,316	5,993	-	31											
Ark.	33	41	523	389	-	-	991	675	-	-											
La.	153	127	1,858	934	-	-	1,649	1,028	-	22											
Okla.	52	46	1,211	791	1	-	676	667	-	-											
Tex.	658	685	-	6,447	-	-	-	3,623	-	9											
MOUNTAIN	205	265	2,851	3,122	9	5	1,124	1,043	87	50											
Mont.	9	8	107	95	-	-	6	7	4	3											
Idaho	5	4	156	217	2	-	9	19	16	12											
Wyo.	-	5	126	73	-	-	9	7	44	18											
Colo.	39	95	-	192	1	1	424	290	5	5											
N. Mex.	38	26	666	654	2	2	125	143	5	5											
Ariz.	60	29	1,471	1,277	N	2	490	427	-	4											
Utah	26	17	215	208	3	-	25	28	7	1											
Nev.	28	81	110	406	1	-	36	122	6	2											
PACIFIC	1,161	1,112	7,748	11,419	22	9	1,887	3,019	72	86											
Wash.	77	92	1,609	1,360	2	3	283	348	2	2											
Oreg.	31	31	456	626	5	2	78	99	1	1											
Calif.	1,038	963	5,161	9,014	15	3	1,433	2,426	37	55											
Alaska	-	16	268	206	-	-	44	79	-	-											
Hawaii	15	10	254	213	N	1	49	67	32	28											
Guam	-	-	8	54	N	-	2	4	-	-											
P.R.	273	144	U	U	1	U	59	87	2	8											
V.I.	8	4	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	4	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


