
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 25, 2006 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	86	300	1,337	929	1,512	12	24	56	189	251											
NEW ENGLAND	2	50	232	53	127	-	1	12	7	7											
Conn.	2	9	154	31	4	-	0	10	1	-											
Maine	-	2	26	7	8	-	0	1	-	-											
Mass.	-	18	164	-	99	-	0	4	5	5											
N.H.	-	3	17	14	14	-	0	1	-	2											
R.I.	-	0	12	-	1	-	0	1	-	-											
Vt.	-	0	5	1	1	-	0	2	1	-											
MID. ATLANTIC	79	180	915	590	980	1	5	15	21	62											
N.J.	-	27	309	91	328	-	1	7	-	14											
N.Y. (Upstate)	77	58	821	293	172	-	1	10	7	9											
N.Y. City	-	0	0	-	-	-	3	8	6	33											
Pa.	2	61	464	206	480	1	1	2	8	6											
E.N. CENTRAL	-	14	157	25	67	-	2	6	25	21											
Ill.	-	0	6	-	1	-	0	2	6	7											
Ind.	-	0	4	-	2	-	0	3	5	-											
Mich.	-	1	7	4	1	-	0	2	4	7											
Ohio	-	1	5	2	13	-	0	3	7	3											
Wis.	-	10	148	19	50	-	0	3	3	4											
W.N. CENTRAL	2	12	99	26	34	-	0	5	5	9											
Iowa	-	1	8	1	4	-	0	1	1	2											
Kans.	-	0	3	-	2	-	0	1	-	1											
Minn.	2	8	96	23	28	-	0	3	2	1											
Mo.	-	0	2	1	-	-	0	3	1	5											
Nebr.	-	0	2	1	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	-	0	0	-	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	2	34	124	168	271	6	6	15	69	55											
Del.	-	9	37	53	94	-	0	1	-	1											
D.C.	-	0	2	5	1	-	0	2	-	1											
Fla.	1	1	8	11	9	3	1	6	10	11											
Ga.	-	0	1	-	1	1	0	6	17	9											
Md.	1	16	86	90	135	1	1	9	20	18											
N.C.	-	0	5	7	12	-	0	8	8	7											
S.C.	-	0	3	2	5	-	0	2	2	1											
Va.	-	3	21	-	14	-	0	9	11	6											
W. Va.	-	0	42	-	-	1	0	2	1	1											
E.S. CENTRAL	-	0	4	-	4	-	1	2	5	6											
Ala.	-	0	1	-	-	-	0	1	2	1											
Ky.	-	0	1	-	-	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	0	-	-											
Tenn.	-	0	4	-	4	-	0	2	2	3											
W.S. CENTRAL	-	1	7	-	12	-	1	15	7	26											
Ark.	-	0	2	-	-	-	0	2	-	1											
La.	-	0	1	-	1	-	0	1	-	1											
Okla.	-	0	0	-	-	-	0	6	1	2											
Tex.	-	1	7	-	11	-	1	14	6	22											
MOUNTAIN	-	0	4	2	1	2	1	6	13	13											
Ariz.	-	0	4	2	-	-	0	4	1	2											
Colo.	-	0	1	-	-	-	0	3	4	6											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	1	0	0	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	-	1	0	2	7	3											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	1	4	18	65	16	3	4	12	37	52											
Alaska	-	0	1	-	1	1	0	1	2	2											
Calif.	1	2	18	65	14	2	2	9	29	45											
Hawaii	N	0	0	N	N	-	0	4	-	3											
Oreg.	-	0	3	-	1	-	0	2	2	2											
Wash.	-	0	3	-	-	-	0	5	4	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


