
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 23, 2009 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	128	234	1,690	4,129	2,895	40	71	119	1,164	1,412	9	39	150	304	165						
NEW ENGLAND	-	18	35	170	356	10	8	21	114	127	-	0	2	3	1						
Conn.	-	0	4	6	26	5	3	17	49	59	-	0	0	-	-						
Maine	-	1	7	31	13	2	1	5	20	24	-	0	2	3	-						
Mass.	-	12	30	105	278	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	5	19	9	3	1	7	13	14	-	0	1	-	-						
R.I.	-	0	6	3	25	-	0	3	8	9	-	0	2	-	-						
Vt.	-	0	2	6	5	-	1	6	24	21	-	0	0	-	-						
MID. ATLANTIC	18	23	64	358	341	16	18	30	247	281	-	1	29	8	30						
N.J.	-	3	12	26	56	-	0	0	-	-	-	0	6	-	18						
N.Y. (Upstate)	4	6	41	73	102	16	9	20	129	136	-	0	29	1	3						
N.Y. City	-	0	21	33	36	-	0	2	-	8	-	0	2	5	5						
Pa.	14	10	33	226	147	-	7	17	118	137	-	0	2	2	4						
E.N. CENTRAL	24	37	238	825	603	3	2	28	20	25	1	2	15	10	10						
Ill.	-	13	45	164	58	-	1	20	6	7	-	1	10	6	9						
Ind.	-	2	158	73	15	-	0	2	-	1	-	0	3	-	-						
Mich.	1	8	21	188	71	1	1	9	12	12	-	0	1	1	-						
Ohio	23	13	57	370	431	2	0	7	2	5	1	0	4	3	1						
Wis.	-	2	7	30	28	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	4	31	872	824	228	1	5	17	96	78	2	4	33	31	24						
Iowa	-	4	21	43	33	-	0	5	9	7	-	0	2	-	1						
Kans.	-	2	12	74	26	-	1	6	37	34	-	0	0	-	-						
Minn.	-	1	808	155	46	-	0	11	18	16	-	0	0	-	-						
Mo.	4	14	51	466	97	1	1	8	16	5	2	4	32	30	22						
Nebr.	-	4	32	77	17	-	0	0	-	-	-	0	4	1	-						
N. Dak.	-	0	24	2	-	-	0	9	3	8	-	0	1	-	-						
S. Dak.	-	0	10	7	9	-	0	4	13	8	-	0	1	-	1						
S. ATLANTIC	20	25	71	558	268	3	27	66	504	717	5	16	72	183	53						
Del.	-	0	3	5	2	-	0	0	-	-	-	0	5	1	3						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
