
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2007 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	983	794	1,461	14,175	17,469	-	0	178	-	9	-	1	399	-	1						
NEW ENGLAND	48	21	74	223	467	-	0	3	-	-	-	0	2	-	-						
Conn.	-	0	0	-	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	1	17	-	109	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	92	-	0	1	-	-	-	0	1	-	-						
N.H.	10	5	43	80	21	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	38	10	66	143	245	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	98	103	193	1,823	2,043	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	98	103	193	1,823	2,043	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	249	219	562	4,151	6,767	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	10	54	39	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	62	92	258	1,652	1,967	-	0	11	-	-	-	0	2	-	-						
Ohio	187	122	449	2,162	4,241	-	0	11	-	-	-	0	3	-	-						
Wis.	-	12	64	283	520	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	77	30	136	836	900	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	19	8	52	335	160	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	58	15	78	391	697	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	60	84	18	-	0	5	-	-	-	0	28	-	-						
S. Dak.	-	1	15	26	25	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	55	86	176	1,668	1,814	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	9	37	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	14	-	0	0	-	-	-	0	1	-	-						
Fla.	26	0	42	439	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	1	22	72	492	487	-	0	1	-	-	-	0	0	-	-						
Va.	-	25	142	237	582	-	0	0	-	-	-	0	2	-	-						
W. Va.	28	25	56	491	694	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	9	5	43	121	11	-	0	15	-	3	-	0	16	-	-						
Ala.	9	5	43	119	11	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	-	3	-	0	16	-	-						
