
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending January 14, 2006 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	107	313	572	232	448	2,770	6,200	7,346	5,096	12,087	13	37	67	34	91						
NEW ENGLAND	-	26	90	10	31	86	102	229	155	243	-	2	12	1	5						
Conn.	-	1	65	-	-	4	37	163	6	126	-	0	6	-	-						
Maine	-	4	12	-	3	-	2	7	-	2	-	0	1	-	-						
Mass.	-	12	34	9	26	56	49	86	99	90	-	2	5	1	3						
N.H.	-	1	7	-	-	6	4	7	10	6	-	0	3	-	-						
R.I.	-	0	19	-	-	19	8	25	38	16	-	0	2	-	-						
Vt.	-	3	11	1	2	1	1	4	2	3	-	0	2	-	2						
MID. ATLANTIC	10	66	121	22	103	345	651	966	559	1,091	2	8	16	7	29						
N.J.	-	7	15	-	30	5	109	166	5	250	-	2	5	1	6						
N.Y. (Upstate)	5	22	60	7	12	82	125	348	101	112	-	2	8	1	6						
N.Y. City	-	16	31	-	34	59	181	407	104	326	-	1	4	1	6						
Pa.	5	16	30	15	27	199	217	305	349	403	2	2	5	4	11						
E.N. CENTRAL	13	52	101	28	79	517	1,241	1,790	943	2,206	1	6	13	8	13						
Ill.	-	13	32	-	18	221	354	699	362	538	-	1	5	1	3						
Ind.	N	0	0	N	N	-	149	234	65	360	-	1	6	-	1						
Mich.	6	14	29	16	24	222	214	518	433	93	-	0	3	1	3						
Ohio	7	14	34	12	17	69	374	701	71	965	1	2	9	6	5						
Wis.	-	13	33	-	20	5	106	156	12	250	-	0	3	-	1						
W.N. CENTRAL	14	37	142	20	29	174	361	456	347	655	5	2	6	6	5						
Iowa	1	5	14	2	10	-	30	54	17	56	-	0	1	-	-						
Kans.	1	4	9	2	7	-	47	99	-	119	-	0	2	-	-						
Minn.	2	16	113	2	-	-	63	89	-	130	-	0	5	-	-						
Mo.	9	9	32	13	10	168	183	243	321	290	5	0	5	6	4						
Nebr.	-	1	7	-	2	2	21	40	5	46	-	0	1	-	1						
N. Dak.	-	0	3	-	-	4	2	5	4	1	-	0	2	-	-						
S. Dak.	1	2	7	1	-	-	6	15	-	13	-	0	0	-	-						
S. ATLANTIC	27	48	84	65	56	806	1,392	2,085	1,372	2,891	4	8	22	8	22						
Del.	-	1	3	1	2	29	17	40	66	33	-	0	0	-	-						
D.C.	-	1	6	-	-	-	40	67	34	104	-	0	0	-	-						
Fla.	21	18	40	33	22	252	386	493	549	666	1	2	12	4	7						
Ga.	-	11	24	20	22	-	262	586	-	194	-	2	7	-	8						
Md.	6	4	11	11	7	22	132	243	204	295	2	1	5	3	4						
N.C.	N	0	0	N	N	474	272	730	474	808	1	1	11	1	2						
S.C.	-	2	8	-	2	-	134	648	-	382	-	0	3	-	1						
Va.	-	10	26	-	1	-	142	266	-	380	-	1	4	-	-						
W. Va.	-	0	6	-	-	29	13	35	45	29	-	0	3	-	-						
E.S. CENTRAL	4	7	19	9	8	273	501	868	481	1,087	-	2	7	-	4						
Ala.	4	4	13	9	3	-	156	491	-	462	-	0	2	-	-						
Ky.	N	0	0	N	N	97	55	107	166	164	-	0	2	-	-						
Miss.	-	0	0	-	-	-	137	299	-	166	-	0	0	-	-						
Tenn.	-	3	11	-	5	176	168	285	315	295	-	1	5	-	4						
W.S. CENTRAL	-	5	23	-	1	240	821	1,195	303	2,033	-	2	7	-	2						
Ark.	-	1	5	-	-	142	85	188	155	176	-	0	2	-	-						
La.	-	1	5	-	-	25	153	461	42	440	-	0	4	-	1						
Okla.	-	3	16	-	1	73	80	422	106	249	-	1	5	-	1						
Tex.	N	0	0	N	N	-	484	843	-	1,168	-	0	1	-	-						
MOUNTAIN	6	25	56	13	25	58	223	445	189	496	1	3	19	4	6						
Ariz.	-	3	12	-	1	-	72	166	64	168	-	1	9	-	-						
Colo.	-	9	26	4	15	46	57	90	103	143	-	1	4	3	2						
Idaho	-	2	12	-	3	-	1	10	-	2	-	0	1	-	-						
Mont.	-	1	7	1	-	-	2	9	-	5	-	0	0	-	-						
Nev.	-	1	5	-	1	-	54	198	-	112	-	0	3	-	1						
N. Mex.	-	1	6	-	1	-	19	46	-	49	-	0	3	-	1						
Utah	6	7	28	8	3	10	14	22	14	16	1	0	2	1	1						
Wyo.	-	0	2	-	1	2	2	6	8	1	-	0	2	-	1						
PACIFIC	33	59	101	65	116	271	792	1,052	747	1,385	-	2	19	-	5						
Alaska	-	2	6	-	2	-	10	23	-	10	-	0	19	-	1						
Calif.	30	41	69	56	96	190	646	800	590	1,221	-	1	7	-	-						
Hawaii	1	1	6	1	7	-	19	36	-	32	-	0	2	-	1						
Oreg.	2	6	21	8	11	14	30	58	30	38	-	0	4	-	3						
Wash.	-	5	26	-	-	67	71	210	127	84	-	0	4	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	3	14	-	1	8	6	14	10	9	-	0	1	-	-						
V.I.	-	0	0	-	-	-	0	20	-	2	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


