
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 19, 2008 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	35	45	215	1,007	1,061	13	9	27	160	213	96	223	286	2,995	3,040						
NEW ENGLAND	1	1	18	16	66	-	0	4	3	8	7	6	14	82	59						
Conn.	-	0	16	-	42	-	0	3	-	4	2	0	6	6	7						
Maine	-	0	2	7	5	-	0	1	1	1	-	0	2	2	1						
Mass.	-	0	0	-	-	-	0	0	-	-	4	3	10	68	35						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	3	4	5						
R.I.	-	0	2	4	10	-	0	1	1	2	-	0	5	2	10						
Vt.	1	0	2	5	9	-	0	1	1	1	-	0	5	-	1						
MID. ATLANTIC	7	2	6	58	70	1	0	2	12	18	27	32	45	532	491						
N.J.	-	0	0	-	-	-	0	0	-	-	2	4	10	68	63						
N.Y. (Upstate)	1	1	4	18	24	1	0	1	4	8	5	3	10	39	37						
N.Y. City	-	0	0	-	-	-	0	0	-	-	17	18	30	332	306						
Pa.	6	1	5	40	46	-	0	2	8	10	3	5	12	93	85						
E.N. CENTRAL	6	13	46	300	280	4	2	14	46	46	10	16	28	252	254						
Ill.	-	3	13	51	56	-	0	6	11	20	-	6	14	29	118						
Ind.	-	3	28	88	51	-	0	11	12	5	4	1	6	44	14						
Mich.	-	0	1	3	-	-	0	1	1	-	-	2	17	59	37						
Ohio	6	7	17	158	173	4	1	3	22	21	6	4	15	105	66						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	3	15	19						
W.N. CENTRAL	1	3	91	81	80	-	0	2	2	10	5	8	15	121	80						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	2	2						
Kans.	-	1	5	34	45	-	0	1	1	2	1	0	5	11	7						
Minn.	-	0	90	-	-	-	0	2	-	6	-	1	4	26	18						
Mo.	1	1	8	47	28	-	0	1	1	-	3	5	10	79	53						
Nebr.	-	0	0	-	2	-	0	0	-	-	1	0	1	3	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	5	-	0	1	-	2	-	0	3	-	-						
S. ATLANTIC	19	18	41	407	456	7	3	9	71	110	15	48	152	597	627						
Del.	-	0	1	1	4	-	0	1	-	1	-	0	3	1	3						
D.C.	-	0	5	19	4	-	0	0	-	-	-	2	10	26	55						
Fla.	15	11	26	239	252	6	2	6	46	58	3	17	35	250	192						
Ga.	4	6	15	116	177	1	1	5	20	46	-	7	131	11	80						
Md.	-	0	2	3	1	-	0	1	1	-	-	6	13	103	99						
N.C.	N	0	0	N	N	N	0	0	N	N	7	5	18	96	103						
S.C.	-	0	0	-	-	-	0	0	-	-	1	1	11	24	29						
Va.	N	0	0	N	N	N	0	0	N	N	4	4	17	86	62						
W. Va.	-	1	8	29	18	-	0	2	4	5	-	0	1	-	4						
E.S. CENTRAL	1	4	12	114	54	-	1	4	16	11	15	20	31	311	226						
Ala.	N	0	0	N	N	N	0	0	N	N	5	8	17	131	78						
Ky.	-	0	3	24	13	-	0	2	4	1	-	1	6	20	28						
Miss.	-	0	0	-	-	-	0	0	-	-	2	2	15	36	34						
Tenn.	1	4	12	90	41	-	1	3	12	10	8	8	14	124	86						
W.S. CENTRAL	-	1	5	21	38	-	0	2	6	3	13	39	56	506	467						
Ark.	-	0	1	4	1	-	0	1	2	-	1	2	10	26	38						
La.	-	1	4	17	37	-	0	2	4	3	12	11	22	109	110						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	19	21						
Tex.	-	0	0	-	-	-	0	0	-	-	-	25	46	352	298						
MOUNTAIN	-	1	6	10	17	1	0	2	3	7	1	9	28	57	137						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	4	20	2	67						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	24	16						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	6	20	31						
