
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 26, 1999 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 1999
Shigellosis NETSS cummulative for 1998
Shigellosis PHLIS cummulative for 1999
Shigellosis PHLIS cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998

tab delimited data:
test
UNITED STATES	5,544	8,254	2,007	5,067	2,969	3,333	3,863	4,602													
NEW ENGLAND	147	206	126	182	29	37	170	213													
Maine	2	7	-	-	-	1	9	5													
N.H.	7	7	6	8	-	1	3	2													
Vt.	4	4	3	-	2	3	-	1													
Mass.	93	127	82	122	18	23	92	116													
R.I.	14	15	9	12	1	-	19	25													
Conn.	27	46	26	40	8	9	47	64													
MID. ATLANTIC	375	1,257	185	1,076	123	112	960	1,054													
Upstate N.Y.	107	235	31	76	15	17	135	136													
N.Y. City	98	411	81	451	57	23	609	632													
N.J.	103	390	73	380	16	54	216	286													
Pa.	67	221	-	169	35	18	U	U													
E.N. CENTRAL	827	1,215	334	625	583	499	414	587													
Ohio	256	282	14	67	47	75	U	U													
Ind.	53	79	11	22	173	88	U	U													
Ill.	312	630	218	515	268	209	252	372													
Mich.	158	122	73	4	95	89	123	164													
Wis.	48	102	18	17	U	38	39	51													
W.N. CENTRAL	491	433	311	188	52	75	230	189													
Minn.	76	78	83	79	5	5	89	63													
Iowa	7	31	9	27	5	-	26	2													
Mo.	350	51	201	37	34	57	82	80													
N. Dak.	2	4	-	2	-	-	2	3													
S. Dak.	8	20	4	18	-	1	3	13													
Nebr.	28	234	-	15	4	4	9	5													
Kans.	20	15	14	10	4	8	19	23													
S. ATLANTIC	1,077	1,556	239	508	982	1,283	759	772													
Del.	7	8	2	2	4	15	12	17													
Md.	59	94	15	30	191	362	U	U													
D.C.	30	11	-	-	42	48	24	55													
Va.	38	67	10	25	75	85	104	144													
W. Va.	5	7	2	5	2	2	22	24													
N.C.	113	134	54	80	241	356	202	199													
S.C.	51	78	18	30	125	155	124	138													
Ga.	101	419	34	126	154	138	271	195													
Fla.	673	738	104	210	148	122	U	U													
E.S. CENTRAL	595	411	217	239	550	579	281	389													
Ky.	113	77	-	38	46	59	82	95													
Tenn.	392	67	197	86	315	281	U	U													
Ala.	51	238	19	113	129	133	143	184													
Miss.	39	29	1	2	60	106	56	110													
W.S. CENTRAL	763	1,646	339	1,814	415	444	747	998													
Ark.	46	77	21	16	34	58	78	53													
La.	76	129	29	155	121	150	U	U													
Okla.	236	116	77	30	103	24	60	57													
Tex.	405	1,324	212	1,613	157	212	609	888													
MOUNTAIN	327	508	152	297	99	116	62	109													
Mont.	6	3	-	3	-	-	5	12													
Idaho	6	11	3	7	1	-	-	4													
Wyo.	2	1	1	-	-	1	1	2													
Colo.	50	63	37	47	1	7	U	U													
N. Mex.	40	119	13	49	-	12	23	30													
Ariz.	176	276	92	171	90	84	U	U													
Utah	26	16	-	13	2	3	18	32													
Nev.	21	19	6	7	5	9	15	29													
PACIFIC	942	1,022	104	138	136	188	240	291													
Wash.	50	56	51	58	35	12	76	121													
Oreg.	34	62	34	57	2	1	56	57													
Calif.	836	883	-	-	96	175	U	U													
Alaska	-	3	-	2	1	-	29	26													
Hawaii	22	18	19	21	2	-	79	87													
Guam	3	20	-	-	-	-	-	38													
P.R.	23	28	-	-	82	110	41	65													
V.I.	-	-	-	-	U	U	U	U													
Amer. Samoa	-	-	-	-	U	U	U	U													
C.N.M.I.	-	11	-	-	-	131	-	57													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


