
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 6, 1997 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	2,340	2,287	4	391	493	64	3,439	3,616	4	135	213										
NEW ENGLAND	148	95	-	8	1	-	636	811	-	1	25										
Maine	17	10	-	-	-	-	6	27	-	-	-										
N.H.	13	3	-	-	-	-	80	72	-	-	-										
Vt.	4	3	-	-	-	-	187	55	-	-	2										
Mass.	72	37	-	2	1	-	337	611	-	1	20										
R.I.	14	10	-	5	-	-	12	25	-	-	-										
Conn.	28	32	-	1	-	-	14	21	-	-	3										
MID. ATLANTIC	214	246	-	41	59	-	243	252	-	29	10										
Upstate N.Y.	54	64	-	7	18	-	82	127	-	2	4										
N.Y. City	39	37	-	3	14	-	56	22	-	27	4										
N.J.	46	53	-	5	2	-	9	17	-	-	2										
Pa.	75	92	-	26	25	-	96	86	-	-	-										
E.N. CENTRAL	327	328	1	45	101	7	288	441	-	4	3										
Ohio	129	121	1	19	35	4	109	158	-	-	-										
Ind.	36	46	-	7	6	-	38	32	-	-	-										
Ill.	97	90	-	9	19	3	51	98	-	1	1										
Mich.	39	33	-	10	39	-	38	29	-	-	2										
Wis.	26	38	-	-	2	-	52	124	-	3	-										
W.N. CENTRAL	174	188	-	13	14	23	253	211	-	-	-										
Minn.	29	25	-	5	5	18	160	156	-	-	-										
Iowa	39	40	-	6	1	1	25	10	-	-	-										
Mo.	77	71	-	-	5	3	43	25	-	-	-										
N. Dak.	2	3	-	-	2	-	2	1	-	-	-										
S. Dak.	4	10	-	-	-	1	4	4	-	-	-										
Nebr.	8	17	U	2	-	U	6	5	U	-	-										
Kans.	15	22	-	-	1	-	13	10	-	-	-										
S. ATLANTIC	414	356	3	55	80	13	335	366	4	69	91										
Del.	5	2	-	-	-	-	1	17	-	-	-										
Md.	37	40	-	4	27	1	99	132	2	3	-										
D.C.	-	5	-	-	-	-	3	-	-	-	1										
Va.	38	42	-	9	12	-	34	44	-	1	2										
W. Va.	14	13	-	-	-	-	6	2	-	-	-										
N.C.	77	60	1	9	17	4	89	72	1	52	77										
S.C.	44	42	-	10	5	1	21	21	-	9	1										
Ga.	77	106	-	5	2	-	9	17	-	1	-										
Fla.	122	46	2	18	17	7	73	61	1	3	10										
E.S. CENTRAL	186	162	-	18	19	2	78	172	-	-	2										
Ky.	38	21	-	3	-	-	21	134	-	-	-										
Tenn.	71	47	-	3	1	2	30	15	-	-	-										
Ala.	60	55	-	6	3	-	19	16	-	-	2										
Miss.	17	39	U	6	15	U	8	7	U	-	N										
W.S. CENTRAL	223	256	-	34	36	3	148	97	-	4	8										
Ark.	27	28	-	1	1	1	22	4	-	-	-										
La.	46	47	-	11	12	2	15	7	-	-	1										
Okla.	26	26	-	-	-	-	21	8	-	-	-										
Tex.	124	155	-	22	23	-	90	78	-	4	7										
MOUNTAIN	139	136	-	51	20	2	881	328	-	5	6										
Mont.	8	6	-	-	-	-	16	18	-	-	-										
Idaho	8	20	-	2	-	-	547	96	-	1	2										
Wyo.	2	3	-	1	-	-	6	4	-	-	-										
Colo.	36	28	-	3	3	1	188	104	-	-	2										
N. Mex.	23	21	N	N	N	-	66	43	-	-	-										
Ariz.	39	30	-	31	1	-	30	24	-	4	1										
Utah	11	12	-	7	3	1	14	10	-	-	-										
Nev.	12	16	-	7	13	-	14	29	-	-	1										
PACIFIC	515	520	-	126	163	14	577	938	-	23	68										
Wash.	62	74	-	14	18	14	259	406	-	5	15										
Oreg.	100	93	N	N	N	-	17	46	-	-	1										
Calif.	346	344	-	92	120	-	276	459	-	10	49										
Alaska	2	6	-	3	2	-	14	2	-	-	-										
Hawaii	5	3	-	17	23	-	11	25	-	8	3										
Guam	-	4	U	1	4	U	-	-	U	-	-										
P.R.	9	11	2	7	1	-	-	2	-	-	-										
V.I.	-	-	U	-	1	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	4	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


