
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 13, 1996 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	-	1,759	1,487	9	-	6,722	13,848	54	58	18	30										
NEW ENGLAND	-	272	347	4	-	143	156	-	-	1	-										
Maine	-	-	-	1	-	2	1	-	-	-	-										
N.H.	-	-	24	-	-	6	1	-	-	-	-										
Vt.	-	-	-	-	-	8	-	-	-	-	-										
Mass.	-	190	267	3	-	95	135	-	-	1	-										
R.I.	-	-	56	-	-	24	17	-	-	-	-										
Conn.	-	82	-	-	-	8	2	-	-	N	N										
MID. ATLANTIC	-	138	-	-	-	162	1,371	-	11	-	3										
Upstate N.Y.	-	1	N	-	-	-	33	-	4	-	-										
N.Y. City	-	5	-	-	-	-	680	-	-	-	1										
N.J.	-	128	-	-	-	-	26	-	4	-	1										
Pa.	-	4	-	N	-	162	632	-	3	-	1										
E.N. CENTRAL	-	36	196	1	-	1,520	3,318	10	13	9	12										
Ohio	-	-	-	-	-	172	1,155	-	1	4	7										
Ind.	-	33	-	1	-	285	273	-	-	3	1										
Ill.	-	3	-	-	-	770	662	-	5	-	2										
Mich.	-	-	196	-	-	288	921	10	7	2	1										
Wis.	-	-	-	N	-	5	307	-	-	-	1										
W.N. CENTRAL	-	50	179	-	-	45	921	-	3	-	7										
Minn.	-	-	-	-	-	-	110	-	-	-	-										
Iowa	-	-	-	-	-	-	75	-	1	-	2										
Mo.	-	48	166	-	-	38	583	-	2	-	5										
N. Dak.	-	-	-	-	-	-	-	-	-	-	-										
S. Dak.	-	-	13	-	-	3	1	-	-	-	-										
Nebr.	-	-	-	-	-	-	23	-	-	-	-										
Kans.	-	2	-	-	-	4	129	-	-	-	-										
S. ATLANTIC	-	230	451	1	-	3,345	3,906	1	5	2	3										
Del.	-	-	-	-	-	53	81	-	-	-	-										
Md.	-	-	-	N	-	-	568	-	-	1	-										
D.C.	-	-	N	-	-	-	285	-	-	-	-										
Va.	-	105	200	N	-	455	195	-	-	-	-										
W. Va.	-	-	-	N	-	-	47	-	1	-	1										
N.C.	-	-	-	-	-	574	540	-	3	1	2										
S.C.	-	-	-	-	-	554	380	1	-	-	-										
Ga.	-	122	-	-	-	1,545	1,082	-	-	-	-										
Fla.	-	3	251	-	-	164	728	-	1	-	-										
E.S. CENTRAL	-	-	225	1	-	1,018	1,892	-	-	3	2										
Ky.	-	-	-	-	-	111	228	-	-	2	1										
Tenn.	-	-	221	N	-	272	184	-	-	1	-										
Ala.	-	-	-	1	-	587	1,195	-	-	-	-										
Miss.	-	-	4	-	-	48	285	-	-	-	1										
W.S. CENTRAL	-	289	-	1	-	74	655	26	1	-	-										
Ark.	-	20	-	1	-	14	138	-	-	-	-										
La.	-	18	-	N	-	60	494	-	-	-	-										
Okla.	-	28	-	-	-	-	23	26	1	-	-										
Tex.	-	223	-	-	-	-	-	-	-	-	-										
MOUNTAIN	-	31	89	1	-	123	290	11	6	-	-										
Mont.	-	-	-	-	-	1	3	1	1	-	-										
Idaho	-	-	-	-	-	-	2	-	-	-	-										
Wyo.	-	1	21	-	-	3	3	-	4	-	-										
Colo.	-	-	-	-	-	71	107	3	1	-	-										
N. Mex.	-	-	-	-	-	22	35	6	-	-	-										
Ariz.	-	-	-	N	-	-	77	-	-	-	-										
Utah	-	-	68	-	-	26	4	1	-	-	-										
Nev.	-	30	-	1	-	-	59	-	-	-	-										
PACIFIC	-	713	-	-	-	292	1,339	6	19	3	3										
Wash.	-	-	-	-	-	-	70	-	-	-	-										
Oreg.	-	16	-	-	-	9	12	-	-	-	-										
Calif.	-	697	-	-	-	264	1,197	5	19	3	1										
Alaska	-	-	N	-	-	19	30	1	-	-	-										
Hawaii	-	-	-	N	-	-	30	-	-	-	2										
Guam	-	-	N	N	-	-	3	-	-	-	-										
P.R.	-	61	N	N	U	5	18	1	-	-	-										
V.I.	-	-	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	N	N	U	-	-	-	-	-	-										
C.N.M.I.	-	-	N	N	U	-	-	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


