
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 30, 2011 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	27	53	172	1,327	2,495	728	896	1,812	20,749	24,889	81	92	264	2,196	2,582						
NEW ENGLAND	2	3	18	70	159	14	31	294	1,128	1,545	-	2	28	109	146						
Conn.	-	0	8	-	76	-	0	273	273	491	-	0	28	28	60						
Maine	-	1	3	33	34	4	2	8	70	69	-	0	3	17	9						
Mass.	-	0	0	-	-	8	19	52	554	717	-	1	10	44	52						
N.H.	1	0	6	11	4	-	3	7	91	114	-	0	3	13	17						
R.I.	-	0	3	10	16	-	1	62	108	119	-	0	1	1	2						
Vt.	1	1	3	16	29	2	1	5	32	35	-	0	3	6	6						
MID. ATLANTIC	8	13	31	356	649	88	93	207	2,400	3,053	13	9	30	253	277						
N.J.	-	0	0	-	-	-	14	44	301	643	-	2	7	33	67						
N.Y. (Upstate)	8	7	19	180	296	65	25	63	671	703	12	4	12	95	88						
N.Y. City	-	0	4	7	132	-	19	53	536	677	-	1	6	38	32						
Pa.	-	7	17	169	221	23	32	73	892	1,030	1	3	10	87	90						
E.N. CENTRAL	2	2	27	70	125	50	84	184	2,139	3,389	13	10	48	292	451						
Ill.	1	1	11	22	62	-	28	61	702	1,171	-	2	9	46	95						
Ind.	-	0	3	4	-	-	9	29	193	443	-	2	10	45	78						
Mich.	1	1	5	23	40	5	13	49	365	519	2	2	7	65	87						
Ohio	-	0	12	21	23	45	21	42	620	761	11	2	11	85	76						
Wis.	N	0	0	N	N	-	11	50	259	495	-	2	16	51	115						
W.N. CENTRAL	1	2	40	47	157	32	46	121	1,123	1,562	12	13	38	349	488						
Iowa	-	0	3	-	13	1	9	23	237	291	-	2	13	84	96						
Kans.	1	1	4	19	41	5	7	18	187	227	-	1	7	50	45						
Minn.	-	0	34	-	17	-	0	30	-	428	-	0	14	-	154						
Mo.	-	0	6	-	45	21	16	43	473	400	9	4	14	128	135						
Nebr.	-	1	3	20	33	5	4	13	116	119	3	1	6	58	41						
N. Dak.	-	0	6	8	8	-	0	15	22	15	-	0	10	6	3						
S. Dak.	-	0	0	-	-	-	3	17	88	82	-	1	4	23	14						
S. ATLANTIC	12	19	53	636	686	314	266	624	5,979	6,081	12	14	31	341	350						
Del.	-	0	0	-	-	1	3	11	75	71	-	0	2	8	4						
D.C.	-	0	0	-	-	-	1	7	31	57	-	0	1	3	7						
Fla.	-	0	29	61	121	154	107	226	2,474	2,629	4	3	15	67	107						
Ga.	-	0	0	-	-	40	40	142	1,013	1,134	-	2	7	60	52						
Md.	-	6	14	163	212	26	18	54	443	525	4	1	8	33	49						
N.C.	-	0	0	-	-	32	33	241	794	553	1	2	10	58	27						
S.C.	N	0	0	N	N	27	30	99	587	534	-	0	4	10	15						
Va.	12	11	27	357	309	34	21	68	526	475	3	3	9	99	79						
W. Va.	-	0	30	55	44	-	0	14	36	103	-	0	4	3	10						
E.S. CENTRAL	2	2	7	73	115	55	60	175	1,589	1,563	11	5	22	157	137						
Ala.	2	1	7	51	49	32	18	52	461	406	3	1	15	53	30						
Ky.	-	0	2	8	11	-	9	32	205	280	3	1	6	24	26						
