
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 4, 2003 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	30,269	31,352	623,561	633,484	2,864	3,442	2,271	2,334	1,008	2,041											
NEW ENGLAND	989	1,233	20,751	20,960	-	-	130	159	-	25											
Maine	49	27	1,486	1,254	N	N	18	9	-	-											
N.H.	24	25	1,023	1,211	-	-	11	26	-	-											
Vt.	13	12	780	696	-	-	27	27	-	-											
Mass.	408	629	8,727	8,364	-	-	50	67	-	18											
R.I.	79	82	2,198	2,094	-	-	12	16	-	-											
Conn.	416	458	6,537	7,341	N	N	12	14	-	7											
MID. ATLANTIC	6,726	7,199	84,053	70,895	-	-	287	305	100	84											
Upstate N.Y.	693	537	15,018	12,784	N	N	96	91	-	22											
N.Y. City	3,390	4,203	24,738	23,360	-	-	65	121	-	26											
N.J.	1,159	1,115	10,306	10,780	-	-	6	15	8	22											
Pa.	1,484	1,344	33,991	23,971	N	N	120	78	92	14											
E.N. CENTRAL	2,925	3,285	102,719	117,289	7	21	601	794	68	1,182											
Ohio	555	658	24,462	29,268	-	-	111	102	68	171											
Ind.	378	421	12,715	13,113	N	N	73	36	-	17											
Ill.	1,348	1,553	30,842	37,145	-	2	57	104	-	550											
Mich.	506	503	23,236	24,681	7	19	101	97	-	398											
Wis.	138	150	11,464	13,082	-	-	259	455	-	46											
W.N. CENTRAL	563	503	35,390	35,798	1	1	434	325	241	67											
Minn.	110	114	7,805	8,005	N	N	117	161	40	-											
Iowa	63	63	2,676	4,150	N	N	86	37	39	-											
Mo.	266	226	13,348	12,150	-	-	33	32	22	24											
N. Dak.	2	1	982	933	N	N	12	10	5	-											
S. Dak.	9	4	2,003	1,627	-	-	31	27	38	14											
Nebr.	39	44	3,269	3,664	1	1	17	44	36	25											
Kans.	74	51	5,307	5,269	N	N	138	14	61	4											
S. ATLANTIC	8,582	9,260	120,074	119,334	4	3	271	241	88	47											
Del.	176	155	2,286	2,030	N	N	4	3	7	-											
Md.	994	1,406	12,727	12,306	4	3	18	18	14	18											
D.C.	765	453	2,159	2,503	-	-	14	4	-	-											
Va.	655	609	12,536	13,658	-	-	35	13	6	-											
W. Va.	61	71	1,916	1,886	N	N	4	2	-	1											
N.C.	869	761	19,773	18,930	N	N	36	28	-	-											
S.C.	551	636	12,419	11,147	-	-	3	6	1	1											
Ga.	1,369	1,363	25,284	24,509	-	-	82	95	25	20											
Fla.	3,142	3,806	30,974	32,365	N	N	75	72	35	7											
E.S. CENTRAL	1,306	1,450	40,057	40,631	N	N	97	106	24	248											
Ky.	111	252	6,222	6,758	N	N	21	5	7	31											
Tenn.	575	602	15,371	12,370	N	N	32	50	7	1											
Ala.	308	298	9,470	12,520	-	-	35	44	10	29											
Miss.	312	298	8,994	8,983	N	N	9	7	-	187											
W.S. CENTRAL	3,128	3,309	76,792	83,363	-	10	48	53	215	387											
Ark.	127	191	5,871	5,831	-	-	14	7	11	9											
La.	414	808	12,875	14,775	N	N	2	9	2	194											
Okla.	154	155	9,083	8,688	N	N	11	13	13	-											
Tex.	2,433	2,155	48,963	54,069	-	10	21	24	189	184											
MOUNTAIN	1,152	1,029	34,627	39,242	1,959	2,182	113	127	268	1											
Mont.	11	9	1,364	1,696	N	N	17	4	206	-											
Idaho	17	24	1,880	1,832	N	N	26	24	-	1											
Wyo.	6	8	739	704	1	-	4	9	58	-											
Colo.	296	211	8,329	10,772	N	N	28	46	-	-											
N. Mex.	92	65	5,052	5,747	5	7	10	18	2	-											
Ariz.	490	433	9,880	11,692	1,914	2,131	5	11	-	-											
Utah	47	52	3,256	2,199	11	11	16	11	1	-											
Nev.	193	227	4,127	4,600	28	33	7	4	1	-											
PACIFIC	4,898	4,084	109,098	105,972	892	1,224	290	224	4	-											
Wash.	311	381	12,538	11,193	N	N	43	28	-	-											
Oreg.	184	259	4,996	5,103	-	-	33	35	4	-											
Calif.	4,319	3,335	86,132	83,437	892	1,224	213	159	-	-											
Alaska	13	22	2,754	2,803	-	-	1	-	-	-											
Hawaii	71	87	2,678	3,436	-	-	-	2	-	-											
Guam	6	1	-	506	-	-	-	-	-	-											
P.R.	787	913	1,475	1,954	N	N	N	N	-	-											
V.I.	25	65	142	125	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


