
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending June 2, 2012 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	101	269	765	6,679	9,437	12	20	56	450	635	49	267	323	4,917	5,669						
NEW ENGLAND	-	12	28	290	469	-	1	4	21	29	3	7	23	167	170						
Conn.	-	6	13	137	212	-	0	2	6	6	2	0	13	3	24						
Maine	-	2	8	58	69	-	0	1	1	3	-	0	2	7	9						
Mass.	-	0	4	18	19	-	0	3	9	10	1	5	10	116	106						
N.H.	-	1	6	39	63	-	0	1	4	3	-	0	2	15	11						
R.I.	-	0	5	14	65	-	0	1	1	2	-	1	6	23	16						
Vt.	-	1	4	24	41	-	0	1	-	5	-	0	2	3	4						
MID. ATLANTIC	22	44	157	1,081	1,430	1	2	11	48	73	7	32	49	584	715						
N.J.	-	10	26	236	404	-	0	2	11	29	-	3	8	48	106						
N.Y. (Upstate)	18	19	108	503	618	1	1	10	26	25	5	4	12	81	65						
N.Y. City	4	13	23	342	408	-	0	3	11	19	2	16	27	282	390						
Pa.	N	0	0	N	N	N	0	0	N	N	-	8	17	173	154						
